,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2021-02-28,"$10,357","$5,638","$4,719",-,"$3,041",-,"$8,679","$1,678",$-42,"$1,636",$187,"$1,449",-,"$1,449",-,"$1,449","$1,790","$1,678","1,578","1,617",$0.92,$0.90
2020-11-30,"$11,243","$6,396","$4,847",-,"$3,267",-,"$9,663","$1,580",$-124,"$1,456",$205,"$1,251",-,"$1,251",-,"$1,251","$1,827","$1,580","1,573","1,610",$0.80,$0.78
2020-08-31,"$10,594","$5,853","$4,741",-,"$2,975",-,"$8,828","$1,766",$-51,"$1,715",$197,"$1,518",-,"$1,518",-,"$1,518","$1,983","$1,766","1,562","1,593",$0.97,$0.95
2020-05-31,"$6,313","$3,960","$2,353",-,"$3,191",-,"$7,151",$-838,$34,$-804,$-14,$-790,-,$-790,-,$-790,$-615,$-838,"1,559","1,592",$-0.49,$-0.49
2020-02-29,"$10,104","$5,631","$4,473",-,"$3,283",-,"$8,914","$1,190",$-309,$881,$34,$847,-,$847,-,$847,"$1,724","$1,190","1,556","1,592",$0.54,$0.53
2019-11-30,"$10,326","$5,782","$4,544",-,"$3,324",-,"$9,106","$1,220",$29,"$1,249",$134,"$1,115",-,"$1,115",-,"$1,115","$1,407","$1,220","1,561","1,594",$0.71,$0.70
2019-08-31,"$10,660","$5,789","$4,871",-,"$3,328",-,"$9,117","$1,543",$18,"$1,561",$194,"$1,367",-,"$1,367",-,"$1,367","$1,718","$1,543","1,562","1,598",$0.87,$0.86
2019-05-31,"$10,184","$5,551","$4,633",-,"$3,406",-,"$8,957","$1,227",$16,"$1,243",$254,$989,-,$989,-,$989,"$1,411","$1,227","1,580","1,618",$0.62,$0.62
2019-02-28,"$9,611","$5,272","$4,339",-,"$3,091",-,"$8,363","$1,248",$43,"$1,291",$190,"$1,101",-,"$1,101",-,"$1,101","$1,425","$1,248","1,573","1,610",$0.70,$0.68
2018-11-30,"$9,374","$5,269","$4,105",-,"$3,142",-,"$8,411",$963,$34,$997,$150,$847,-,$847,-,$847,"$1,141",$963,"1,581","1,621",$0.54,$0.52
