,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$5,252","$3,521","$1,731",$216,$537,$48,"$4,921",$331,$-175,$156,$-123,$279,-,$279,$-49,$222,-,$331,735,735,$0.30,$0.30
2020-09-30,"$5,096","$3,392","$1,704",$199,$524,$247,"$4,909",$187,$-167,$20,$92,$-72,-,$-72,-,$-79,"$1,150",$187,734,734,$-0.11,$-0.11
2020-06-30,"$4,828","$3,291","$1,537",$209,-,"$-2,512","$7,245","$-2,417",$-90,"$-2,507",$-36,"$-2,471",-,"$-2,471",-,"$-2,478",$855,"$-2,417",734,734,$-3.37,$-3.37
2020-03-31,"$5,221","$3,318","$1,903",$236,$633,$-322,"$5,643",$-422,$-144,$-566,$44,$-610,-,$-610,-,$-616,$883,$-422,739,739,$-0.83,$-0.83
2019-12-31,"$5,204","$3,408","$1,796",$231,"$1,292",$9,"$4,792",$412,$-223,$189,$-2,$191,-,$191,$-3,$176,$-230,$412,746,746,$0.24,$0.24
2019-09-30,"$5,426","$3,531","$1,895",$225,$645,$79,"$4,842",$584,$-134,$450,$78,$372,-,$372,$5,$372,"$1,083",$584,746,748,$0.50,$0.50
2019-06-30,"$5,468","$3,496","$1,972",$232,-,"$-1,194","$6,300",$-832,$-116,$-948,$155,"$-1,103",-,"$-1,103",$566,$-571,"$1,034",$-832,749,749,$-0.76,$-0.76
2019-03-31,"$5,414","$3,621","$1,793",$267,$726,$84,"$5,468",$-54,$-111,$-165,$-91,$-74,-,$-74,$646,$521,"$1,671",$-54,750,750,$0.69,$0.69
2018-12-31,"$-10,456","$-8,868","$-1,588",$-232,$-185,$-96,"$-8,830","$-1,626",$386,"$-1,240",$-330,$-910,-,$-910,"$1,419",$471,$-24,"$-1,626",767,772,$0.64,$0.63
2018-09-30,"$5,683","$3,770","$1,913",$264,$731,$-9,"$5,560",$123,$45,$168,$37,$131,-,$131,$408,$501,"$1,702",$123,765,770,$0.65,$0.65
2018-06-30,"$5,857","$4,085","$1,772",$270,$768,$82,"$5,781",$76,$54,$130,$99,$31,-,$31,"$1,773","$1,769","$2,254",$76,770,775,$2.29,$2.27
2018-03-31,"$21,510","$16,315","$5,195",$768,"$1,714",$115,"$19,875","$1,635",$-93,"$1,542",$389,"$1,153",-,"$1,153",$-5,"$1,104","$3,822","$1,635",772,778,$1.41,$1.41
