,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$22,455","$10,426","$12,029",-,"$9,203",-,"$19,629","$2,826",$-469,"$2,357",$498,"$1,859",-,"$1,859",-,"$1,845","$3,643","$2,826","1,385","1,392",$1.33,$1.33
2020-09-30,"$18,091","$8,156","$9,935",-,"$6,924",-,"$15,080","$3,011",$-178,"$2,833",$526,"$2,307",-,"$2,307",-,"$2,291","$3,620","$3,011","1,384","1,390",$1.66,$1.65
2020-06-30,"$15,945","$7,088","$8,857",-,"$6,538",-,"$13,626","$2,319",$-151,"$2,168",$510,"$1,658",-,"$1,658",-,"$1,646","$2,908","$2,319","1,387","1,393",$1.19,$1.18
2020-03-31,"$13,881","$6,127","$7,754",-,"$5,830",-,"$11,957","$1,924",$-213,"$1,711",$360,"$1,351",-,"$1,351",-,"$1,338","$2,457","$1,924","1,390","1,396",$0.96,$0.96
2019-12-31,"$20,640","$9,346","$11,294",-,"$8,595",-,"$17,941","$2,699",$-491,"$2,208",$430,"$1,778",-,"$1,778",-,"$1,766","$3,497","$2,699","1,399","1,407",$1.27,$1.27
2019-09-30,"$17,188","$7,694","$9,494",-,"$6,639",-,"$14,333","$2,855",$-186,"$2,669",$559,"$2,110",-,"$2,110",-,"$2,100","$3,433","$2,855","1,397","1,405",$1.50,$1.49
2019-06-30,"$16,449","$7,404","$9,045",-,"$6,316",-,"$13,720","$2,729",$-162,"$2,567",$524,"$2,043",-,"$2,043",-,"$2,035","$3,287","$2,729","1,401","1,409",$1.45,$1.44
2019-03-31,"$12,884","$5,688","$7,196",-,"$5,188",-,"$10,876","$2,008",$-140,"$1,868",$446,"$1,422",-,"$1,422",-,"$1,413","$2,506","$2,008","1,406","1,413",$1.01,$1.00
2018-12-31,"$19,524","$8,936","$10,588",-,"$8,157",-,"$17,093","$2,431",$-496,"$1,935","$-4,932","$6,867",-,"$6,867",-,"$6,852","$3,194","$2,431","1,415","1,425",$4.85,$4.81
2018-09-30,"$16,485","$7,527","$8,958",-,"$6,114",-,"$13,641","$2,844",$-147,"$2,697",$188,"$2,509",-,"$2,509",-,"$2,498","$3,410","$2,844","1,414","1,424",$1.77,$1.75
2018-06-30,"$16,090","$7,263","$8,827",-,"$5,799",-,"$13,062","$3,028",$-128,"$2,900","$1,070","$1,830",-,"$1,830",-,"$1,820","$3,602","$3,028","1,417","1,426",$1.28,$1.28
2018-03-31,"$12,562","$5,655","$6,907",-,"$5,100",-,"$10,755","$1,807",$-150,"$1,657",$304,"$1,353",-,"$1,353",-,"$1,343","$2,303","$1,807","1,420","1,430",$0.94,$0.94
2017-12-31,"$19,526","$9,079","$10,447",-,"$7,877",-,"$16,956","$2,570",$-239,"$2,331","$3,026",$-695,-,$-695,-,$-710,"$3,335","$2,570","1,425","1,438",$-0.49,$-0.48
2017-09-30,"$16,240","$7,368","$8,872",-,"$5,948",-,"$13,316","$2,924",$-148,"$2,776",$620,"$2,156",-,"$2,156",-,"$2,144","$3,497","$2,924","1,425","1,438",$1.50,$1.49
2017-06-30,"$15,710","$7,059","$8,651",-,"$5,732",-,"$12,791","$2,919",$-145,"$2,774",$656,"$2,118",-,"$2,118",-,"$2,105","$3,473","$2,919","1,428","1,441",$1.47,$1.46
2017-03-31,"$12,049","$5,290","$6,759",-,"$4,896",-,"$10,186","$1,863",$-142,"$1,721",$392,"$1,329",-,"$1,329",-,"$1,318","$2,340","$1,863","1,428","1,440",$0.92,$0.91
2016-12-31,"$19,515","$8,957","$10,558",-,"$8,207",-,"$17,115","$2,400",$-569,"$1,831",$414,"$1,417",-,"$1,417",-,"$1,401","$3,157","$2,400","1,439","1,452",$0.98,$0.97
2016-09-30,"$16,027","$7,284","$8,743",-,"$5,904",-,"$13,206","$2,821",$-217,"$2,604",$600,"$2,004",-,"$2,004",-,"$1,992","$3,388","$2,821","1,438","1,452",$1.38,$1.37
2016-06-30,"$15,395","$6,830","$8,565",-,"$5,584",-,"$12,431","$2,964",$-233,"$2,731",$718,"$2,013",-,"$2,013",-,"$2,005","$3,527","$2,964","1,443","1,456",$1.39,$1.38
2016-03-31,"$11,862","$5,151","$6,711",-,"$5,078",-,"$10,243","$1,619",$-232,"$1,387",$442,$945,-,$945,-,$931,"$2,100","$1,619","1,446","1,459",$0.64,$0.64
2015-12-31,"$18,585","$8,487","$10,098",-,"$7,911",-,"$16,345","$2,240",$-289,"$1,951",$218,"$1,733",-,"$1,733",-,"$1,718","$3,012","$2,240","1,469","1,485",$1.19,$1.17
2015-09-30,"$16,331","$7,490","$8,841",-,"$6,048",-,"$14,915","$1,416",$-223,"$1,193",$650,$543,-,$543,-,$533,"$1,985","$1,416","1,467","1,483",$0.36,$0.36
2015-06-30,"$15,923","$7,251","$8,672",-,"$5,753",-,"$13,023","$2,900",$-203,"$2,697",$703,"$1,994",-,"$1,994",-,"$1,980","$3,479","$2,900","1,476","1,491",$1.34,$1.33
2015-03-31,"$12,217","$5,503","$6,714",-,"$4,901",-,"$10,420","$1,797",$-196,"$1,601",$370,"$1,231",-,"$1,231",-,"$1,221","$2,293","$1,797","1,484","1,503",$0.82,$0.81
2014-12-31,"$19,948","$9,718","$10,230",-,"$8,172",-,"$17,917","$2,031",$-250,"$1,781",$455,"$1,326",-,"$1,326",-,"$1,304","$2,862","$2,031","1,509","1,527",$0.88,$0.87
2014-09-30,"$17,218","$7,995","$9,223",-,"$6,354",-,"$14,371","$2,847",$-192,"$2,655",$637,"$2,018",-,"$2,018",-,"$2,008","$3,479","$2,847","1,507","1,525",$1.33,$1.32
2014-06-30,"$16,894","$7,778","$9,116",-,"$6,198",-,"$13,998","$2,896",$-191,"$2,705",$718,"$1,987",-,"$1,987",-,"$1,976","$3,526","$2,896","1,515","1,532",$1.30,$1.29
2014-03-31,"$12,623","$5,747","$6,876",-,"$5,048",-,"$10,816","$1,807",$-191,"$1,616",$389,"$1,227",-,"$1,227",-,"$1,215","$2,339","$1,807","1,524","1,540",$0.80,$0.79
2013-12-31,"$20,118","$9,565","$10,553",-,"$8,120",-,"$17,720","$2,398",$-234,"$2,164",$410,"$1,754",-,"$1,754",-,"$1,747","$3,246","$2,398","1,541","1,560",$1.14,$1.12
2013-09-30,"$16,909","$7,946","$8,963",-,"$6,158",-,"$14,129","$2,780",$-203,"$2,577",$654,"$1,923",-,"$1,923",-,"$1,913","$3,410","$2,780","1,542","1,561",$1.24,$1.23
2013-06-30,"$16,807","$7,898","$8,909",-,"$6,013",-,"$13,938","$2,869",$-190,"$2,679",$654,"$2,025",-,"$2,025",-,"$2,007","$3,503","$2,869","1,548","1,567",$1.30,$1.28
2013-03-31,"$12,581","$5,834","$6,747",-,"$5,066",-,"$10,923","$1,658",$-187,"$1,471",$386,"$1,085",-,"$1,085",-,"$1,073","$2,209","$1,658","1,544","1,563",$0.69,$0.69
2012-12-31,"$19,954","$9,654","$10,300",-,"$8,050",-,"$17,741","$2,213",$-244,"$1,969",$302,"$1,667",-,"$1,667",-,"$1,659","$3,065","$2,213","1,557","1,575",$1.07,$1.06
2012-09-30,"$16,652","$7,833","$8,819",-,"$5,992",-,"$13,852","$2,800",$-181,"$2,619",$706,"$1,913",-,"$1,913",-,"$1,901","$3,436","$2,800","1,556","1,575",$1.22,$1.21
2012-06-30,"$16,458","$7,915","$8,543",-,"$6,136",-,"$14,081","$2,377",$-208,"$2,169",$668,"$1,501",-,"$1,501",-,"$1,485","$3,023","$2,377","1,563","1,581",$0.95,$0.94
2012-03-31,"$12,428","$5,889","$6,539",-,"$4,792",-,"$10,706","$1,722",$-175,"$1,547",$414,"$1,133",-,"$1,133",-,"$1,126","$2,277","$1,722","1,568","1,584",$0.72,$0.71
2011-12-31,"$20,158","$9,731","$10,427",-,"$8,150",-,"$17,911","$2,247",$-248,"$1,999",$597,"$1,402",-,"$1,402",-,"$1,413","$3,107","$2,247","1,576","1,597",$0.90,$0.90
2011-09-30,"$17,582","$8,452","$9,130",-,"$6,186",-,"$14,676","$2,906",$-209,"$2,697",$686,"$2,011",-,"$2,011",-,"$1,999","$3,596","$2,906","1,578","1,599",$1.27,$1.25
2011-06-30,"$16,827","$7,963","$8,864",-,"$6,070",-,"$14,073","$2,754",$-179,"$2,575",$670,"$1,905",-,"$1,905",-,"$1,883","$3,418","$2,754","1,583","1,605",$1.19,$1.17
2011-03-31,"$11,937","$5,447","$6,490",-,"$4,739",-,"$10,211","$1,726",$-163,"$1,563",$419,"$1,144",-,"$1,144",-,"$1,141","$2,249","$1,726","1,583","1,605",$0.72,$0.71
2010-12-31,"$18,155","$8,359","$9,796",-,"$7,526",-,"$15,924","$2,231",$-359,"$1,872",$511,"$1,361",-,"$1,361",-,"$1,362","$2,978","$2,231","1,590","1,614",$0.86,$0.85
2010-09-30,"$15,514","$7,008","$8,506",-,"$5,676",-,"$12,714","$2,800",$-141,"$2,659",$729,"$1,930",-,"$1,930",-,"$1,922","$3,411","$2,800","1,588","1,612",$1.21,$1.19
2010-06-30,"$14,801","$6,745","$8,056",-,"$5,563",-,"$12,340","$2,461",$-161,"$2,300",$687,"$1,613",-,"$1,613",-,"$1,601","$3,054","$2,461","1,608","1,634",$1.00,$0.98
2010-03-31,"$9,368","$4,463","$4,905",-,"$4,049",-,"$8,528",$840,$561,"$1,401",$-33,"$1,434",-,"$1,434",-,"$1,429","$1,216",$840,"1,582","1,606",$0.90,$0.89
2009-12-31,"$13,297","$6,293","$7,004",-,"$4,949",-,"$11,263","$2,034",$-14,"$2,020",$583,"$1,437",-,"$1,437",-,"$1,432","$2,586","$2,034","1,558","1,577",$0.92,$0.90
2009-09-30,"$11,080","$5,181","$5,899",-,"$3,649",-,"$8,848","$2,232",$76,"$2,308",$575,"$1,733",-,"$1,733",-,"$1,716","$2,630","$2,232","1,558","1,577",$1.10,$1.09
2009-06-30,"$10,592","$4,881","$5,711",-,"$3,507",-,"$8,402","$2,190",$46,"$2,236",$568,"$1,668",-,"$1,668",-,"$1,658","$2,561","$2,190","1,557","1,572",$1.06,$1.06
2009-03-31,"$8,263","$3,744","$4,519",-,"$2,921",-,"$6,675","$1,588",$-73,"$1,515",$374,"$1,141",-,"$1,141",-,"$1,134","$1,902","$1,588","1,555","1,570",$0.73,$0.72
2008-12-31,"$12,729","$6,171","$6,558",-,"$5,317",-,"$11,509","$1,220",$-201,"$1,019",$293,$726,-,$726,-,$716,"$1,708","$1,220","1,573","1,602",$0.46,$0.47
2008-09-30,"$11,244","$5,268","$5,976",-,"$3,972",-,"$9,253","$1,991",$142,"$2,133",$550,"$1,583",-,"$1,583",-,"$1,574","$2,368","$1,991","1,564","1,593",$1.01,$0.99
2008-06-30,"$10,945","$5,078","$5,867",-,"$3,658",-,"$8,754","$2,191",$132,"$2,323",$618,"$1,705",-,"$1,705",-,"$1,698","$2,566","$2,191","1,582","1,612",$1.07,$1.05
2008-03-31,"$8,333","$3,834","$4,499",-,"$2,930",-,"$6,776","$1,557",$13,"$1,570",$418,"$1,152",-,"$1,152",-,"$1,146","$1,860","$1,557","1,599","1,632",$0.72,$0.70
2007-12-31,"$12,346","$5,784","$6,562",-,"$4,799",-,"$10,604","$1,742",$67,"$1,809",$535,"$1,274",-,"$1,274",-,"$1,257","$2,220","$1,742","1,621","1,658",$0.77,$0.76
2007-09-30,"$10,171","$4,627","$5,544",-,"$3,467",-,"$8,109","$2,062",$182,"$2,244",$501,"$1,743",-,"$1,743",-,"$1,741","$2,402","$2,062","1,615","1,651",$1.08,$1.06
2007-06-30,"$9,607","$4,342","$5,265",-,"$3,295",-,"$7,648","$1,959",$158,"$2,117",$560,"$1,557",-,"$1,557",-,"$1,555","$2,291","$1,959","1,628","1,665",$0.96,$0.94
2007-03-31,"$7,350","$3,285","$4,065",-,"$2,635",-,"$5,931","$1,419",$54,"$1,473",$377,"$1,096",-,"$1,096",-,"$1,093","$1,695","$1,419","1,637","1,673",$0.67,$0.65
2006-12-31,"$10,570","$4,830","$5,740",-,"$4,097",-,"$8,981","$1,589",$109,"$1,698",$-128,"$1,826",-,"$1,826",-,"$1,823","$2,055","$1,589","1,649","1,687",$1.12,$1.08
2006-09-30,"$9,134","$4,108","$5,026",-,"$3,129",-,"$7,278","$1,856",$192,"$2,048",$554,"$1,494",-,"$1,494",-,"$1,491","$2,186","$1,856","1,652","1,690",$0.90,$0.89
