,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$25,246","$14,663","$10,583",$367,"$1,129","$-5,359","$26,203",$-957,-,$-957,$-301,$-656,-,$-656,-,$-665,"$3,728",$-758,"1,870","1,870",$-0.33,$-0.33
2020-09-30,"$24,451","$14,539","$9,912",$117,$832,"$-4,826","$24,495",$-44,-,$-44,$165,$-209,-,$-209,-,$-207,"$4,137",$120,"1,854","1,854",$-0.12,$-0.12
2020-06-30,"$13,494","$9,109","$4,385",$895,"$1,569","$-5,629","$24,091","$-10,597",-,"$-10,597","$-2,320","$-8,277",-,"$-8,277",-,"$-8,270","$-3,708","$-10,425","1,853","1,853",$-4.44,$-4.44
2020-03-31,"$31,501","$16,676","$14,825",$158,$683,"$-5,389","$27,356","$4,145",-,"$4,145",$564,"$3,581",-,"$3,581",-,"$3,599","$8,595","$4,307","1,862","1,866",$1.93,$1.93
2019-12-31,"$36,350","$20,662","$15,688",$272,"$1,129","$-6,085","$44,755","$-8,405",-,"$-8,405","$-1,738","$-6,667",-,"$-6,667",-,"$-6,610","$8,202","$-8,227","1,882","1,895",$-3.51,$-3.48
2019-09-30,"$36,116","$20,941","$15,175",$168,$954,"$-5,446","$32,067","$4,049",-,"$4,049","$1,469","$2,580",-,"$2,580",-,"$2,580","$8,607","$4,246","1,881","1,894",$1.38,$1.36
2019-06-30,"$38,850","$21,882","$16,968",$141,"$1,076","$-5,284","$32,915","$5,935",-,"$5,935","$1,645","$4,290",-,"$4,290",-,"$4,305","$10,467","$6,133","1,889","1,903",$2.28,$2.27
2019-03-31,"$35,200","$20,764","$14,436",$189,$984,"$-4,987","$31,243","$3,957",-,"$3,957","$1,315","$2,642",-,"$2,642",-,"$2,649","$8,276","$4,182","1,888","1,901",$1.40,$1.39
2018-12-31,"$42,352","$24,821","$17,531",$250,"$1,080","$-5,861","$37,454","$4,898",-,"$4,898","$1,175","$3,723",-,"$3,723",-,"$3,730","$10,340","$5,088","1,897","1,914",$1.97,$1.95
2018-09-30,"$43,987","$25,940","$18,047",$625,"$1,018","$-5,143","$38,288","$5,699",-,"$5,699","$1,643","$4,056",-,"$4,056",-,"$4,047","$11,261","$5,881","1,901","1,917",$2.13,$2.11
2018-06-30,"$42,236","$26,107","$16,129",$177,"$1,017","$-5,315","$37,331","$4,905",-,"$4,905","$1,483","$3,422",-,"$3,422",-,"$3,409","$9,620","$5,122","1,900","1,919",$1.79,$1.78
2018-03-31,"$37,764","$22,577","$15,187",$158,$723,"$-4,785","$32,691","$5,073",-,"$5,073","$1,414","$3,659",-,"$3,659",-,"$3,638","$9,521","$5,232","1,896","1,913",$1.92,$1.90
2017-12-31,"$37,616","$24,340","$13,276",$356,"$1,266","$-5,265","$36,135","$1,481",-,"$1,481","$-1,637","$3,118",-,"$3,118",-,"$3,111","$6,389","$1,654","1,883","1,898",$1.65,$1.64
2017-09-30,"$36,205","$21,989","$14,216",$239,"$1,107","$-5,068","$33,547","$2,658",-,"$2,658",$672,"$1,986",-,"$1,986",-,"$1,952","$7,802","$2,693","1,883","1,896",$1.03,$1.03
