,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$7,272","$4,086","$3,186",$38,$802,$-125,"$6,243","$1,029",$11,"$1,040",$253,$787,-,$803,$1,$770,"$2,221","$1,029",527,531,$1.48,$1.45
2020-09-30,"$6,855","$3,835","$3,020",$36,$770,$-77,"$5,886",$969,$3,$972,$265,$707,-,$730,$1,$700,"$2,137",$969,526,530,$1.33,$1.32
2020-06-30,"$6,377","$3,619","$2,758",$34,$760,$-249,"$5,786",$591,$27,$618,$164,$454,-,$483,-,$458,"$1,715",$591,526,529,$0.87,$0.87
2020-03-31,"$6,739","$3,843","$2,896",$44,$861,$-116,"$6,006",$733,$21,$754,$165,$589,-,$606,$2,$573,"$1,875",$733,531,535,$1.07,$1.07
2019-12-31,"$7,080","$4,187","$2,893",$49,$844,$-183,"$6,425",$655,$17,$672,$162,$510,-,$534,$4,$511,"$1,817",$655,541,545,$0.94,$0.94
2019-09-30,"$7,000","$4,061","$2,939",$44,$850,$50,"$6,000","$1,000",$1,"$1,001",$298,$703,-,$731,$7,$735,"$2,097","$1,000",540,544,$1.36,$1.35
2019-06-30,"$7,204","$4,280","$2,924",$45,$884,$-131,"$6,535",$669,$14,$683,$169,$514,-,$542,$9,$522,"$1,864",$669,543,546,$0.97,$0.96
2019-03-31,"$6,944","$4,116","$2,828",$46,$879,$-71,"$6,335",$609,$-38,$571,$140,$431,-,$465,$89,$517,"$1,842",$609,546,549,$0.95,$0.94
2018-12-31,"$5,801","$3,955","$1,846",$42,$718,"$3,052","$2,565","$3,236",$-58,"$3,178",$355,"$2,823",-,"$2,837",-,"$2,978","$4,506","$3,236",330,334,$8.38,$8.29
2018-09-30,"$3,008","$1,698","$1,310",$23,$294,$-18,"$2,339",$669,$-46,$623,$156,$467,-,$480,-,$461,$975,$669,288,292,$1.60,$1.58
2018-06-30,"$3,044","$1,706","$1,338",$24,$307,$-7,"$2,355",$689,$-46,$643,$158,$485,-,$499,-,$480,"$1,000",$689,288,291,$1.67,$1.65
2018-03-31,"$2,983","$1,661","$1,322",$24,$310,$-24,"$2,330",$653,$-48,$605,$148,$457,-,$472,-,$462,$964,$653,288,291,$1.61,$1.59
2017-12-31,"$2,874","$1,582","$1,292",$24,$312,$-10,"$2,235",$639,$-44,$595,$558,$37,-,$49,-,$33,$946,$639,286,289,$0.12,$0.11
2017-09-30,"$2,922","$1,652","$1,270",$23,$300,$-17,"$2,290",$632,$-47,$585,$162,$423,-,$435,-,$419,$930,$632,286,289,$1.46,$1.45
2017-06-30,"$2,834","$1,599","$1,235",$23,$305,$-9,"$2,228",$606,$-40,$566,$157,$409,-,$420,-,$406,$898,$606,286,289,$1.42,$1.41
2017-03-31,"$2,728","$1,549","$1,179",$23,$290,$-12,"$2,161",$567,$-26,$541,$149,$392,-,$404,-,$389,$854,$567,286,287,$1.36,$1.35
2016-12-31,"$2,644","$1,473","$1,171",$23,$272,$17,"$2,036",$608,$-47,$561,$152,$409,-,$419,-,$406,$893,$608,286,288,$1.41,$1.40
2016-09-30,"$2,716","$1,533","$1,183",$22,$291,$-89,"$2,219",$497,$-43,$454,$120,$334,-,$344,-,$339,$781,$497,286,288,$1.19,$1.18
2016-06-30,"$2,665","$1,468","$1,197",$24,$308,$4,"$2,077",$588,$-44,$544,$146,$398,-,$409,-,$399,$869,$588,286,288,$1.40,$1.39
2016-03-31,"$2,509","$1,381","$1,128",$23,$274,$-5,"$1,955",$554,$-65,$489,$133,$356,-,$366,-,$356,$826,$554,285,287,$1.25,$1.24
2015-12-31,"$2,595","$1,426","$1,169",$23,$275,$28,"$1,971",$624,$-42,$582,$163,$419,-,$431,-,$422,$899,$624,287,289,$1.48,$1.46
2015-09-30,"$2,686","$1,488","$1,198",$23,$281,$-24,"$2,092",$594,$-35,$559,$156,$403,-,$413,-,$401,$870,$594,286,287,$1.40,$1.40
2015-06-30,"$2,738","$1,516","$1,222",$23,$297,$-144,"$2,258",$480,$-40,$440,$131,$309,-,$319,-,$308,$758,$480,288,290,$1.07,$1.06
2015-03-31,"$2,757","$1,530","$1,227",$24,$299,$-4,"$2,134",$623,$-44,$579,$162,$417,-,$428,-,$416,$900,$623,289,292,$1.44,$1.43
2014-12-31,"$2,990","$1,689","$1,301",$24,$320,$-141,"$2,465",$525,$-79,$446,$145,$301,-,$313,-,$302,$816,$525,292,296,$1.05,$1.02
2014-09-30,"$3,144","$1,780","$1,364",$25,$327,-,"$2,433",$711,$-45,$666,$187,$479,-,$490,-,$477,"$1,012",$711,292,295,$1.63,$1.62
2014-06-30,"$3,113","$1,767","$1,346",$24,$335,$3,"$2,416",$697,$-43,$654,$183,$471,-,$481,-,$467,$990,$697,293,296,$1.59,$1.58
2014-03-31,"$3,026","$1,726","$1,300",$23,$326,$9,"$2,351",$675,$-46,$629,$176,$453,-,$462,-,$448,$960,$675,294,297,$1.52,$1.51
2013-12-31,"$3,010","$1,699","$1,311",$26,$332,-,"$2,320",$690,$-56,$634,$136,$498,-,$507,-,$474,$977,$690,296,299,$1.61,$1.59
2013-09-30,"$3,013","$1,697","$1,316",$24,$336,$-5,"$2,343",$670,$-41,$629,$175,$454,-,$462,-,$445,$951,$670,295,298,$1.51,$1.49
