,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,$748.536,$186.152,$562.384,-,$30.14,-,$357.698,$390.838,$-10.713,$380.125,-,$380.125,$-45.327,$352.432,-,$292.166,-,$390.838,175,175,$1.67,$1.67
2020-09-30,$730.657,$217.461,$513.196,-,$21.288,-,$377.082,$353.575,$-7.068,$346.507,-,$346.507,$-41.9,$325.847,-,$246.916,$491.908,$353.575,175,175,$1.41,$1.41
2020-06-30,$709.285,$225.607,$483.678,-,$20.294,-,$383.519,$325.766,$-8.314,$317.452,-,$317.452,$-19.295,$315.812,-,$246.119,$463.384,$325.766,174,175,$1.41,$1.41
2020-03-31,$716.082,$218.87,$497.212,-,$21.064,-,$375.834,$340.248,$-7.142,$333.106,-,$333.106,$8.945,$366.019,-,$313.134,$476.148,$340.248,174,175,$1.80,$1.79
2019-12-31,$725.784,$188.953,$536.831,-,$10.471,-,$334.309,$391.475,$-7.976,$383.499,-,$383.499,$-10.318,$387.097,-,$327.251,$526.36,$391.475,174,175,$1.87,$1.87
2019-09-30,$729.336,$212.262,$517.074,-,$16.908,-,$358.403,$370.933,$-6.132,$364.801,-,$364.801,$15.574,$399.42,-,$337.362,$500.166,$370.933,174,175,$1.94,$1.93
2019-06-30,$710.95,$207.736,$503.214,-,$15.264,-,$349.859,$361.091,$-3.672,$357.419,-,$357.419,$-4.877,$371.456,-,$306.411,$487.95,$361.091,174,175,$1.76,$1.76
2019-03-31,$689.038,$204.201,$484.837,-,$19.503,-,$345.645,$343.393,$-1.178,$342.215,-,$342.215,$7.791,$367.678,-,$301.743,$465.334,$343.393,174,174,$1.73,$1.73
2018-12-31,$697.703,$177.735,$519.968,-,$14.434,-,$313.543,$384.16,$-2.293,$381.867,-,$381.867,$41.457,$587.906,-,$530.102,$505.534,$384.16,174,174,$3.05,$3.04
2018-09-30,$706.368,$195.544,$510.824,-,$27.429,-,$347.489,$358.879,$-1.074,$357.805,-,$357.805,$4.013,$379.589,-,$322.679,$483.395,$358.879,174,174,$1.85,$1.85
2018-06-30,$685.528,$190.977,$494.551,-,$31.329,-,$342.083,$343.445,$-2.06,$341.385,-,$341.385,$21.944,$405.292,-,$348.3,$463.222,$343.445,174,174,$2.00,$2.00
2018-03-31,$669.924,$192.827,$477.097,-,$31.52,-,$342.326,$327.598,$-2.563,$325.035,-,$325.035,$-11.394,$344.436,-,$287.819,$445.577,$327.598,174,174,$1.66,$1.65
2017-12-31,$672.308,$151.879,$520.429,-,$20.551,-,$292.53,$379.778,$-2.088,$377.69,-,$377.69,$-5.147,$390.963,-,$334.08,$499.878,$379.778,174,174,$1.93,$1.91
2017-09-30,$686.361,$190.619,$495.742,-,$22.311,-,$326.25,$360.111,$2.18,$362.291,-,$362.291,$-21.235,$358.274,-,$279.717,$473.431,$360.111,174,174,$1.61,$1.61
2017-06-30,$664.312,$182.578,$481.734,-,$14.992,-,$307.747,$356.565,$3.039,$359.604,-,$359.604,$-24.465,$355.207,-,$276.681,$466.742,$356.565,174,174,$1.59,$1.59
2017-03-31,$645.547,$182.902,$462.645,-,$25.028,-,$318.859,$326.688,$2.95,$329.638,-,$329.638,$-5.566,$344.021,-,$281.131,$437.617,$326.688,173,174,$1.62,$1.62
2016-12-31,$651.427,$145.166,$506.261,-,$20.148,-,$277.055,$374.372,$1.935,$376.307,-,$376.307,$24.246,$415.681,-,$352.812,$486.113,$374.372,173,174,$2.04,$2.03
2016-09-30,$663.148,$178.627,$484.521,-,$22.14,-,$310.199,$352.949,$2.529,$355.478,-,$355.478,$-3.665,$369.05,-,$308.957,$462.381,$352.949,173,174,$1.78,$1.78
