,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2020-12-31,"$28,288","$24,984","$3,304",-,"$2,721",$-376,"$28,273",$15,$-89,$-74,$-55,$-19,-,$-19,-,$-12,-,$15,580,580,$-0.02,$-0.02
2020-09-30,"$29,090","$25,182","$3,908",-,"$2,507",$-376,"$28,229",$861,$-89,$772,$207,$565,-,$565,-,$568,"$1,159",$861,580,588,$0.98,$0.97
2020-06-30,"$27,712","$22,863","$4,849",-,"$2,255",$-379,"$25,694","$2,018",$-74,"$1,944",$742,"$1,202",-,"$1,202",-,"$1,206","$2,348","$2,018",579,587,$2.08,$2.05
2020-03-31,"$26,025","$22,870","$3,155",-,"$2,384",$-417,"$25,837",$188,$-57,$131,$85,$46,-,$46,-,$46,$476,$188,544,552,$0.08,$0.08
2019-12-31,"$18,863","$16,789","$2,074",-,"$1,733",-,"$18,586",$277,$-17,$260,$58,$202,-,$202,-,$209,$445,$277,413,420,$0.50,$0.49
2019-09-30,"$18,976","$16,847","$2,129",-,"$1,617",$-271,"$18,800",$176,$-1,$175,$79,$96,-,$96,-,$95,$338,$176,414,420,$0.23,$0.23
2019-06-30,"$18,356","$16,075","$2,281",-,"$1,574",-,"$17,713",$643,$19,$662,$170,$492,-,$492,-,$495,$801,$643,413,420,$1.20,$1.18
2019-03-31,"$18,444","$16,085","$2,359",-,"$1,609",-,"$17,759",$685,-,$685,$166,$519,-,$519,-,$522,$840,$685,413,420,$1.26,$1.24
2018-12-31,"$16,559","$14,376","$2,183",-,"$1,556",$-177,"$16,171",$388,$-31,$357,$116,$241,-,$241,-,$241,$529,$388,390,399,$0.51,$0.50
2018-09-30,"$16,182","$13,964","$2,218",-,"$1,934",$-178,"$16,141",$41,$-17,$24,$8,$16,-,$16,-,$19,$180,$41,411,419,$0.05,$0.05
2018-06-30,"$14,181","$12,227","$1,954",-,"$1,237",$-183,"$13,692",$489,$-15,$474,$175,$299,-,$299,-,$300,$600,$489,391,399,$0.77,$0.75
2018-03-31,"$13,194","$11,128","$2,066",-,"$1,316",$-171,"$12,654",$540,$-27,$513,$175,$338,-,$338,-,$340,$644,$540,348,355,$0.98,$0.96
2017-12-31,"$12,806","$11,326","$1,480",-,"$1,260",-,"$12,625",$181,$-13,$168,$-55,$223,-,$223,-,$230,$278,$181,345,353,$0.67,$0.65
2017-09-30,"$11,898","$10,490","$1,408",-,"$1,030",-,"$11,558",$340,$-14,$326,$125,$201,-,$201,-,$205,$431,$340,345,354,$0.59,$0.58
2017-06-30,"$11,954","$10,412","$1,542",-,"$1,065",-,"$11,516",$438,$-17,$421,$169,$252,-,$252,-,$254,$525,$438,345,353,$0.73,$0.72
2017-03-31,"$11,724","$10,353","$1,371",-,"$1,091",-,"$11,484",$240,$-21,$219,$87,$132,-,$132,-,$139,$326,$240,344,352,$0.41,$0.40
2016-12-31,"$11,911","$10,145","$1,766",-,"$1,062",$-128,"$11,387",$524,$-41,$483,$227,$256,-,$256,-,$261,$613,$524,319,328,$0.90,$0.87
2016-09-30,"$10,846","$9,392","$1,454",-,$940,$-129,"$10,504",$342,$-24,$318,$169,$149,-,$149,$-1,$147,$420,$342,342,351,$0.43,$0.42
2016-06-30,"$10,897","$9,398","$1,499",-,$949,$-130,"$10,520",$377,$-20,$357,$187,$170,-,$170,$-1,$170,$453,$377,341,350,$0.50,$0.48
2016-03-31,"$6,953","$6,128",$825,-,$722,$-74,"$6,933",$20,$-18,$2,$16,$-14,-,$-14,$-1,$-16,$55,$20,251,251,$-0.07,$-0.07
2015-12-31,"$6,302","$5,511",$791,-,$511,$-54,"$6,082",$220,$-3,$217,$105,$112,-,$112,$-1,$111,$259,$220,238,246,$0.47,$0.45
2015-09-30,"$5,821","$5,120",$701,-,$458,$-54,"$5,638",$183,$-3,$180,$87,$93,-,$93,$1,$93,$240,$183,238,246,$0.39,$0.38
2015-06-30,"$5,506","$4,839",$667,-,$437,$-52,"$5,333",$173,$-1,$172,$84,$88,-,$88,-,$88,$199,$173,238,246,$0.37,$0.36
2015-03-31,"$5,131","$4,544",$587,-,$396,$-55,"$5,002",$129,$-1,$128,$63,$65,-,$65,$-1,$63,$156,$129,238,245,$0.27,$0.26
2014-12-31,"$4,724","$4,136",$588,-,$347,$-32,"$4,531",$193,-,$193,$89,$104,-,$104,$1,$107,$217,$193,233,241,$0.46,$0.44
2014-09-30,"$4,352","$3,878",$474,-,$334,$-32,"$4,244",$108,$-3,$105,$27,$78,-,$78,$1,$82,$131,$108,234,243,$0.35,$0.34
