,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share
2021-02-28,"$44,769","$39,078","$5,691",-,"$4,342",$-9,"$43,429","$1,340",$-21,"$1,319",$348,$971,-,$971,-,$951,"$1,756","$1,340",443,444,$2.15,$2.14
2020-11-30,"$43,208","$37,458","$5,750",-,"$4,298",$-22,"$41,778","$1,430",$-10,"$1,420",$239,"$1,181",-,"$1,181",-,"$1,166","$1,834","$1,430",443,444,$2.63,$2.62
2020-08-31,"$53,383","$46,401","$6,982",-,"$5,027",$-26,"$51,454","$1,929",$-60,"$1,869",$465,"$1,404",-,"$1,404",-,"$1,389","$2,434","$1,929",442,444,$3.14,$3.13
2020-05-31,"$37,266","$32,249","$5,017",-,"$3,830",$-8,"$36,087","$1,179",$-16,"$1,163",$311,$852,-,$852,-,$838,"$1,561","$1,179",442,444,$1.90,$1.89
2020-02-29,"$39,072","$34,056","$5,016",-,"$3,743",$-7,"$37,806","$1,266",$11,"$1,277",$330,$947,-,$947,-,$931,"$1,655","$1,266",442,444,$2.10,$2.10
2019-11-30,"$37,040","$32,233","$4,807",-,"$3,732",$-14,"$35,979","$1,061",$-3,"$1,058",$202,$856,-,$856,-,$844,"$1,430","$1,061",442,444,$1.91,$1.90
2019-08-31,"$47,498","$41,310","$6,188",-,"$4,684",$-41,"$46,035","$1,463",$29,"$1,492",$382,"$1,110",-,"$1,110",-,"$1,097","$1,936","$1,463",440,443,$2.49,$2.47
2019-05-31,"$34,740","$30,233","$4,507",-,"$3,371",$-14,"$33,618","$1,122",$1,"$1,123",$207,$916,-,$916,-,$906,"$1,458","$1,122",440,443,$2.06,$2.05
2019-02-28,"$35,396","$30,720","$4,676",-,"$3,464",$-9,"$34,193","$1,203",$12,"$1,215",$314,$901,-,$901,-,$889,"$1,555","$1,203",440,442,$2.02,$2.01
2018-11-30,"$35,069","$30,623","$4,446",-,"$3,475",$-22,"$34,120",$949,$-14,$935,$158,$777,-,$777,-,$767,"$1,280",$949,439,443,$1.75,$1.73
2018-08-31,"$44,411","$38,671","$5,740",-,"$4,263",$-31,"$42,965","$1,446",$3,"$1,449",$396,"$1,053",-,"$1,053",-,"$1,043","$1,877","$1,446",439,442,$2.38,$2.35
2018-05-31,"$32,361","$28,131","$4,230",-,"$3,155",$-8,"$31,294","$1,067",$4,"$1,071",$309,$762,-,$762,-,$750,"$1,394","$1,067",439,442,$1.71,$1.70
2018-02-28,"$32,995","$28,733","$4,262",-,"$3,234",$-12,"$31,979","$1,016",$-30,$986,$273,$713,-,$713,-,$701,"$1,360","$1,016",439,442,$1.60,$1.59
2017-11-30,"$31,809","$27,617","$4,192",-,"$3,224",$-17,"$30,858",$951,$-15,$936,$285,$651,-,$651,-,$640,"$1,286",$951,438,441,$1.46,$1.45
2017-08-31,"$42,300","$36,697","$5,603",-,"$4,123",$-30,"$40,850","$1,450",$-31,"$1,419",$487,$932,-,$932,-,$919,"$1,891","$1,450",438,441,$2.11,$2.08
2017-05-31,"$28,860","$24,970","$3,890",-,"$2,907",$-15,"$27,892",$968,$-3,$965,$259,$706,-,$706,-,$700,"$1,288",$968,439,441,$1.59,$1.59
2017-02-28,"$29,766","$25,927","$3,839",-,"$2,980",$-15,"$28,922",$844,$-35,$809,$288,$521,-,$521,-,$515,"$1,156",$844,439,441,$1.17,$1.17
2016-11-30,"$28,099","$24,288","$3,811",-,"$2,940",$-22,"$27,250",$849,$-3,$846,$291,$555,-,$555,-,$545,"$1,146",$849,438,441,$1.24,$1.24
2016-08-31,"$36,560","$31,649","$4,911",-,"$3,696",$-24,"$35,369","$1,191",$-10,"$1,181",$396,$785,-,$785,-,$779,"$1,599","$1,191",439,441,$1.78,$1.76
2016-05-31,"$26,769","$23,162","$3,607",-,"$2,731",$-18,"$25,911",$858,$-23,$835,$286,$549,-,$549,-,$545,"$1,149",$858,439,441,$1.24,$1.24
2016-02-29,"$28,170","$24,469","$3,701",-,"$2,835",$-10,"$27,314",$856,$-15,$841,$286,$555,-,$555,-,$546,"$1,141",$856,440,442,$1.24,$1.24
2015-11-30,"$27,220","$23,621","$3,599",-,"$2,806",$-26,"$26,453",$767,$-5,$762,$275,$487,-,$487,-,$480,"$1,038",$767,438,441,$1.10,$1.09
2015-08-31,"$35,778","$31,096","$4,682",-,"$3,499",$-27,"$34,622","$1,156",-,"$1,156",$378,$778,-,$778,-,$767,"$1,507","$1,156",439,443,$1.75,$1.73
2015-05-31,"$26,101","$22,687","$3,414",-,"$2,579",$-14,"$25,280",$821,$-22,$799,$280,$519,-,$519,-,$516,"$1,083",$821,440,443,$1.17,$1.17
2015-02-28,"$27,454","$23,897","$3,557",-,"$2,671",$-9,"$26,577",$877,$-7,$870,$263,$607,-,$607,-,$598,"$1,137",$877,440,443,$1.36,$1.35
2014-11-30,"$26,866","$23,385","$3,481",-,"$2,696",$-15,"$26,096",$770,$9,$779,$274,$505,-,$505,-,$496,"$1,024",$770,439,442,$1.13,$1.12
2014-08-31,"$35,523","$31,037","$4,486",-,"$3,380",$-15,"$34,432","$1,091",$-5,"$1,086",$381,$705,-,$705,-,$697,"$1,412","$1,091",439,442,$1.59,$1.57
2014-05-31,"$25,794","$22,554","$3,240",-,"$2,487",$-16,"$25,057",$737,$-13,$724,$245,$479,-,$479,-,$473,$974,$737,439,443,$1.08,$1.07
2014-02-28,"$26,306","$23,043","$3,263",-,"$2,531",$-8,"$25,582",$724,$4,$728,$255,$473,-,$473,-,$463,$964,$724,440,443,$1.05,$1.05
2013-11-30,"$25,017","$21,824","$3,193",-,"$2,501",$-24,"$24,349",$668,$-9,$659,$228,$431,-,$431,-,$425,$899,$668,438,442,$0.97,$0.96
2013-08-31,"$32,487","$28,418","$4,069",-,"$3,098",$-17,"$31,533",$954,-,$954,$332,$622,-,$622,-,$617,"$1,249",$954,436,441,$1.41,$1.40
2013-05-31,"$24,083","$21,038","$3,045",-,"$2,313",$-10,"$23,361",$722,$-10,$712,$248,$464,-,$464,-,$459,$943,$722,436,441,$1.05,$1.04
2013-02-28,"$24,871","$21,766","$3,105",-,"$2,361",$-6,"$24,133",$738,$1,$739,$185,$554,-,$554,-,$547,$955,$738,436,440,$1.26,$1.24
2012-11-30,"$23,715","$20,726","$2,989",-,"$2,332",$-18,"$23,076",$639,$7,$646,$225,$421,-,$421,-,$416,$852,$639,433,439,$0.96,$0.95
2012-08-31,"$32,218","$28,210","$4,008",-,"$3,044",$-15,"$31,269",$949,$16,$965,$343,$622,-,$622,-,$609,"$1,241",$949,434,439,$1.40,$1.38
2012-05-31,"$22,324","$19,543","$2,781",-,"$2,152",$-6,"$21,701",$623,$-1,$622,$217,$405,-,$405,-,$386,$825,$623,434,439,$0.89,$0.88
2012-02-29,"$22,967","$20,139","$2,828",-,"$2,178",$-6,"$22,323",$644,$-17,$627,$215,$412,-,$412,-,$394,$853,$644,435,439,$0.91,$0.90
2011-11-30,"$21,628","$18,931","$2,697",-,"$2,144",$-10,"$21,085",$543,$10,$553,$225,$328,-,$328,-,$320,$748,$543,434,441,$0.74,$0.73
2011-08-31,"$28,178","$24,680","$3,498",-,"$2,721",$-15,"$27,416",$762,$10,$772,$272,$500,-,$500,-,$478,"$1,035",$762,436,443,$1.09,$1.07
2011-05-31,"$20,623","$18,067","$2,556",-,"$1,991",$-9,"$20,067",$556,$-22,$534,$193,$341,-,$341,-,$324,$752,$556,437,444,$0.74,$0.73
2011-02-28,"$20,875","$18,235","$2,640",-,"$2,038",$-6,"$20,279",$596,$-23,$573,$204,$369,-,$369,-,$348,$791,$596,437,443,$0.80,$0.79
2010-11-30,"$19,239","$16,757","$2,482",-,"$1,941",$-16,"$18,714",$525,$-21,$504,$172,$332,-,$332,-,$312,$716,$525,434,441,$0.72,$0.71
2010-08-31,"$24,125","$21,024","$3,101",-,"$2,409",$-4,"$23,437",$688,$-4,$684,$247,$437,-,$437,-,$432,$934,$688,439,446,$0.99,$0.97
2010-05-31,"$17,780","$15,494","$2,286",-,"$1,789",$-6,"$17,289",$491,$-17,$474,$163,$311,-,$311,-,$306,$671,$491,441,448,$0.69,$0.68
2010-02-28,"$18,742","$16,396","$2,346",-,"$1,873",$-3,"$18,272",$470,$4,$474,$169,$305,-,$305,-,$299,$655,$470,440,447,$0.68,$0.67
2009-11-30,"$17,299","$15,081","$2,218",-,"$1,777",$-13,"$16,871",$428,$-6,$422,$152,$270,-,$270,-,$266,$612,$428,437,445,$0.61,$0.60
2009-08-31,"$22,378","$19,512","$2,866",-,"$2,254",$-14,"$21,780",$598,$-14,$584,$206,$378,-,$378,-,$374,$839,$598,434,440,$0.86,$0.84
2009-05-31,"$15,806","$13,776","$2,030",-,"$1,655",$-16,"$15,447",$359,$-19,$340,$128,$212,-,$212,-,$210,$530,$359,434,440,$0.48,$0.48
2009-02-28,"$16,843","$14,771","$2,072",-,"$1,666",$-8,"$16,445",$398,$-13,$385,$142,$243,-,$243,-,$239,$559,$398,433,440,$0.55,$0.55
