,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,4.2841,0.4048,0.74,64.9166,44.4799,44.4799,-,47.2767,41.5604,0.2106,0.7315,2.8826,31.2218,18.3738,36.1224,8.7231,10.9362,9.9929,2.2591,2.0349
2020-09-30,4.2375,0.4287,0.8165,64.2651,42.1535,42.1535,-,41.5772,35.4467,0.2096,0.6583,2.7421,32.8216,16.2523,35.8506,7.4312,9.2849,9.0722,1.5473,1.393
2020-06-30,3.9242,0.4496,0.8891,64.2791,37.9129,37.9129,-,39.4875,42.6057,0.1857,0.5417,2.7543,32.6768,18.0534,45.3649,7.9106,9.9359,8.3487,1.8711,1.7289
2020-03-31,3.4901,0.4156,0.8469,62.7215,37.3686,37.3686,-,36.7678,35.0856,0.1926,0.6196,2.5296,35.5783,15.1797,38.0922,6.7928,8.8718,8.393,0.9024,0.7317
2019-12-31,4.1267,0.3732,0.6515,62.597,37.2836,37.2836,-,37.5224,32.1791,0.1859,0.6262,3.1192,28.8537,12.013,25.4459,5.9385,7.5299,9.5565,1.8316,1.6619
2019-09-30,4.3413,0.3711,0.6456,64.8634,42.1374,42.1374,-,41.8987,37.7884,0.2096,0.6495,2.81,32.0286,15.8598,33.6641,7.9202,9.9741,9.6078,2.1064,1.9479
2019-06-30,3.0068,0.3494,0.6843,64.3402,41.0578,41.0578,-,41.2759,35.578,0.211,0.6291,2.5849,34.8173,15.3783,35.7045,7.5069,10.0046,9.0802,1.8882,1.6188
2019-03-31,3.6827,0.3725,0.6817,62.9104,38.3695,38.3695,-,38.3139,33.6394,0.206,0.6255,2.4958,36.0601,14.2857,33.7306,6.977,8.9643,9.0744,1.158,0.8975
2018-12-31,3.2728,0.3244,0.5635,64.7565,40.7856,40.7856,-,40.4358,33.3333,0.2169,0.5909,3.0795,29.2252,13.7759,30.9441,7.23,9.3067,9.5159,2.1615,1.8452
2018-09-30,3.9748,0.2911,0.4818,65.8062,45.4588,45.4588,-,45.1537,36.8458,0.2294,0.6886,2.6883,33.4781,14.9296,28.8232,8.4531,10.5838,10.899,2.1533,1.7756
2018-06-30,6.543,0.3227,0.4764,65.1979,42.6189,42.6189,-,42.4695,34.9764,0.2168,0.6689,2.5899,34.7498,13.2123,25.6153,7.5835,8.949,10.9138,1.8403,1.5891
2018-03-31,4.6183,0.2516,0.3832,64.5817,40.8551,40.8551,-,40.9871,36.0517,0.2164,0.6604,2.6059,34.5368,12.8359,25.2309,7.8026,9.6062,10.8402,1.1065,0.9184
2017-12-31,3.868,0.2571,0.3944,65.0667,41.68,41.68,-,41.3333,8.2667,0.2126,0.6694,2.9343,30.672,3.3279,6.8403,1.9499,2.4723,10.5141,1.8927,1.6661
