,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,3.1935,0.4754,1.0575,46.4029,29.2146,29.2146,-,28.3483,25.1496,0.2249,0.7886,1.1917,75.5251,15.7796,22.4759,5.6552,8.2775,38.4662,2.402,1.7671
2020-09-30,3.3095,0.4793,1.0741,47.4077,30.2499,30.2499,-,29.0289,25.9185,0.211,0.7815,1.3707,65.6619,15.1774,21.7893,5.4689,7.9034,37.5225,4.3635,3.9369
2020-06-30,3.432,0.4895,1.121,45.8594,27.0687,27.0687,-,26.7982,24.9537,0.1918,0.7955,1.3313,67.6032,13.4402,19.7329,4.7852,6.8608,35.6668,5.3984,5.0657
2020-03-31,4.4683,0.5258,1.1181,46.6127,27.7244,27.7244,-,25.1433,22.958,0.1935,0.7981,1.1426,78.7643,12.6349,19.9409,4.4424,5.9916,31.3398,3.7213,3.3658
2019-12-31,3.2956,0.4615,1.0001,45.6607,26.5729,26.5729,-,26.0339,19.9152,0.2168,0.9184,1.2724,70.7351,11.6465,18.7792,4.3185,6.2716,31.0099,2.0636,1.6491
2019-09-30,3.5947,0.4321,0.8904,45.329,24.8162,24.8162,-,24.2285,21.5071,0.1755,0.7982,1.3241,67.971,9.3552,14.1651,3.7736,5.313,34.3681,3.0796,2.8191
2019-06-30,3.6095,0.4473,0.9506,45.7782,26.135,26.135,-,25.8103,22.9475,0.1967,0.8313,1.6222,55.4802,11.4713,17.9308,4.5147,6.34,32.7024,5.3181,4.9251
2019-03-31,3.3655,0.4158,0.8923,44.0474,23.186,23.186,-,24.0278,22.4428,0.1891,0.8413,1.6022,56.1713,10.2489,15.067,4.2449,5.9873,35.6336,6.1396,5.6338
2018-12-31,3.3947,0.2369,0.3424,45.3897,27.367,27.367,-,26.152,22.5497,0.2343,0.8088,1.3499,66.6736,9.7384,13.8579,5.2826,7.4316,37.9406,4.0462,3.3865
2018-09-30,2.6605,0.2512,0.4377,45.4028,25.3895,25.3895,-,25.3733,22.8842,0.2127,0.679,1.262,71.3162,9.9107,14.7579,4.8675,7.4215,35.086,4.3567,4.0174
