,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,-,0.1646,0.1971,-,-,-,-,42.7494,34.1067,0.0117,-,-,-,3.7435,4.9268,0.4179,2.8413,18.8563,-0.001,-0.0405
2020-09-30,-,0.2155,0.2747,-,-,-,-,41.4379,32.7451,0.0105,-,-,-,3.2619,4.3016,0.3651,2.3222,18.6452,0.7043,0.6962
2020-06-30,-,0.2666,0.3635,-,-,-,-,-39.3665,-35.7466,0.0046,-,-,-,-1.3398,-1.7761,-0.1485,-0.8903,18.361,0.8936,0.8466
2020-03-31,-,0.3683,0.7648,-,-,-,-,19.6154,13.3654,0.0078,-,-,-,1.0111,1.335,0.1213,0.5904,18.1018,0.8189,0.7742
2019-12-31,-,0.3259,0.6093,-,-,-,-,35.1879,26.4451,0.011,-,-,-,2.5959,3.5364,0.3081,1.6092,17.0228,0.4807,0.4306
2019-09-30,-,0.3551,0.8762,-,-,-,-,37.2026,27.7578,0.0108,-,-,-,2.6783,3.6137,0.3192,1.5909,17.1918,0.7976,0.7238
2019-06-30,-,0.3568,0.8106,-,-,-,-,35.9375,27.8274,0.0105,-,-,-,2.5494,3.4389,0.3058,1.5104,16.5448,0.743,0.7238
2019-03-31,-,0.455,0.9378,-,-,-,-,36.7182,27.8146,0.0106,-,-,-,2.6797,3.8627,0.3059,1.3834,15.3248,0.5623,0.5272
2018-12-31,-,0.4516,0.9294,-,-,-,-,36.5327,29.0179,0.0107,-,-,-,2.8451,4.1735,0.323,1.4756,14.7245,0.9037,0.8845
2018-09-30,-,0.4308,0.9768,-,-,-,-,33.0429,39.7967,0.0111,-,-,-,2.6523,3.9307,0.297,1.4259,13.9944,0.5756,0.5234
2018-06-30,-,0.3853,0.7156,-,-,-,-,33.8897,26.0523,0.0111,-,-,-,2.5272,3.6504,0.3035,1.4727,14.1576,0.4501,0.4336
2018-03-31,-,0.3338,0.501,-,-,-,-,38.0084,27.9102,0.0116,-,-,-,2.7516,3.9659,0.3368,1.7384,14.1338,0.135,0.0859
2017-12-31,-,0.3343,0.5331,-,-,-,-,37.0294,21.8344,0.0118,-,-,-,2.0817,2.9698,0.2575,1.3156,14.2778,0.2376,0.1803
2017-09-30,-,0.2685,0.4032,-,-,-,-,34.5357,22.6401,0.0106,-,-,-,1.9742,2.7862,0.2531,1.3729,14.271,0.7293,0.6985
2017-06-30,-,0.2859,0.436,-,-,-,-,33.9124,22.6586,0.0106,-,-,-,1.966,2.761,0.2535,1.3357,14.0861,0.3525,0.326
2017-03-31,-,0.2644,0.3594,-,-,-,-,33.2542,22.5653,0.0101,-,-,-,1.8425,2.5968,0.2353,1.2889,13.8758,0.598,0.5874
2016-12-31,-,0.3178,0.4659,-,-,-,-,35.443,23.5443,0.0094,-,-,-,1.8303,2.5858,0.2302,1.1872,13.72,0.2144,0.2999
2016-09-30,-,0.2585,0.3486,-,-,-,-,33.5231,21.637,0.0112,-,-,-,1.9281,2.6546,0.2548,1.3621,14.0455,0.4988,0.4456
2016-06-30,-,0.3403,0.516,-,-,-,-,29.7235,19.8925,0.0103,-,-,-,1.642,2.2578,0.2155,1.0321,13.8084,0.2918,0.3037
2016-03-31,-,0.3133,0.4562,-,-,-,-,30.757,20.4781,0.01,-,-,-,1.6655,2.3042,0.2175,1.0893,13.5008,0.6104,0.5662
2015-12-31,-,0.3314,0.4963,-,-,-,-,31.8501,20.9992,0.0102,-,-,-,1.7973,2.5142,0.2285,1.1432,12.9836,0.1346,0.0034
2015-09-30,-,0.3028,0.4344,-,-,-,-,29.6936,19.0102,0.0102,-,-,-,1.6257,2.2553,0.21,1.0775,12.9961,0.5686,0.478
2015-06-30,-,0.1757,0.3224,-,-,-,-,30.6607,19.9703,0.0111,-,-,-,1.801,2.5028,0.2372,1.4097,12.7001,0.2621,0.2447
2015-03-31,-,0.1583,0.3104,-,-,-,-,26.7799,17.6375,0.0101,-,-,-,1.4583,2.013,0.1927,1.1649,12.7001,0.2334,0.1959
2014-12-31,-,0.1702,0.3387,-,-,-,-,24.6501,15.5521,0.0108,-,-,-,1.3697,1.9002,0.1832,1.077,12.4621,0.4262,0.3698
2014-09-30,-,0.1818,0.3325,-,-,-,-,36.1669,23.1839,0.0109,-,-,-,1.9496,2.691,0.2659,1.5115,12.4472,0.5584,0.5086
2014-06-30,-,0.1834,0.3313,-,-,-,-,35.0752,22.8029,0.0106,-,-,-,1.8313,2.5309,0.2485,1.4147,12.3553,0.2316,0.1899
2014-03-31,-,0.2076,0.3848,-,-,-,-,35.7199,24.1542,0.0108,-,-,-,1.9312,2.8228,0.2569,1.4884,11.7052,0.3029,0.2763
2013-12-31,-,0.2345,0.4447,-,-,-,-,30.2874,13.8541,0.0116,-,-,-,1.3709,2.027,0.1789,1.0195,11.445,0.4169,0.3718
2013-09-30,-,0.238,0.4268,-,-,-,-,32.0523,21.9062,0.0111,-,-,-,1.9493,2.9053,0.2507,1.4414,11.2439,0.7109,0.6742
2013-06-30,-,0.2406,0.5697,-,-,-,-,30.6123,20.3297,0.0107,-,-,-,1.8031,2.7019,0.2258,1.3277,10.9867,0.7341,0.7072
2013-03-31,-,0.2709,0.4877,-,-,-,-,34.678,25.3685,0.0108,-,-,-,2.1813,3.2152,0.2782,1.5426,11.1364,0.7941,0.7709
2012-12-31,-,0.2744,0.4797,-,-,-,-,31.511,19.8178,0.0109,-,-,-,1.8446,2.7299,0.2283,1.2968,10.9662,0.2033,0.1536
2012-09-30,-,0.2946,0.5476,-,-,-,-,34.0167,22.855,0.0108,-,-,-,2.0938,3.2691,0.2562,1.4769,10.5456,0.8253,0.8009
2012-06-30,-,0.3012,0.6597,-,-,-,-,36.1638,21.5315,0.0108,-,-,-,2.4282,3.8703,0.2869,1.6969,10.2275,0.1428,0.116
2012-03-31,-,0.291,0.5763,-,-,-,-,26.013,11.7504,0.0096,-,-,-,1.6944,1.9754,0.1863,0.9664,12.4141,0.5885,0.5596
2011-12-31,-,0.3296,0.6774,-,-,-,-,-5.9378,-56.7389,0.0084,-,-,-,-0.6193,-0.7329,-0.0638,-0.3291,13.1068,0.1176,0.0871
2011-09-30,-,0.37,0.7579,-,-,-,-,15.6746,10.0198,0.0078,-,-,-,1.0178,1.2769,0.1087,0.5145,13.713,1.405,1.3773
2011-06-30,-,0.4081,0.8508,-,-,-,-,4.4955,5.4945,0.0076,-,-,-,0.5857,0.7426,0.0603,0.2769,13.416,1.1976,1.1183
2011-03-31,-,0.4233,0.9254,-,-,-,-,2.2036,1.7838,0.0072,-,-,-,0.3779,0.4799,0.0379,0.1735,13.2268,1.058,1.0357
2010-12-31,-,0.4408,1.0235,-,-,-,-,56.6564,11.1455,0.0024,-,-,-,1.1981,1.5208,0.1209,0.5347,13.3208,0.7927,0.7308
2010-09-30,-,0.4551,1.0485,-,-,-,-,-35.5478,-24.359,0.0064,-,-,-,-1.1238,-1.4111,-0.1161,-0.4921,13.6639,0.3231,0.2885
2010-06-30,-,0.4689,1.0525,-,-,-,-,-37.9813,-34.8595,0.0071,-,-,-,-1.9641,-2.4646,-0.2047,-0.8425,13.9043,0.8828,0.8596
2010-03-31,-,0.4707,1.0413,-,-,-,-,-40.8935,-29.2096,0.0064,-,-,-,-1.3972,-1.7289,-0.1428,-0.5882,14.7948,1.4464,1.4104
2009-12-31,-,0.508,1.2377,-,-,-,-,139.3468,94.2457,-0.0045,-,-,-,-4.1039,-5.0631,-0.4118,-1.6123,14.9932,-0.1581,-0.2938
2009-09-30,-,0.4945,1.2643,-,-,-,-,-109.9662,-73.8176,0.0042,-,-,-,-2.5336,-3.0942,-0.2693,-1.0305,15.6707,-0.168,-0.1057
2009-06-30,-,0.4933,1.3572,-,-,-,-,-10.1073,-21.8247,0.0078,-,-,-,-1.2422,-1.5148,-0.1316,-0.5085,15.7692,3.2806,3.2471
2009-03-31,-,0.5273,1.6718,-,-,-,-,27.0345,1.7931,0.0102,-,-,-,0.5703,0.7332,0.0542,0.2164,24.2008,-0.8948,-1.0245
2008-12-31,-,0.5335,2.0849,-,-,-,-,-1427.941,-1311.765,0.0033,-,-,-,-46.0388,-59.4114,-4.2517,-17.2511,24.3185,1.5214,1.3336
2008-09-30,-,0.4183,1.6092,-,-,-,-,7.8431,6.4542,0.0085,-,-,-,0.4567,1.2434,0.0624,0.2657,28.4773,1.2586,1.1422
2008-06-30,-,0.4033,1.5683,-,-,-,-,19.3069,14.5686,0.0098,-,-,-,1.0453,2.856,0.1426,0.6237,28.3679,0.9397,0.75
