,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,1.6609,0.5512,1.229,38.8273,15.6948,15.6948,-,14.1687,13.0121,0.1182,2.1673,0.8871,101.4506,4.5217,-21.4666,1.3786,2.0295,26.0227,-0.4385,-0.6181
2020-09-30,1.6948,0.5638,1.2936,40.5821,15.6802,15.6802,-,10.9712,10.0556,0.1189,1.9444,0.8805,102.2139,4.0931,-13.6185,1.2134,1.7855,24.7484,2.285,2.1543
2020-06-30,1.5578,0.5752,1.3792,44.4622,20.494,20.494,-,14.9323,7.6653,0.1226,1.8971,0.879,102.392,4.9691,6.2317,1.4124,2.1107,23.6201,1.2876,1.1564
2020-03-31,1.2198,0.5711,1.371,39.0463,13.7502,13.7502,-,9.8516,7.7373,0.136,2.8407,0.9264,97.1525,3.7793,-7.9881,1.0419,1.6209,21.9854,0.5779,0.4951
2019-12-31,1.3154,0.5753,1.4086,29.0738,-2.3114,-2.3114,-,-6.4553,-4.2595,0.1222,1.5272,0.8859,101.5899,-2.7918,5.9398,-0.7482,-1.1856,21.6081,-0.7439,-0.8962
2019-09-30,1.5218,0.6494,1.8624,40.8928,15.4673,15.4673,-,11.6751,9.4058,0.2737,2.0158,1.8176,49.5148,12.7078,-24.072,2.623,4.4549,13.472,0.8103,0.6337
2019-06-30,1.6487,0.6632,1.9691,41.0612,20.2436,20.2436,-,17.3457,13.6777,0.2997,2.1645,1.8822,47.816,20.5554,-32.9067,4.099,6.9232,12.6747,0.4214,0.2998
2019-03-31,1.4987,0.6827,2.1518,40.169,25.4085,25.4085,-,22.4366,27.5916,0.2949,2.771,1.7121,52.5676,44.8609,-57.7561,8.1038,14.2336,11.6283,1.5057,1.3971
2018-12-31,1.4277,0.6328,1.8198,44.192,18.4562,18.4562,-,13.9379,12.9024,0.3581,3.1932,2.2135,40.6596,18.6423,-21.8381,4.4003,6.8454,17.1338,2.4646,2.1703
2018-09-30,1.5126,0.7901,3.9193,41.0972,21.1462,21.1462,-,17.4686,14.9556,0.1549,1.0514,0.8826,101.9706,19.4113,-9.65,2.3163,4.0738,6.704,0.376,0.2774
2018-06-30,1.5983,0.8137,4.5455,36.9879,19.0133,19.0133,-,15.378,11.5407,0.17,1.1642,0.9636,93.4016,18.4587,-7.3951,1.9622,3.4391,5.748,0.88,0.795
2018-03-31,1.5215,0.8269,4.8946,36.1872,20.5265,20.5265,-,17.5485,13.5868,0.1827,1.5066,0.9713,92.6562,25.769,-9.1758,2.4817,4.4617,5.2047,1.8575,1.7798
2017-12-31,1.5793,0.8271,5.1375,43.0744,19.0647,19.0647,-,13.8809,11.471,0.8043,5.2205,4.4408,20.2666,103.6906,-36.7629,9.8402,17.9252,5.1645,1.3387,1.0643
2017-09-30,1.5533,0.752,3.2361,41.2804,22.9896,22.9896,-,19.1107,18.6692,0.1327,1.0175,0.8813,102.1192,13.9613,-9.2601,1.7494,3.462,7.485,0.1432,0.0332
2017-06-30,1.7604,0.7721,3.496,38.471,21.1851,21.1851,-,17.7464,1.7808,0.1438,1.2846,0.9751,92.2935,15.1123,-8.1169,1.7525,3.4447,6.5186,0.5594,0.4585
2017-03-31,1.6414,0.7552,3.1033,37.9599,21.717,21.717,-,18.2172,-7.5381,0.1452,1.7269,0.9612,93.6345,15.7366,-9.795,1.972,3.8524,7.0885,1.7284,1.6635
2016-12-31,1.6351,0.707,2.5413,39.2268,21.7453,21.7453,-,10.8584,-3.2121,0.1451,1.4982,1.052,85.5486,7.3462,-7.1166,1.1181,2.1523,8.9539,0.8329,0.6443
2016-09-30,1.7615,0.6247,1.6748,42.0234,23.3787,23.3787,-,20.2335,15.4994,0.1293,1.2255,0.9105,98.8424,8.7135,-6.974,1.954,3.2702,12.238,0.1788,0.0816
