,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,1.9881,0.3847,0.6661,68.9589,11.5427,11.5427,-,9.3799,16.0025,0.0854,0.2641,1.4355,62.6975,2.7362,-8.1061,1.367,1.6837,58.764,2.0807,1.6032
2020-09-30,2.2737,0.3976,0.6979,70.4867,15.5082,15.5082,-,13.2587,12.5693,0.0803,0.2285,1.439,62.5424,2.0719,-6.1353,1.0243,1.2481,57.2996,1.8131,1.3703
2020-06-30,2.1779,0.3999,0.705,65.378,-14.0038,-14.0038,-,-18.098,-16.8502,0.0518,0.17,1.1518,78.138,-1.7881,4.8691,-0.8804,-1.073,56.2779,-0.2585,-0.7054
2020-03-31,1.6856,0.394,0.8141,72.6931,-25.5634,-25.5634,-,-28.2487,-28.5066,0.0699,0.1978,1.7167,52.4268,-4.2844,12.2787,-1.9955,-2.5965,57.4599,2.1835,1.5739
2019-12-31,1.3726,0.3516,0.6634,72.6114,15.8442,15.8442,-,13.6049,15.0868,0.0863,0.2441,1.5585,57.7462,2.5934,-7.199,1.3045,1.6815,60.1592,2.0561,1.4331
2019-09-30,1.1663,0.3443,0.6906,71.692,12.9888,12.9888,-,9.7548,22.7806,0.0778,0.2268,1.6444,54.7305,3.5745,-9.0013,1.7767,2.3438,58.7816,2.7808,2.0448
2019-06-30,1.194,0.3655,0.7477,70.7684,10.2937,10.2937,-,7.0552,6.7233,0.0822,0.2479,1.5946,56.4412,1.131,-2.4177,0.5449,0.7176,56.9166,1.4571,0.7791
2019-03-31,1.9952,0.4187,0.7635,71.9868,17.7272,17.7272,-,14.7659,12.4576,0.0813,0.2395,1.6123,55.8223,2.1336,-4.4335,1.0136,1.2403,56.3442,1.378,0.8848
2018-12-31,1.8285,0.4273,0.7927,71.83,-38.17,-38.17,-,-41.8107,-43.5104,0.0858,0.2585,1.6233,55.4428,-8.0037,15.0344,-3.7407,-4.5836,55.275,1.927,1.3224
2018-09-30,1.8875,0.4129,0.7525,71.1983,12.1577,12.1577,-,8.3628,8.8311,0.0724,0.2383,1.4546,61.8735,1.3262,-2.6154,0.6386,0.7786,59.9167,2.3401,1.6662
