,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,1.163,0.5999,1.6919,39.7778,30.0918,30.0918,-,30.1322,25.8034,0.3148,13.4951,1.901,47.3425,43.4208,43.4208,8.1216,17.3741,3.9365,2.265,2.0605
2020-09-30,1.3636,0.6016,1.7208,38.1604,22.8369,22.8369,-,23.0316,19.5879,0.1998,9.852,1.7278,52.0889,19.3958,19.3958,3.9128,7.7272,3.8487,1.1524,1.0526
2020-06-30,1.4695,0.5654,1.5595,37.9995,21.9335,21.9335,-,22.0106,18.854,0.1881,9.3024,1.8608,48.3664,15.5682,15.5682,3.546,6.7655,4.2182,0.9626,0.8701
2020-03-31,1.496,0.5318,1.3963,38.3619,22.0414,22.0414,-,22.525,19.2907,0.182,10.7807,1.9009,47.3467,14.3436,14.3436,3.5109,6.7154,4.5343,0.7749,0.6684
2019-12-31,1.5978,0.5097,1.2095,38.3548,27.8472,27.8472,-,28.2273,24.2172,0.2696,13.8155,2.2986,39.1546,24.8361,24.8361,6.5281,12.1768,5.1044,1.7126,1.5944
2019-09-30,1.5401,0.5036,1.194,37.9653,24.3988,24.3988,-,25.1827,21.371,0.1892,9.6754,1.3981,64.3716,15.1247,15.1247,4.0429,7.5076,5.0913,1.0432,0.8982
2019-06-30,1.5046,0.4682,1.124,37.5904,21.4537,21.4537,-,22.1357,18.666,0.167,10.0095,2.0325,44.28,10.413,10.413,3.1169,5.5372,5.3215,0.6756,0.5604
2019-03-31,1.3154,0.4601,1.064,37.6127,23.1233,23.1233,-,23.7749,19.9276,0.1696,7.4107,2.2077,40.7657,10.921,10.921,3.3804,5.8966,5.7442,0.6149,0.4864
2018-12-31,1.3006,0.441,0.9732,37.9919,27.6907,27.6907,-,28.3549,23.6805,0.2256,10.481,2.2798,39.4768,16.935,16.935,5.3422,9.4674,6.2313,1.3979,1.2222
2018-09-30,1.1329,0.4666,1.0685,38.2894,25.6248,25.6248,-,26.1065,22.4563,0.172,9.8119,1.2838,70.1041,13.1828,13.1828,3.8622,7.0315,5.6334,0.9329,0.7886
