,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,1.2781,0.5686,1.4377,32.8747,9.2228,9.2228,-,3.756,4.7229,0.1829,1.102,1.6025,56.1621,3.2564,-3.9478,0.8639,1.4047,9.1894,1.449,1.2097
2020-09-30,1.5135,0.6071,1.5709,33.8644,13.4494,13.4494,-,10.4854,11.2634,0.1834,1.039,1.4879,60.4891,8.1067,-9.1018,2.0652,3.1852,8.8381,1.6168,1.4667
2020-06-30,1.4693,0.6218,1.7585,31.4543,7.7215,7.7215,-,4.4055,3.6949,0.1481,0.8442,1.2864,69.9621,2.2184,-2.2028,0.5471,0.839,8.2885,0.2565,0.1721
2020-03-31,1.3273,0.6071,1.7287,32.7147,-74.6554,-74.6554,-,-78.632,-67.8155,0.1357,0.7465,1.3491,66.7126,-36.7634,35.8163,-9.1995,-14.4455,8.2033,0.0543,-0.0826
2019-12-31,1.3801,0.519,1.1455,32.4695,5.0305,5.0305,-,2.1723,30.2592,0.1678,1.1034,1.4245,63.1784,15.5725,-21.4384,4.9738,7.4901,11.7969,1.4614,1.2425
2019-09-30,1.4843,0.5772,1.5175,32.97,-33.3593,-33.3593,-,-37.68,-24.3675,0.1605,0.9173,1.3717,65.61,-15.3772,15.5552,-4.0037,-6.5009,9.8476,1.0227,0.888
2019-06-30,2.252,0.5727,1.349,34.879,9.3145,9.3145,-,6.1694,3.629,0.1404,0.8752,1.4019,64.1976,2.4577,-3.5573,0.6962,1.0502,11.82,0.4515,0.3171
2019-03-31,2.1163,0.5733,1.4586,32.0764,0.5877,0.5877,-,-4.6033,-7.3947,0.1128,0.771,1.2714,70.788,-1.485,2.1073,-0.4087,-0.6337,11.7776,-0.4728,-0.6099
2018-12-31,1.8037,0.5604,1.3354,34.0321,6.2246,6.2246,-,3.2682,5.1222,0.2027,1.3459,1.6604,54.205,4.2526,-4.6822,1.2606,1.8695,12.4248,1.0499,0.8204
2018-09-30,2.9801,0.6067,1.5952,35.9164,-307.4156,-307.4156,-,-311.7236,-286.8521,0.1138,0.8793,1.2646,71.1681,-111.601,247.3627,-30.0262,-43.8902,12.9096,1.1888,1.0211
2018-06-30,3.1655,0.3993,0.7507,35.1926,3.8109,3.8109,-,-1.0629,5.982,0.0684,0.767,1.1415,78.844,-0.5461,2.5987,-0.2373,-0.328,28.7885,0.0233,-0.1944
2018-03-31,1.7225,0.4045,0.7875,33.4143,-1.4574,-1.4574,-,-7.7891,2.9423,0.0541,0.4666,0.7722,116.5553,-0.3861,0.6325,-0.1634,-0.2299,29.1688,-0.8265,-1.0222
2017-12-31,2.1855,0.4108,0.744,32.6862,10.9756,10.9756,-,7.0135,56.7987,0.0878,1.1784,1.5485,58.1207,11.7627,-57.6938,5.0342,6.9301,29.2277,2.0283,1.7919
2017-09-30,1.4556,0.4437,0.8986,35.0645,5.7204,5.7204,-,-0.8108,9.503,0.0728,0.5597,0.8459,106.3975,0.87,-0.9209,0.3278,0.484,26.0559,0.3772,0.1747
2017-06-30,1.4883,0.4531,0.928,34.7076,3.652,3.652,-,-2.1722,8.8233,0.0744,0.6228,0.8457,106.4268,0.1352,-0.1333,0.0489,0.0739,25.3997,0.117,-0.0692
2017-03-31,1.5026,0.462,0.9297,34.2038,4.7148,4.7148,-,24.1895,19.5481,0.098,0.8678,1.2761,70.5275,5.3077,-5.1905,1.9154,2.8553,24.9013,-0.5426,-0.7499
2016-12-31,1.7438,0.4979,1.0447,178.8698,-545.1034,-545.1034,-,-760.7635,312.4564,0.0016,-0.0198,0.0193,4664.601,-3.5215,3.0966,-1.1848,-1.768,23.5946,2.6228,2.1664
2016-09-30,1.9379,0.5124,1.1122,32.2359,8.1905,8.1905,-,5.0599,4.716,0.1149,1.1009,1.4262,63.1065,1.6271,-1.423,0.5419,0.7934,23.761,0.9995,0.7722
2016-06-30,1.6294,0.515,1.145,28.3963,3.5687,3.5687,-,4.4135,3.5039,0.1136,0.9499,1.3414,67.0953,1.1972,-0.9992,0.3999,0.5806,23.5236,1.7139,1.5409
2016-03-31,4.7788,0.8564,6.3953,38.4516,9.5368,9.5368,-,3.9243,3.0801,0.0858,0.9286,1.1071,81.2936,2.2657,-1.911,0.2628,0.3254,6.632,-0.9678,-1.1588
2015-12-31,1.2539,0.5937,1.6743,38.2624,6.5287,6.5287,-,-5.9457,0.8457,0.215,1.335,1.2479,72.1188,-4.3638,3.929,-1.0979,-1.7729,6.8353,1.1207,0.8967
2015-09-30,1.2079,0.5397,1.5291,39.1438,12.1961,12.1961,-,10.4444,8.7712,0.2252,1.0359,1.3062,68.9,7.4931,-8.5497,1.9724,3.4489,6.6952,1.2538,1.0149
2015-06-30,1.1936,0.5385,1.6059,39.7847,13.7549,13.7549,-,12.275,9.5137,0.2243,1.0046,1.1966,75.2105,8.3058,-9.377,2.1282,3.8328,6.6583,0.3751,0.2461
2015-03-31,1.1853,0.5521,1.6683,38.568,7.769,7.769,-,6.2421,4.2801,0.1914,0.9111,1.2002,74.9905,3.349,-3.4426,0.8615,1.5001,6.323,-0.5658,-0.7525
2014-12-31,1.2137,0.5291,1.338,37.6212,7.4377,7.4377,-,3.9122,3.4076,0.2325,1.3435,1.2226,73.616,2.6578,-3.1236,0.751,1.2515,6.8904,1.0316,0.8846
2014-09-30,1.0862,0.4115,1.0778,38.8481,11.6672,11.6672,-,10.1853,8.2385,0.2338,1.15,1.2816,70.2237,6.0572,-10.7421,1.9357,3.5647,7.4843,1.2273,1.1015
2014-06-30,1.2377,0.4037,0.9816,39.6485,14.1992,14.1992,-,13.3737,10.0253,0.2416,1.1168,1.2209,73.7159,7.0831,-17.5006,2.3962,4.2236,7.683,0.3392,0.212
2014-03-31,1.437,0.4456,0.9579,37.6349,8.6223,8.6223,-,4.1423,4.3564,0.2026,0.9451,1.2479,72.123,2.4982,-5.7877,0.8642,1.385,7.4937,-0.3245,-0.4369
2013-12-31,1.4245,0.4447,0.885,36.2074,10.7619,10.7619,-,9.6675,8.2293,0.2348,1.3286,1.2898,69.7762,5.4795,-12.6249,1.8732,3.0429,7.448,1.0463,1.5158
2013-09-30,1.6525,0.4325,0.7757,37.685,12.1752,12.1752,-,11.0566,13.1846,0.2383,1.1106,1.3872,64.8803,5.572,-15.717,1.9861,3.1624,7.6361,1.2309,1.132
2013-06-30,1.4121,0.4499,1.0204,39.5131,12.572,12.572,-,11.2701,7.4456,0.2303,1.0083,1.2134,74.169,5.7143,-12.353,1.8211,3.1433,7.0851,0.2168,0.1377
2013-03-31,1.4073,0.4608,1.0624,38.1689,7.882,7.882,-,5.6576,4.3681,0.2002,0.9413,1.2149,74.0788,3.2083,-6.4159,1.0295,1.7298,6.8929,-0.42,-0.5346
2012-12-31,1.4458,0.4604,0.9591,35.9355,10.91,10.91,-,9.3691,7.4066,0.2211,1.2657,1.2368,72.7693,4.9845,-9.7354,1.6024,2.6897,6.9718,0.8862,0.7276
2012-09-30,1.1296,0.3979,1.0471,38.3691,12.8355,12.8355,-,11.2225,7.4336,0.229,1.0913,1.3561,66.3649,5.1384,-11.1754,1.6689,3.0936,7.1864,1.0309,0.8752
2012-06-30,1.0859,0.41,1.2631,38.7778,12.4465,12.4465,-,10.9661,7.844,0.2163,1.0147,1.289,69.819,5.3831,-10.1878,1.6129,3.1759,6.8376,0.3503,0.225
2012-03-31,1.3265,0.4804,1.1857,39.0244,9.8521,9.8521,-,8.2607,6.3415,0.1988,0.8878,1.3272,67.8113,4.0137,-7.0598,1.2451,2.0857,6.7292,-0.1608,-0.3247
2011-12-31,1.2933,0.4941,1.175,39.6131,15.8715,15.8715,-,13.7967,7.0384,0.1854,0.9856,1.14,78.946,7.2493,-11.3862,2.1799,3.6675,6.4259,0.9328,0.8498
2011-09-30,1.289,0.4882,1.219,37.3766,-12.4008,-12.4008,-,-14.1945,-11.4588,0.2495,1.1115,1.5721,57.2495,-8.7634,14.8095,-2.6788,-4.4851,6.5589,1.013,0.8082
2011-06-30,1.1927,0.4525,1.1572,37.8179,12.6772,12.6772,-,11.0723,9.4933,0.2242,1.0297,1.3556,66.3891,6.6554,-11.3231,2.1095,3.6439,7.4973,0.3124,0.1477
2011-03-31,1.1492,0.4684,1.2422,38.0553,10.0455,10.0455,-,7.8324,5.941,0.192,0.9344,1.3174,68.3158,3.6249,-5.22,1.1134,1.927,7.001,-0.3632,-0.5137
2010-12-31,1.2798,0.52,1.2432,37.8606,8.2944,8.2944,-,6.4744,5.4457,0.217,1.2312,1.393,64.6076,3.7313,-4.7645,1.11,1.7912,6.5594,0.6522,0.5271
2010-09-30,1.2341,0.5282,1.3655,38.4442,11.914,11.914,-,-4.8311,1.9311,0.2231,1.0853,1.4584,61.7134,1.511,-1.8551,0.4307,0.713,6.4516,0.674,0.507
