,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share
2020-12-31,1.7068,0.4153,0.7472,-1.3852,-2.8306,-2.8306,-,-3.6015,-2.1621,0.3207,2.788,2.718,33.1131,-1.5732,-1.5732,-0.5968,-0.9198,48.0944,0.2358,-1.0074
2020-09-30,1.8988,0.4214,0.76,-2.5176,-3.9281,-3.9281,-,-4.5291,-2.935,0.3056,3.0254,2.8225,31.8863,-1.8935,-1.8935,-0.7326,-1.0956,49.0854,0.4054,0.4791
2020-06-30,1.7482,0.3695,0.6144,18.9766,17.2069,17.2069,-,16.1008,12.0516,0.2118,1.5542,2.5041,35.9411,6.4699,6.4699,2.719,4.0796,50.6042,1.8081,-0.3395
2020-03-31,1.313,0.3494,0.5822,-9.4335,-10.3022,-10.3022,-,-10.723,-8.3748,0.4629,6.5815,4.099,21.9564,-8.9103,-8.9103,-3.6735,-5.7966,48.2829,-0.1201,-1.1961
2019-12-31,1.4414,0.2894,0.4292,7.1846,6.2377,6.2377,-,5.94,3.8021,0.5176,3.6897,3.1018,29.0154,5.9017,5.9017,2.4692,4.1937,55.0609,4.1032,2.6985
2019-09-30,1.4042,0.2981,0.4434,4.1066,3.2331,3.2331,-,2.9506,2.2349,0.5319,4.0982,3.4087,26.4032,2.96,2.96,1.2473,2.0775,52.5498,3.5157,3.5668
2019-06-30,1.4194,0.2957,0.4346,3.8814,3.1383,3.1383,-,2.7927,2.1152,0.5562,4.4276,3.197,28.1513,2.9674,2.9674,1.2456,2.0901,52.669,3.6429,1.2878
2019-03-31,1.4311,0.2925,0.4645,2.1968,1.2694,1.2694,-,0.8985,0.5811,0.4657,3.6207,2.9271,30.7468,0.7668,0.7668,0.3206,0.5425,52.1993,2.0981,0.9904
2018-12-31,1.6482,0.2807,0.4007,5.3811,4.5214,4.5214,-,4.2708,3.3136,0.5728,4.1617,3.9115,23.0091,4.4961,4.4961,2.0377,3.234,54.4329,3.9058,2.7562
2018-09-30,1.5936,0.2788,0.3953,4.7036,3.9515,3.9515,-,3.7278,2.7748,0.5945,3.9192,3.7397,24.0659,3.8066,3.8066,1.6842,2.7452,54.0686,1.2094,0.1635
