,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-13,515","$9,134","$18,813","$27,947",$-105,-,-,"$-6,592","$-3,202","$10,082","$-2,392",-,"$2,577",-,$-7,$-7,-,$178,"$-2,380","$-1,757","$-4,137",$2,"$-1,948","$-3,741",$-413,"$-10,239",$21,-,"$-3,741"
2020-09-30,"$3,168","$9,493","$1,272","$10,765",$-201,-,-,"$-2,487","$-3,746","$12,123","$-3,911",-,$40,-,$363,$363,$60,"$-3,448","$-9,372","$-1,250","$-10,622",$1,"$1,980","$-3,741","$-3,474","$-15,857","$-7,182",-,"$-3,741"
2020-06-30,"$1,563","$9,001","$2,357","$11,358",$827,-,-,"$-2,417","$-1,553","$12,059","$-4,434",-,$-845,-,$55,$55,$-32,"$-5,256","$3,841",$-169,"$3,672",$9,$9,"$-3,737",$244,$188,"$6,991",-,"$-3,737"
2020-03-31,"$4,963","$9,491",$-427,"$9,064","$1,695",-,-,"$-2,627","$-4,816","$8,866","$-4,938",-,$18,-,$-74,$-74,$-28,"$-5,022",$-65,"$3,132","$3,067","$-5,405","$-1,536","$-3,737","$-3,893","$-6,099","$-2,255",-,"$-3,737"
2019-12-31,"$2,704","$9,489","$3,000","$12,489",$309,-,-,"$-3,929","$-4,208","$11,943","$-3,792",-,$224,-,$-120,$-120,-,"$-3,688","$-1,219","$-2,456","$-3,675","$-1,953","$5,599","$-3,726",$-940,"$-2,742","$5,513",-,"$-3,726"
2019-09-30,"$3,949","$8,809","$1,711","$10,520","$-1,081",-,-,"$-4,393","$-3,354","$11,389","$-5,301",-,$-622,-,$108,$108,$112,"$-5,703","$-3,240",$-750,"$-3,990",$-48,"$1,440","$-3,726","$-1,282","$-7,558","$-1,872",-,"$-3,726"
2019-06-30,"$3,974","$9,803","$1,214","$11,017","$1,459",-,-,"$-2,659",$-570,"$14,284","$-5,421",-,"$3,380",-,$194,$194,$-51,"$-1,898","$-5,436",$174,"$-5,262",$237,$237,"$-3,722","$-1,615","$-10,362","$2,024",-,"$-3,722"
2019-03-31,"$4,348","$9,703","$1,152","$10,855","$2,125",-,-,"$-2,233","$-3,794","$11,052","$-5,121",-,$-107,-,$-112,$-112,$-61,"$-5,401",$-658,$-136,$-794,$-22,$-22,"$-3,714",$109,"$-4,421","$1,230",-,"$-3,714"
2018-12-31,"$5,130","$10,056",$-445,"$9,611",$-312,-,-,"$-5,224","$-2,549","$12,080","$-4,556",-,$972,-,$22,$22,$404,"$-3,158","$-5,514",$-727,"$-6,241",$354,$354,"$-3,635","$-2,788","$-12,310","$-3,388",-,"$-3,635"
2018-09-30,"$4,816","$9,606",$697,"$10,303","$-1,501",-,-,"$-4,037","$-3,033","$12,346","$-5,736",-,"$-1,477",-,$-2,$-2,$-137,"$-7,352","$-2,285","$-4,360","$-6,645",$334,$334,"$-3,631",$-17,"$-9,959","$-4,965",-,"$-3,631"
