,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$604,$134,$105,$239,"$-2,268",$12,-,$-411,"$-2,487","$-1,644",$-45,$-8,$-4,"$-2,111",$91,"$-2,020","$1,768",$-309,$-117,$56,$-61,-,-,$-229,"$2,394","$2,104",$151,$23,$629
2020-09-30,$580,$127,$-194,$-67,$-749,$-68,-,$-31,$-450,$63,$-139,$-6,-,"$-3,042",$727,"$-2,315","$3,558","$1,098","$-1,186",$-69,"$-1,255",-,$346,$-212,$-265,"$-1,386",$-225,$23,$-262
2020-06-30,$197,$113,$521,$634,$698,$122,-,$-170,$688,"$1,519",$-76,$-4,-,"$-21,924",$511,"$-21,413","$2,983","$-18,510",$-19,"$-4,701","$-4,720",-,-,$-227,"$21,877","$16,930",$-61,$24,$-194
2020-03-31,$46,$118,"$1,091","$1,209",$-258,$-54,-,$-243,$-822,$433,$-65,$-26,-,"$-4,369","$-1,206","$-5,575","$-8,515","$-14,181","$1,080","$4,896","$5,976",-,-,$-190,"$7,966","$13,752",$4,$53,$-173
2019-12-31,$734,$183,$-304,$-121,$-205,$-29,-,$734,$766,"$1,379",$-44,-,-,$710,$65,$775,$-201,$530,$563,"$-3,651","$-3,088",$-300,$-300,$-207,"$1,703","$-1,892",$17,$23,$546
2019-09-30,$550,$91,$330,$421,$-148,$-14,-,$-927,"$-1,334",$-363,$-51,-,-,$122,"$-1,189","$-1,067",$-41,"$-1,159","$-1,399","$3,786","$2,387",$-350,$-108,$-220,$-40,"$2,019",$497,$25,$-238
2019-06-30,$453,$109,$236,$345,$-417,$-46,-,$-23,$-524,$274,$-60,$-26,-,$199,$518,$717,$322,$953,$204,"$-2,742","$-2,538",$-200,$-200,$-183,"$1,709","$-1,212",$15,$30,$-165
2019-03-31,$775,$89,$-397,$-308,$-106,$60,-,$236,$67,$534,$-59,-,"$1,210","$-1,643",$-486,"$-2,129",$-143,"$-1,121",$286,"$1,113","$1,399",$-913,$-913,$-143,$312,$655,$68,$54,$-143
2018-12-31,$456,$85,$263,$348,$7,$1,-,$-72,$125,$929,$-12,-,$-23,$-396,$-927,"$-1,323","$-1,882","$-3,240",$-110,$-932,"$-1,042",$-400,$-400,$-158,"$4,492","$2,892",$581,$21,$347
2018-09-30,$434,$49,$103,$152,$43,$-20,-,$-9,$48,$634,$8,$-32,-,$207,$-90,$117,"$-1,478","$-1,385",$166,"$1,070","$1,236",$-500,$-500,$-146,$209,$799,$48,$26,$-124
2018-06-30,$602,$133,$-118,$15,$-46,$225,-,$65,$411,"$1,028",$-42,$-26,-,$111,$-192,$-81,$470,$321,$-461,$847,$386,$-235,$-235,$-126,"$-1,360","$-1,335",$14,$35,$-111
2018-03-31,$701,$93,$-322,$-229,$-254,$-74,-,$319,$-207,$265,$-31,$-24,$-20,"$1,006",$-717,$289,$-51,$163,$-41,"$-2,673","$-2,714",$-318,$-318,$-135,"$2,263",$-904,$-476,$45,$-112
