,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$4,001","$1,051","$-2,297","$-1,246",$-86,"$-5,845",-,"$3,491","$-2,440","$1,633","$-1,121",-,-,-,"$-2,369","$-2,369","$-8,622","$-12,112","$28,164","$-48,813","$-20,649",-,"$1,495","$-1,328","$18,045","$-2,437","$-14,080",-,"$-1,328"
2020-09-30,"$3,254","$1,033","$1,942","$2,975","$2,488","$11,814",-,"$-11,406","$2,896","$-3,046",$-969,-,-,"$31,595","$-37,806","$-6,211","$15,669","$8,489","$-8,096","$-11,212","$-19,308",-,-,"$-1,345","$28,962","$8,309","$13,922",-,"$-1,345"
2020-06-30,"$1,316",$926,"$7,131","$8,057",$193,"$-12,059",-,"$8,731","$-3,135","$6,325",$-848,-,-,"$-31,595","$-21,331","$-52,926","$34,942","$-18,832","$10,328","$-21,397","$-11,069",-,-,"$-1,314","$48,748","$36,365","$23,853",-,"$-1,314"
2020-03-31,"$2,516",$927,"$6,648","$7,575","$-1,393","$-44,774",-,"$-4,336","$-50,503","$-25,533",$-458,-,-,-,"$-46,270","$-46,270","$-26,129","$-72,857","$15,846","$65,887","$81,733","$-2,925","$-2,925","$-1,365","$113,915","$191,358","$92,001",-,"$-1,365"
2019-12-31,"$4,995","$1,039","$1,064","$2,103","$-1,196","$14,964",-,$852,"$14,620","$22,521",$-799,-,-,-,$213,$213,"$-10,696","$-11,282","$-5,600","$-7,460","$-13,060","$-5,076","$-6,576","$-1,399","$-17,183","$-38,218","$-26,524",-,"$-1,399"
2019-09-30,"$4,928",$983,"$1,725","$2,708",$-742,$-712,-,"$-6,479","$-7,933","$2,398",$-997,-,-,"$-10,915","$-2,265","$-13,180","$-3,213","$-17,390","$-11,145","$6,702","$-4,443","$-4,977","$-3,481","$-1,398","$42,161","$32,839","$17,200",-,"$-1,398"
2019-06-30,"$4,809",$952,"$1,608","$2,560",$-410,"$-20,447",-,"$3,052","$-17,805",$-140,"$-2,801",-,-,"$10,915","$-12,168","$-1,253","$-6,691","$-10,745","$4,437","$-6,119","$-1,682","$-3,463","$-3,463","$-1,330","$15,250","$8,775","$-2,650",-,"$-1,330"
2019-03-31,"$4,735",$931,"$1,799","$2,730","$1,439","$-38,340",-,"$-11,341","$-48,242","$-37,616",$-480,-,-,-,"$15,315","$15,315","$1,208","$16,043","$8,984","$19,580","$28,564","$-4,055","$-4,535","$-1,320","$16,828","$39,537","$17,788",-,"$-1,320"
2018-12-31,"$4,297",$954,"$1,875","$2,829",$-610,"$-1,985",-,$-777,"$-3,372","$6,886","$-1,054",-,-,-,"$-3,192","$-3,192","$-12,309","$-16,555","$18,188","$-21,063","$-2,875","$-4,585","$-5,160","$-1,404","$7,991","$-1,448","$-11,181",-,"$-1,404"
2018-09-30,"$4,625",$945,"$1,665","$2,610","$1,527","$12,311",-,$912,"$14,750","$21,747",$-961,-,-,-,"$-14,141","$-14,141","$-4,832","$-19,934",$156,"$-5,375","$-5,219","$-5,162","$-5,162","$-1,384","$8,442","$-3,323","$-1,616",-,"$-1,384"
