,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$5,470","$1,952",$712,"$2,664","$-5,169","$42,445",-,"$2,195","$44,581","$54,594",-,-,-,"$21,229","$-100,909","$-79,680","$25,798","$-53,882","$5,330","$-18,986","$-13,656",$-263,$820,"$-1,828","$92,602","$77,938","$79,457",$434,"$-1,828"
2020-09-30,"$4,881","$1,748",$599,"$2,347","$2,749","$-26,568",-,"$-15,689","$-39,706","$-32,638",-,-,-,"$125,417","$-112,741","$12,676","$42,301","$54,977","$-6,093","$11,608","$5,515",$-114,$-114,"$-1,983","$-15,816","$-12,398","$11,660",$520,"$-1,983"
2020-06-30,"$3,533","$1,330","$5,132","$6,462",$493,"$-28,550",-,"$21,633","$-15,133","$-3,006",-,-,-,"$-142,998","$10,326","$-132,672","$44,323","$-88,349","$-1,057","$-3,139","$-4,196",$-286,$-286,"$-1,833","$135,447","$129,132","$38,956",$534,"$-1,833"
2020-03-31,"$4,010",$914,"$4,760","$5,674","$1,319","$29,615",-,"$-21,022","$9,324","$19,043",-,-,-,"$-32,548","$13,355","$-19,193","$-71,218","$-90,411","$10,885","$10,838","$21,723","$-6,362","$-6,336","$-2,083","$147,843","$161,147","$88,830",$543,"$-2,083"
2019-12-31,"$6,994","$1,086","$1,965","$3,051",$699,"$38,461",-,"$-11,726","$47,850","$59,103",-,-,-,"$-2,552","$-28,069","$-30,621","$-12,658","$-43,279",$-681,"$-43,447","$-44,128","$-7,748","$-7,953","$-1,848","$42,063","$-11,866","$4,466",$479,"$-1,848"
2019-09-30,"$5,777","$1,047","$3,655","$4,702","$-4,274","$-12,807",-,"$-1,792","$-17,063","$-5,702",-,-,-,"$-22,383","$2,634","$-19,749","$-10,384","$-30,133","$3,662","$10,557","$14,219","$-7,626","$-8,709",$-464,"$17,782","$22,828","$-14,300",$510,$-464
2019-06-30,"$7,348",$882,"$1,960","$2,842",$610,"$-11,191",-,"$-1,590","$-17,688","$-6,725",-,-,-,"$19,728","$-2,451","$17,277","$-19,728","$-2,451","$-1,779","$19,733","$17,954","$-6,507","$-4,144","$-1,696","$-4,191","$7,923",$-229,$481,"$-1,696"
2019-03-31,"$7,311",$780,"$2,274","$3,054","$4,282","$-6,543",-,"$3,995","$1,388","$15,101",-,-,-,"$-7,872","$3,879","$-3,993",$-774,"$-4,767",$424,"$-4,718","$-4,294","$-6,263","$-6,263","$-1,926","$-3,025","$-15,508","$-5,781",$504,"$-1,926"
2018-12-31,"$7,278",$937,"$1,429","$2,366","$-5,490","$-10,326",-,"$-1,728","$-22,800","$-13,922",-,-,-,"$-12,523","$6,843","$-5,680","$-18,637","$-24,317","$-4,824","$6,536","$1,712","$-5,231","$-5,231","$-1,745","$35,820","$30,556","$-7,454",$406,"$-1,745"
2018-09-30,"$7,167","$1,017","$2,152","$3,169",$854,"$-12,052",-,"$4,267","$10,936","$19,606",-,-,-,"$-21,404","$-9,960","$-31,364","$5,082","$-26,282","$10,894","$-17,896","$-7,002","$-5,040","$-5,895","$-1,905","$35,847","$21,045","$13,659",$446,"$-1,905"
2018-06-30,"$6,784",$947,"$2,266","$3,213","$1,406","$-17,102",-,"$-1,852","$-16,335","$-6,518",-,-,-,"$31,494","$-27,447","$4,047","$-2,067","$1,980","$-2,195","$1,919",$-276,"$-4,965","$-6,456","$-1,571","$-18,782","$-27,085","$-33,042",$462,"$-1,571"
2018-03-31,"$6,918",$986,"$2,051","$3,037","$4,131","$15,807",-,"$11,233","$30,357","$40,354",-,-,-,"$-42,292","$20,363","$-21,929",$-920,"$-22,849","$7,357","$7,033","$14,390","$-4,858","$-2,509","$-1,674","$18,395","$28,602","$46,807",$415,"$-1,674"
2017-12-31,"$2,365","$1,119","$4,495","$5,614",$962,"$-2,110",-,"$-10,097","$-17,773","$-7,100",-,-,-,"$-20,497","$19,467","$-1,030","$-10,887","$-11,917","$-2,044","$-13,008","$-15,052","$-4,869","$-4,869","$-1,576","$25,340","$3,843","$-14,947",$427,"$-1,576"
2017-09-30,"$5,424","$1,105","$2,782","$3,887","$-6,923","$11,759",-,"$-2,289","$9,298","$20,304",-,-,-,"$-23,188","$20,771","$-2,417","$-13,282","$-15,699","$2,067","$-10,117","$-8,050","$-2,981","$-2,981","$-1,721","$21,410","$8,658","$13,677",$457,"$-1,721"
2017-06-30,"$5,106","$1,052","$3,217","$4,269","$8,557","$-7,589",-,"$-11,236","$-1,300","$9,649",-,-,-,"$-29,026","$20,345","$-8,681","$-1,303","$-9,984",$157,"$2,749","$2,906","$-2,236","$-2,236","$-1,148","$-9,159","$-9,637","$-9,321",$459,"$-1,148"
2017-03-31,"$5,337","$1,078","$2,471","$3,549","$-5,554","$-16,723",-,"$3,532","$-23,263","$-12,989",-,-,-,"$-36,726","$24,856","$-11,870","$-2,071","$-13,941","$3,826","$35,938","$39,764","$-2,728","$-2,728","$-1,255","$10,623","$46,404","$20,287",$306,"$-1,255"
2016-12-31,"$4,612","$1,480","$1,775","$3,255","$2,567","$-11,703",-,"$-13,491","$-17,817","$-9,440",-,-,-,"$-9,427","$22,224","$12,797","$-12,082",$715,$691,"$-10,849","$-10,158","$-1,330","$-1,330","$-1,163","$28,034","$15,383","$4,304",$280,"$-1,163"
2016-09-30,"$4,955","$1,446","$2,955","$4,401","$-1,732","$-7,209",-,$-947,"$-9,353",$526,-,-,-,"$-48,035","$19,231","$-28,804","$-3,706","$-32,510","$-4,510","$-5,889","$-10,399","$-1,399","$-1,399","$-1,178","$16,836","$3,860","$-27,773",$125,"$-1,178"
