,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$262.984,$226.6,$-179.93,$46.67,-,-,-,$-24.721,$-78.442,$231.212,$249.152,-,-,-,$0.625,$0.625,$-2.649,$247.128,$-356.361,-,$-356.361,$1.801,$1.801,$-225.042,$-34.211,$-613.826,$-135.486,$4.899,$-224.27
2020-09-30,$95.365,$212.736,$6.682,$219.418,-,-,-,$37.911,$84.455,$399.238,$-146.073,-,-,-,$-1.038,$-1.038,$-1.778,$-148.889,$-27.985,-,$-27.985,$1.301,$1.301,$-225.014,$-8.97,$-260.668,$-10.319,$4.8,$-224.241
2020-06-30,$271.481,$217.993,$-135.942,$82.051,-,-,-,$-45.942,$-100.897,$252.635,$302.282,-,-,-,$-0.676,$-0.676,$-2.268,$299.338,$-211.016,-,$-211.016,$1.661,$1.661,$-224.96,$-12.895,$-447.21,$104.763,$5.631,$-224.188
2020-03-31,$332.671,$224.359,$-197.224,$27.135,-,-,-,$-40.806,$20.84,$382.451,$273.302,-,-,-,$-5.459,$-5.459,$-1.834,$266.009,$-387.045,$-20,$-407.045,$12.02,$12.02,$-212.012,$-17.652,$-624.689,$23.771,$7.844,$-211.239
2019-12-31,$301.306,$227.837,$-161.739,$66.098,-,-,-,$55.288,$-4.313,$362.804,$-111.03,-,-,-,$-0.531,$-0.531,$-2.083,$-113.644,$21.586,$20,$41.586,$11.512,$11.512,$-211.492,$-58.36,$-216.757,$32.403,$3.672,$-210.72
2019-09-30,$277.846,$215.451,$-122.726,$92.725,-,-,-,$-12.14,$32.836,$403.407,$-286.402,-,-,-,$-0.501,$-0.501,$-2.122,$-289.025,$-131.213,-,$-131.213,$19.25,$19.25,$-211.993,$-15.298,$-339.254,$-224.872,$3.995,$-210.448
2019-06-30,$321.299,$227.951,$-197.589,$30.362,-,-,-,$16.791,$-34.433,$317.228,$-96.596,-,-,-,$-2.309,$-2.309,$76.785,$-22.12,$163.145,-,$163.145,$19.153,$19.153,$-210.967,$-50.477,$-79.146,$215.962,$6.976,$-210.194
2019-03-31,$109.257,$216.163,$12.674,$228.837,-,-,-,$-39.744,$35.451,$373.545,$-339.301,-,-,-,$-6.532,$-6.532,$-1.202,$-347.035,$132.162,-,$132.162,$30.986,$30.986,$-199.749,$-12.716,$-49.317,$-22.807,$9.806,$-199.749
2018-12-31,$122.388,$211.178,$7.55,$218.728,-,-,-,$38.116,$-29.012,$312.104,$-104.59,-,-,-,$-1.711,$-1.711,$-1.713,$-108.014,$-5.656,-,$-5.656,$25.46,$25.46,$-200.483,$4.166,$-176.527,$27.563,$4.862,$-198.938
2018-09-30,$223.846,$221.68,$-105.991,$115.689,-,-,-,$-19.949,$19.202,$358.737,$-181.273,-,-,-,$-1.761,$-1.761,$-1.61,$-184.644,$7.485,-,$7.485,$4.276,$4.276,$-199.642,$13.66,$-174.22,$-0.127,$5.238,$-198.869
2018-06-30,$118.41,$202.384,$8.549,$210.933,-,-,-,$25.106,$-4.907,$324.436,$-229.925,-,-,-,$-0.3,$-0.3,$-1.249,$-231.474,$132.046,-,$132.046,$1.517,$1.517,$-199.603,$-32.755,$-98.796,$-5.834,$6.754,$-198.831
2018-03-31,$220.548,$207.406,$-107.302,$100.104,-,-,-,$-20.349,$40.366,$361.018,$151.785,-,-,-,$-2.799,$-2.799,$-1.688,$147.298,$-317.898,-,$-317.898,$3.281,$3.281,$-186.257,$-13.493,$-514.367,$-6.051,$10.278,$-185.484
2017-12-31,$130.084,$210.318,$-6.007,$204.311,-,-,-,$27.136,$-38.743,$295.652,$-74.69,-,-,-,$-0.71,$-0.71,$-3.121,$-78.521,$-35.918,-,$-35.918,$19.41,$19.41,$-185.881,$-8.156,$-210.545,$6.586,$4.998,$-185.108
2017-09-30,$144.196,$192.567,$-10.489,$182.078,-,-,-,$22.629,$84.749,$411.023,$-462.01,-,-,-,$-2.836,$-2.836,$-6.322,$-471.168,$285.891,$-265,$20.891,$5.676,$5.676,$-185.023,$-0.336,$-158.792,$-218.937,$4.972,$-185.023
2017-06-30,$204.16,$187.771,$-77.779,$109.992,-,-,-,$-15.414,$-58.943,$255.209,$37.207,-,-,-,$-0.784,$-0.784,$-8.388,$28.035,$-233.055,$265,$31.945,$5.538,$5.538,$-185.715,$-8.122,$-156.354,$126.89,$7.154,$-184.942
2017-03-31,$149.941,$187.83,$-33.893,$153.937,-,-,-,$-55.883,$0.026,$303.904,$-62.813,-,-,-,$-1.704,$-1.704,$-8.125,$-72.642,$-59.05,-,$-59.05,$4.716,$4.716,$-185.847,$-23.946,$-264.127,$-32.865,$7.873,$-184.302
2016-12-31,$302.381,$185.735,$-50.963,$134.772,-,-,-,$13.576,$-42.351,$394.802,$79.321,-,-,-,$-1.44,$-1.44,$73.896,$151.777,$465.445,-,$465.445,$9.802,$9.802,"$-1,280.887",$-152.275,$-957.916,$-411.337,$4.99,"$-1,280.887"
2016-09-30,$217.492,$187.368,$-98.801,$88.567,-,-,-,$-6.614,$38.186,$344.245,$-69.214,-,-,-,$2.29,$2.29,$-52.918,$-119.842,$-10.489,-,$-10.489,$1.553,$1.553,$-184.907,$-10.817,$-204.66,$19.743,$4.811,$-184.134
2016-06-30,$228.4,$184.147,$-98.452,$85.695,-,-,-,$-4.045,$-40.401,$273.694,$-94.014,-,-,-,$66.169,$66.169,$148.616,$120.771,$-76.43,-,$-76.43,$6.495,$6.495,$-184.824,$-9.912,$-264.671,$129.794,$10.762,$-184.052
2016-03-31,"$3,731.831",$188.152,"$-3,722.598","$-3,534.446",-,-,-,$-13.15,$3.997,$201.382,"$5,957.953",-,-,-,$0.53,$0.53,$-207.247,"$5,751.236","$-2,372.497",-,"$-2,372.497",$21.669,$21.669,"$-3,123.425",$-152.592,"$-5,626.845",$325.773,$9.967,"$-3,122.652"
2015-12-31,$213.72,$186.689,$-33.147,$153.542,-,-,-,$-8.066,$-73.98,$293.282,$-341.933,-,-,-,$2.127,$2.127,$54.704,$-285.102,$174.134,-,$174.134,$23.489,$19.892,$-201.98,$-2.865,$-10.819,$-2.639,$5.338,$-201.18
2015-09-30,$205.456,$202.134,$-55.6,$146.534,-,-,-,$-3.678,$36.309,$388.299,$-159.264,-,-,-,$-18.212,$-18.212,$-27.687,$-205.163,$-28.285,-,$-28.285,$3.829,$3.829,$-201.96,$-11.463,$-237.879,$-54.743,$5.252,$-201.127
