,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$437,$667,$-519,$148,$-152,$-90,-,$111,$-131,$454,$-108,-,$-58,$-279,$48,$-231,$91,$-306,$-303,-,$-303,$-245,$-245,$-28,$11,$-565,$-408,-,$-28
2020-09-30,$162,-,$73,$73,$301,$-141,-,$456,$616,$851,$-108,-,-,$180,$-784,$-604,$-71,$-783,$359,-,$359,$-187,$-187,$-27,-,$145,$218,-,$-27
2020-06-30,$-846,-,"$1,067","$1,067",$-308,$-537,-,$735,$-110,$111,$-196,-,-,$-311,$232,$-79,$-477,$-752,$446,-,$446,$-52,$-52,$-27,$-1,$366,$-271,-,$-27
2020-03-31,"$-1,044",-,"$1,363","$1,363",$-266,$197,-,$79,$10,$329,$-233,-,-,$837,$-24,$813,$-153,$427,$431,-,$431,$-476,$-476,$-87,$-12,$-144,$603,-,$-87
2019-12-31,$211,$854,$-520,$334,$-65,$50,-,$-60,$-75,$470,$-295,-,-,$-83,$302,$219,$-111,$-187,$46,-,$46,$-413,$-413,$-29,$-1,$-397,$-106,-,$-29
2019-09-30,$39,-,$143,$143,$258,$61,-,$296,$615,$797,$-237,-,$-1,$20,$-308,$-288,$-2,$-528,$-66,-,$-66,$-167,$-167,$-29,-,$-262,$2,-,$-29
2019-06-30,$225,-,$235,$235,$-94,$-125,-,$152,$-67,$393,$-146,-,$-256,$33,$145,$178,$-32,$-256,$158,-,$158,$-163,$-163,$-29,$-2,$-36,$101,-,$-29
2019-03-31,$396,-,$369,$369,$15,$-480,-,$-219,$-684,$81,$-223,-,-,$-27,$611,$584,$-61,$300,$-18,-,$-18,$-331,$-331,$-87,$-13,$-449,$-66,-,$-87
2018-12-31,$-211,$842,$-290,$552,$-149,$203,-,$432,$486,$827,$-261,-,$-23,$-213,$-343,$-556,$113,$-727,$-91,-,$-91,$-137,$-137,$-31,$-1,$-260,$-166,-,$-31
2018-09-30,$289,-,$627,$627,$525,$217,-,$-414,$328,"$1,244",$-143,-,$-4,$978,$-283,$695,$-28,$520,$-15,-,$-15,"$-1,594","$-1,594",$-30,$-8,"$-1,647",$118,-,$-30
2018-06-30,$248,-,$309,$309,$-360,"$1,198",-,$243,"$1,081","$1,638",$-248,-,$-10,"$-1,079",$77,"$-1,002",$-33,"$-1,293",$-2,-,$-2,$-302,$-302,$-42,$9,$-337,$2,-,$-42
