,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-938.883,$-851.866,$9.439,$-842.427,$193.895,$-21.102,$121.034,$81.033,$285.101,"$-1,496.209","$2,101.564",-,-,$36.333,-,$36.333,$-128.183,"$2,009.714","$-2,014.554","$1,174.87",$-839.684,$-929.025,$-929.025,$561.294,$-18.03,"$-1,225.445",$-711.94,-,$555.655
2020-09-30,$348.14,$301.967,$-21.421,$280.546,$-127.435,$-38.23,$48.217,$10.554,$-137.852,$490.834,$-701.366,-,-,$-34.9,-,$-34.9,$117.054,$-619.212,"$1,345.01",$-433,$912.01,-,-,$-190.718,$59.169,$780.461,$652.083,-,$-188.838
2020-06-30,$254.11,$263.912,$10.803,$274.715,$-11.17,$110.359,$-41.885,$-29.637,$56.244,$585.069,$-674.678,-,-,$-3.224,-,$-3.224,$5.01,$-672.892,$161.402,$-332.92,$-171.518,$509.239,$509.239,$-187.088,$-19.579,$131.054,$43.231,-,$-185.209
2020-03-31,$336.633,$285.987,$1.179,$287.166,$-55.29,$-51.027,$-127.366,$-61.95,$-203.493,$420.306,$-725.52,-,-,$1.791,-,$1.791,$6.119,$-717.61,$508.142,$-408.95,$99.192,$419.786,$419.786,$-183.488,$-21.56,$313.93,$16.626,-,$-181.608
2019-12-31,$251.917,$240.266,$-89.582,$150.684,$-41.705,$-42.104,$172.221,$93.53,$112.126,$514.727,$-782.452,-,-,$-65.317,-,$-65.317,$25.33,$-822.439,$-505.223,$522.87,$17.647,$425.352,$425.352,$-169.548,$-0.556,$272.895,$-34.817,-,$-167.668
2019-09-30,$320.764,$296.454,$-47.961,$248.493,$-63.368,$-29.888,$-1.278,$34.97,$1.006,$570.263,$-751.284,-,-,$-101.685,-,$-101.685,$-5.181,$-858.15,$422.25,$-16.5,$405.75,-,-,$-174.105,$40.959,$272.604,$-15.283,-,$-172.225
2019-06-30,$33.333,$258.029,$285.71,$543.739,$162.18,$102.981,$-95.956,$-69.861,$-33.92,$543.152,$-749.624,-,-,$32.434,-,$32.434,$-0.838,$-718.028,"$1,030.505","$-1,010.43",$20.075,$426.902,$426.902,$-155.468,$-57.842,$233.667,$58.791,-,$-153.589
2019-03-31,$310.558,$285.909,$-16.164,$269.745,$-155.823,$-39.063,$-60.121,$-70.242,$-198.868,$381.435,$-628.129,-,-,$-252.435,-,$-252.435,$4.893,$-875.671,$-280.942,$829.43,$548.488,-,-,$-171.637,$16.433,$393.284,$-100.952,-,$-169.757
2018-12-31,$233.187,$285.771,$-172.938,$112.833,$70.893,$-45.533,$97.072,$93.084,$76.861,$422.881,$-684.855,-,-,$-49.445,-,$-49.445,$2.817,$-731.483,$710.525,$-157.2,$553.325,-,-,$-161.908,$-8.096,$383.321,$74.719,-,$-160.028
2018-09-30,$291.26,$301.382,$49.472,$350.854,$-159.403,$-20.907,$7.468,$36.371,$67.413,$709.527,$-633.403,-,-,$-6.969,-,$-6.969,$81.954,$-558.418,$149.566,$-123.61,$25.956,-,-,$-161.907,$-2.403,$-138.354,$12.755,-,$-160.027
2018-06-30,$244.646,$235.343,$18.101,$253.444,$103.965,$92.565,$-18.488,$-27.773,$22.331,$520.421,$-644.344,-,-,$-6.208,-,$-6.208,$-16.874,$-667.426,$-74.54,$141.505,$66.965,-,-,$-161.907,$1.182,$-93.76,$-240.765,-,$-160.028
2018-03-31,$271.426,$249.46,$-69.24,$180.22,$-156.888,$-26.956,$-61.571,$-23.456,$-273.932,$177.714,$-607.334,-,-,$-5.166,-,$-5.166,$132.781,$-479.719,$999.782,$-240.005,$759.777,-,-,$-161.907,$-19.14,$578.73,$276.725,-,$-160.027
2017-12-31,$239.299,$234.578,$-148.66,$85.918,$-9.682,$-32.909,$152.618,$121.683,$195.138,$520.355,$-705.825,-,$-877.652,$-24.6,-,$-24.6,$29.652,"$-1,578.425",$825,$304.31,"$1,129.31",-,-,$-152.401,$-4.925,$971.984,$-86.086,-,$-150.521
2017-09-30,$262.25,$236.314,$47.257,$283.571,$-99.813,$-18.739,$71.67,$17.082,$35.076,$580.897,$-495.328,-,-,$34.888,-,$34.888,$-3.734,$-464.174,$130,$-20.5,$109.5,-,-,$-152.4,$19.425,$-23.475,$93.248,-,$-150.52
2017-06-30,$232.628,$182.074,$42.7,$224.774,$42.591,$75.483,$-110.52,$-7.022,$-7.801,$449.601,$-623.392,-,-,$-25.61,-,$-25.61,$-4.334,$-653.336,$350,$-38,$312,-,-,$-152.4,$-3.422,$156.178,$-47.557,-,$-150.521
2017-03-31,$261.338,$210.822,$122.084,$332.906,$-50.251,$-33.058,$-57.701,$-40.198,$-148.895,$445.349,$-523.56,-,-,$5.084,-,$5.084,$-16.105,$-534.581,$450,$-173,$277,-,-,$-152.401,$-15.832,$108.767,$19.535,-,$-150.521
2016-12-31,$231.059,$199.158,$35.726,$234.884,$48.755,$-17.67,$107.387,$66.814,$91.931,$557.874,$-617.696,-,$-188.958,$-28.946,-,$-28.946,$45.674,$-789.926,-,$414,$414,-,-,$-142.895,$-16.408,$254.697,$22.645,-,$-141.015
2016-09-30,$267.2,$225.231,$145.318,$370.549,$-114.703,$-18.505,$30.483,$19.083,$34.181,$671.93,$-490.003,-,-,$1.675,-,$1.675,$-6.472,$-494.8,-,$-32.5,$-32.5,-,-,$-143.037,$-0.263,$-175.8,$1.33,-,$-141.157
2016-06-30,$205.529,$167.79,$167.977,$335.767,$57.214,$66.678,$-75.679,$-62.004,$-62.822,$478.474,$-437.696,-,-,$3.959,-,$3.959,$-8.485,$-442.222,$100,$-2.5,$97.5,-,-,$-143.036,$-2.956,$-48.492,$-12.24,-,$-141.157
2016-03-31,$246.033,$194.983,$23.028,$218.011,$-133.965,$-22.748,$-76.317,$-10.156,$35.92,$499.964,$-431.472,-,-,$1.378,-,$1.378,$5.494,$-424.6,$500,$-391.453,$108.547,-,-,$-143.037,$-13.855,$-48.345,$27.019,-,$-141.157
2015-12-31,$183.685,$150.219,$-171.785,$-21.566,$108.645,$-13.268,$142.042,$35.661,$-79.685,$82.434,$-546.854,-,$-23.353,$60.513,-,$60.513,$9.06,$-500.634,$400,$145.453,$545.453,-,-,$-134.308,$-4.779,$406.366,$-11.834,-,$-132.428
2015-09-30,$237.799,$151.033,$-27.805,$123.228,$-24.458,$-12.664,$-5.484,$-0.856,$125.008,$486.035,$-436.906,-,-,$1.79,-,$1.79,$-7.59,$-442.706,$24.877,$61.8,$86.677,-,-,$-134.307,$3.613,$-44.017,$-0.688,-,$-132.427
2015-06-30,$209.387,$162.502,$56.742,$219.244,$204.315,$-8.128,$-168.68,$-24.953,$-54.89,$373.741,$-377.793,-,-,$21.753,-,$21.753,$4.755,$-351.285,$133.423,$-49.8,$83.623,-,-,$-134.383,$-6.254,$-57.014,$-34.558,-,$-132.503
2015-03-31,$255.133,$224.441,$25.39,$249.831,$-328.299,$68.172,$-59.496,$34.179,$-13.423,$491.541,$-362.586,-,-,$-2.005,-,$-2.005,$0.066,$-364.525,$450,$-399.575,$50.425,-,-,$-134.312,$-10.805,$-94.692,$32.324,-,$-132.433
2014-12-31,$223.489,$137.311,$56.16,$193.471,$-55.676,$-14.163,$214.191,$36.404,$-169.001,$247.959,$-486.251,-,$-9.779,$-1.377,-,$-1.377,$28.828,$-468.579,$75.099,$279.075,$354.174,-,-,$-121.027,$-15.53,$217.617,$-3.003,-,$-119.147
2014-09-30,$236.493,$130.68,$48.769,$179.449,$-8.893,$-53.78,$43.506,$21.146,$91.412,$507.354,$-393.45,-,-,$-0.195,-,$-0.195,$-8.142,$-401.787,$-200,$219,$19,-,-,$-120.799,$3.842,$-97.957,$7.61,-,$-118.919
2014-06-30,$129.247,$148.665,$271.666,$420.331,$124.651,$-48.408,$-166.859,$-53.035,$-146.711,$402.867,$-375.352,-,-,$3.241,-,$3.241,$1.836,$-370.275,$-51.65,$86.5,$34.85,-,-,$-120.581,$-1.915,$-87.646,$-55.054,-,$-118.701
2014-03-31,$237.836,$208.705,$149.088,$357.793,$-182.221,$75.041,$53.905,$11.282,$-101.833,$493.796,$-348.691,-,-,$-4.1,-,$-4.1,$1.637,$-351.154,$325,$-299.5,$25.5,-,-,$-120.339,$-2.017,$-96.856,$45.786,-,$-118.46
2013-12-31,$179.276,$174.796,$104.598,$279.394,$-65.117,$-1.677,$57.893,$59.143,$27.901,$486.571,$-383.028,-,$-69.259,$1.089,-,$1.089,$68.953,$-382.245,$240.715,$-225,$15.715,-,-,$-122.901,$-11.717,$-118.903,$-14.577,-,$-121.021
2013-09-30,$211.381,$219.15,$-34.154,$184.996,$2.797,$-24.098,$14.867,$-11.74,$11.567,$407.944,$-373.507,-,$4.138,$28.504,-,$28.504,$-0.294,$-341.159,$-479.965,$548.5,$68.535,-,-,$-111.532,$-1.902,$-44.899,$21.886,-,$-109.652
2013-06-30,$173.064,$222.209,$5.238,$227.447,$28.202,$-17.523,$-40.463,$-37.791,$-104.63,$295.881,$-311.302,-,$65.121,$4.115,-,$4.115,$-28.84,$-270.906,$569.755,$-492.5,$77.255,-,-,$-117.68,$-9.312,$-49.737,$-24.762,-,$-115.637
2013-03-31,$229.968,$243.525,$241.04,$484.565,$-129.431,$28.487,$-86.916,$-32.235,$-241.39,$473.143,$-388.95,-,-,$-85.96,-,$-85.96,$27.997,$-446.913,$337.471,$-228,$109.471,-,-,$-118.31,$-2.322,$-11.161,$15.069,-,$-116.431
