,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$510,$174,$55,$229,$-98,$96,$179,$-131,$403,"$1,142",$-260,-,-,$-91,$-35,$-126,$4,$-382,$-17,$11,$-6,$-3,$-3,$-200,$-75,$-284,$434,$9,$-200
2020-09-30,$504,$166,-,$166,$-123,$174,$329,$-13,$553,"$1,223",$-116,-,-,$24,$-25,$-1,$14,$-103,"$1,983","$-1,709",$274,-,-,$-194,$24,$104,"$1,216",$10,$-194
2020-06-30,$269,$165,$-161,$4,$63,$-53,$-391,$187,$-295,$-22,$-77,-,-,$-38,$-23,$-61,$3,$-135,$-15,$389,$374,-,-,$-193,$45,$226,$60,$8,$-193
2020-03-31,$528,$168,$-210,$-42,$107,$-171,$171,$107,$-107,$379,$-75,-,-,$-15,$-15,$-30,$6,$-99,$-10,$982,$972,$-550,$-550,$-195,$7,$234,$562,$4,$-195
2019-12-31,$298,$179,$128,$307,$296,$353,$-307,$-71,$233,$838,$-305,-,-,$7,$-29,$-22,$6,$-321,$-48,$-242,$-290,$-389,$-389,$-199,$-19,$-897,$-431,$12,$-199
2019-09-30,$616,$178,$5,$183,$211,$63,$-151,$81,$324,"$1,123",$-153,-,$-237,$-25,$-14,$-39,$11,$-418,$-20,$464,$444,$-706,$-706,$-204,$-21,$-487,$163,$9,$-204
2019-06-30,$685,$158,$75,$233,$-177,$-18,$-18,$4,$-110,$808,$-133,-,-,$-169,$-22,$-191,$-16,$-340,$-7,$-233,$-240,-,-,$-179,$55,$-364,$69,$19,$-179
2019-03-31,$669,$157,$-176,$-19,$-135,$-107,$166,$131,$-238,$412,$-109,-,-,$37,$-30,$7,$31,$-71,$-10,$-56,$-66,$-100,$-100,$-179,$-2,$-347,$25,$9,$-179
2018-12-31,$610,$155,$191,$346,$66,$78,$-165,$-47,$34,$990,$-348,-,-,$-65,$-48,$-113,$6,$-455,$28,$-28,-,$-248,$-248,$-181,$-11,$-440,$81,$15,$-181
2018-09-30,$698,$148,$-109,$39,$126,$-298,$25,$143,$178,$915,$-175,-,$-70,$-38,$-14,$-52,$14,$-283,$-21,$8,$-13,$-500,$-500,$-182,$-12,$-707,$-96,$10,$-182
2018-06-30,$554,$154,$-71,$83,$-338,$-216,$196,$-120,$-47,$590,$-114,-,-,$-78,$-19,$-97,$11,$-200,$-17,$208,$191,$-216,$-216,$-177,$1,$-201,$111,$19,$-177
2018-03-31,$325,$154,$-112,$42,$-217,$-259,$246,$83,$-484,$-117,$-72,-,-,$42,$-31,$11,$25,$-36,$-16,$295,$279,$-163,$-163,$-178,$10,$-52,$-162,$9,$-178
2017-12-31,$-309,$150,$591,$741,$214,$-6,$72,$80,$374,$806,$-218,-,$9,$27,$-88,$-61,$4,$-266,$-22,$-223,$-245,$-60,$-60,$-179,$10,$-474,$79,$7,$-179
2017-09-30,$457,$149,$-66,$83,$-234,$-137,$164,$75,$105,$645,$4,-,$-671,$9,$45,$54,$-13,$-626,$-9,$399,$390,$-271,$-271,$-179,$4,$-56,$-3,$11,$-179
2017-06-30,$441,$145,$-73,$72,$-283,$-62,$107,$-50,$-66,$447,$-101,-,$20,$15,$-77,$-62,$10,$-133,$-18,$-140,$-158,$-69,$-69,$-172,$19,$-380,$-29,$16,$-172
2017-03-31,$405,$139,$-88,$51,$-205,$-202,$296,$124,$-77,$379,$-81,-,$-20,$97,$-27,$70,$4,$-27,$-11,$62,$51,$-51,$-51,$-171,$7,$-164,$202,$7,$-171
