,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$869.229,$77.806,$49.647,$127.453,-,-,-,$-657.318,$-657.318,$344.637,$-92.072,-,-,$168.102,-,$168.102,$-6.09,$69.94,$-4.596,-,$-4.596,$-673.755,$-673.755,$-187.927,$0.961,$-865.317,$-442.553,$52.109,$-187.927
2020-09-30,$823.451,$74.334,$54.138,$128.472,-,-,-,$-312.329,$-312.329,$642.511,$-62.806,-,-,$-737.074,-,$-737.074,$-1.786,$-801.666,$-19.173,-,$-19.173,$-443.043,$-443.043,$-167.129,$-2.14,$-631.485,$-786.558,$55.988,$-167.129
2020-06-30,$696.673,$72.412,$-39.14,$33.272,$-641.827,$-411.608,$208.478,$727.653,$93.925,$813.048,$-50.554,-,-,$-354.35,-,$-354.35,$-25.305,$-430.209,$721.703,-,$721.703,$7.844,$7.844,$-167.739,$1.592,$563.4,$953.342,$53.153,$-167.739
2020-03-31,$574.781,$68.609,$47.414,$116.023,-,-,-,$-157.187,$-157.187,$541.428,$-51.375,-,-,$211.159,-,$211.159,$9.988,$169.772,$632.363,-,$632.363,$-243.719,$-243.719,$-163.51,$0.328,$225.462,$925.947,$47.414,$-163.51
2019-12-31,$514.51,$67.105,$123.233,$190.338,-,-,-,$-396.593,$-396.593,$307.928,$-62.054,-,-,$-662.287,-,$-662.287,$-9.988,$-734.329,$-17.987,-,$-17.987,$-965.988,$-965.988,$-166.721,-,"$-1,150.696","$-1,572.042",$45.725,$-166.721
2019-09-30,$465.789,$66.339,$39.913,$106.252,-,-,-,$-112.02,$-112.02,$464.047,$-39.256,-,-,$790.478,-,$790.478,$-0.54,$750.682,$-28.965,-,$-28.965,$-74.263,$-74.263,$-158.868,-,$-262.096,$948.44,$42.905,$-158.868
2019-06-30,$541.825,$67.614,$114.97,$182.584,$732.138,$281.355,$-131.472,$-526.211,$161.251,$880.487,$-65.948,-,-,$-555.468,-,$-555.468,$-2.067,$-623.483,$-301.157,-,$-301.157,"$-1,061.825","$-1,061.825",$-164.873,$-0.001,"$-1,527.856","$-1,273.989",$44.845,$-164.873
2019-03-31,$547.39,$85.135,$40.839,$125.974,-,-,-,$260.951,$260.951,$932.821,$-75.522,-,-,$-931.38,-,$-931.38,$-1.269,"$-1,008.171","$2,744.345",-,"$2,744.345",$-929.627,$-929.627,$-171.196,-,"$1,643.522","$1,572.3",$53.24,$-171.196
2018-12-31,$568.855,$82.825,$59.603,$142.428,-,-,-,$-67.521,$-67.521,$642.419,$-105.923,-,-,$773.223,-,$773.223,$-0.369,$666.931,$-365.958,-,$-365.958,$31.51,$31.51,$-167.907,$-13.198,$-515.553,$791.076,$38.806,$-167.907
2018-09-30,$533.36,$81.05,$-33.158,$47.892,-,-,-,$136.843,$136.843,$720.286,$-56.098,-,-,$-612.583,-,$-612.583,$-3.65,$-672.331,$-79.917,-,$-79.917,"$-1,735.895","$-1,735.895",$-174.372,$-0.009,"$-1,990.193","$-1,944.549",$50.343,$-174.372
2018-06-30,"$1,021.146",$86.078,$259.474,$345.552,$-501.628,$-701.008,$35.655,$-243.516,$-658.731,$718.358,$-79.655,-,-,"$1,341.475",-,"$1,341.475",$-0.826,"$1,260.994",$-816.646,-,$-816.646,"$-1,262.116","$-1,262.116",$-82.005,$-0.002,"$-2,160.769",$-187.024,$47.214,$-82.005
