,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-6,174",$359,"$6,656","$7,015",$519,$-650,$65,-,$176,"$1,213",$-162,-,$291,-,-,-,$-61,$68,$-525,$152,$-373,$-238,$-238,$-69,$-95,$-775,$492,-,$-69
2020-09-30,$627,$321,$-115,$206,"$-1,310","$-1,634","$2,909",-,$-169,"$1,021",$-148,-,$-2,-,-,-,$2,$-148,$-3,-,$-3,$-230,$-230,$-66,$-163,$-462,$376,-,$-66
2020-06-30,$494,$222,$-19,$203,"$2,291",$238,"$-4,214",-,"$-1,609","$-1,062",$-117,-,$3,-,-,-,$-16,$-130,$-2,-,$-2,$-3,$-3,$-74,$140,$61,"$-1,159",-,$-74
2020-03-31,"$1,078",$257,$-381,$-124,"$-1,450",$313,"$4,881",-,"$3,725","$4,654",$-168,-,$-5,-,-,-,$3,$-170,$-290,"$-2,109","$-2,399",$21,$21,$-72,$-30,"$-2,480","$1,958",-,$-72
2019-12-31,$242,$329,$351,$680,$-178,"$-1,020",$274,-,$-983,$-121,$-154,-,$1,-,-,-,$29,$-124,$-3,"$1,561","$1,558",$-488,$-488,$-74,$-47,$949,$709,-,$-74
2019-09-30,$-677,$241,"$1,138","$1,379",$195,$186,"$-1,330",-,$-961,$-108,$-73,-,$-47,-,-,-,$-36,$-156,$-3,$548,$545,$-695,$-695,$-73,$-108,$-331,$-591,-,$-73
2019-06-30,$477,$234,$19,$253,"$-1,061",$145,$127,-,$-707,$-51,$-111,-,$-45,-,-,-,$27,$-129,$-2,-,$-2,$-679,$-679,$-75,$-116,$-872,"$-1,034",-,$-75
2019-03-31,$-744,"$1,643",$-34,"$1,609",$576,$388,"$1,801",-,"$2,801","$3,895",$-152,-,$62,-,-,-,$-140,$-230,"$-1,112","$-1,049","$-2,161",$-222,$-222,$-76,$-85,"$-2,544","$1,132",-,$-76
2018-12-31,$526,$299,$182,$481,$162,$-358,"$-1,022",-,"$-1,250",$-177,$-157,-,$-26,-,-,-,$15,$-168,"$1,099",$-347,$752,$-492,$-492,$-77,$-64,$119,$-269,-,$-77
2018-09-30,$553,$241,$-10,$231,$-291,$-284,"$1,165",-,$552,"$1,379",$-103,-,$-14,-,-,-,$9,$-108,-,$-638,$-638,$-565,$-565,$-68,$-72,"$-1,343",$-81,-,$-68
