,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$2,498",$602,$126,$728,$-444,$-81,$279,$359,$113,"$3,339",$-585,-,$-35,-,-,-,$-6,$-626,$-1,-,$-1,$40,$40,$-87,$-1,$-49,"$2,766",$51,$-87
2020-09-30,"$1,933",$575,$-26,$549,$-663,$-118,$277,$730,$226,"$2,708",$-365,-,-,-,-,-,-,$-365,$-710,-,$-710,$31,$31,$-87,$-25,$-791,"$1,733",$52,$-87
2020-06-30,"$1,156",$574,$-185,$389,$23,$-168,$-256,$742,$341,"$1,886",$-267,-,$1,-,-,-,$7,$-259,"$1,278",$-65,"$1,213",$77,$77,$-87,$-23,"$1,180","$2,827",$47,$-87
2020-03-31,$788,$574,$69,$643,$-218,$-141,$-241,$-475,"$-1,075",$356,$-249,-,$-4,-,-,-,$-7,$-260,"$2,184",$61,"$2,245","$-1,452","$-1,452",$-76,$-98,$619,$588,$46,$-76
2019-12-31,"$1,002",$576,$246,$822,$96,$-9,$196,$-194,$89,"$1,913",$-271,-,$-156,-,-,-,$88,$-339,$980,$-686,$294,$-712,$-712,$-76,$-20,$-514,"$1,117",$43,$-76
2019-09-30,$760,$575,$172,$747,$-326,$-176,$272,$-160,$-390,"$1,117",$-210,-,$1,-,-,-,$11,$-198,"$-1,699",$-37,"$-1,736",$-7,$-7,$-77,$-49,"$-1,869","$-1,009",$42,$-77
2019-06-30,"$1,119",$571,$-709,$-138,$34,$-133,$-73,$485,$313,"$1,294",$-214,-,$-559,-,-,-,$4,$-769,$-2,$727,$725,$41,$41,$-76,-,$690,"$1,186",$52,$-76
2019-03-31,$815,$555,$-44,$511,$-29,$-140,$-129,$-379,$-677,$649,$-195,-,$-1,-,-,-,$15,$-181,$-1,$-687,$-688,$-669,$-669,$-68,-,"$-1,425",$-989,$44,$-68
2018-12-31,$898,$558,$11,$569,$-302,$9,$246,$381,$334,"$1,801",$-240,-,$-477,-,-,-,$-4,$-721,$-4,$270,$266,$-211,$-211,$-68,-,$-13,"$1,006",$44,$-68
2018-09-30,$709,$563,$-158,$405,$33,$-138,$-25,$236,$106,"$1,220",$-170,-,-,-,-,-,$2,$-168,$-5,$-570,$-575,$-231,$-231,$-69,$-1,$-876,$155,$46,$-69
2018-06-30,$752,$571,$106,$677,$-26,$-71,$74,$38,$15,"$1,444",$-182,-,$-2,-,-,-,$-1,$-185,$-900,$-76,$-976,$39,$39,$-69,-,"$-1,006",$-19,$48,$-69
