,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$54,$248.1,$-23.9,$224.2,$98.7,$7.7,$221.8,$-88.7,$53.9,$332.1,$-502.2,-,-,-,$-0.4,$-0.4,$-1.2,$-503.8,$-0.5,$78.7,$78.2,-,-,$-121.4,$-1.8,$-45,$-216.7,$3.9,$-121.4
2020-09-30,$367.5,$245.4,$55.7,$301.1,$-51.2,$8.4,$36.1,$72.9,$230.6,$899.2,$-422.5,-,-,-,$2.2,$2.2,$-8.4,$-428.7,$-0.2,$-169.3,$-169.5,-,-,$-114.6,$-1,$-285.1,$185.4,$3.4,$-114.6
2020-06-30,$136.3,$244.7,$55.8,$300.5,$-133,$-21.3,$29.8,$-55.3,$-234.9,$201.9,$-281.2,-,-,-,$10.9,$10.9,$2.5,$-267.8,$639.5,$-582.9,$56.6,-,-,$-114.5,$-4.4,$-62.3,$-128.2,$4.1,$-114.5
2020-03-31,$72.2,$245.7,$4,$249.7,$59.6,$-17.1,$-153.4,$26.6,$-1.3,$320.6,$-354.4,-,-,-,$25,$25,$-4,$-333.4,$-33.4,$448.3,$414.9,-,-,$-114.5,$-6.4,$294,$281.2,$4.6,$-114.5
2019-12-31,$66.7,$234.8,$-5.6,$229.2,$101.3,$-27.1,$128.4,$-33.3,$5.8,$301.7,$-361,-,-,-,$58.1,$58.1,$-5.3,$-308.2,$-1.3,$97.4,$96.1,-,-,$-115,$-1.5,$-20.4,$-26.9,$3.4,$-115
2019-09-30,$370.9,$242.4,$89.6,$332,$-73.1,$34.5,$24.5,$69.4,$110.7,$813.6,$-276.7,-,-,-,$27.9,$27.9,$6.2,$-242.6,"$1,880.7","$-1,820.4",$60.3,$-500,$-500,$-111.9,$-76.3,$-627.9,$-56.9,$3.5,$-111.9
2019-06-30,$144.6,$239.9,$2.6,$242.5,$-57.9,$-22.1,$-16.6,$-18.6,$-115.5,$271.6,$-263.4,-,-,-,$12.6,$12.6,$-7.3,$-258.1,$-700.7,$915.3,$214.6,$-550.4,$-550.4,$-115.8,$-2.8,$-454.4,$-440.9,$4,$-115.8
2019-03-31,$103.4,$241.3,$-11.4,$229.9,$32.6,$44.6,$-119.4,$-29.2,$28.8,$362.1,$-309,-,-,-,$36.3,$36.3,$1.3,$-271.4,$462.6,$536.9,$999.5,$-578.3,$-578.3,$-119.8,$-4.5,$296.9,$387.6,$5.4,$-119.8
2018-12-31,$21.1,$234.1,$71.7,$305.8,$130,$10.1,$115.2,$-80.6,$-20.7,$306.2,$-371.4,-,-,-,$-3.6,$-3.6,$-2.4,$-377.4,$-0.4,$234.1,$233.7,$-556.2,$-556.2,$-124.6,$-1.2,$-448.3,$-519.5,$4.7,$-124.6
2018-09-30,$357.6,$223.2,$84.7,$307.9,$-10.2,$19.1,$-16.8,$85.6,$128.9,$794.4,$-263.1,-,-,-,$-0.4,$-0.4,$-8.6,$-272.1,$-104.5,$-409,$-513.5,$-486.1,$-486.1,$-122.1,$-1,"$-1,122.7",$-600.4,$5.2,$-122.1
