,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-1,112","$1,754",$800,"$2,554","$2,062",$-484,-,"$1,590",$-38,"$1,404","$1,474",-,$-12,-,$-79,$-79,$196,"$1,579","$-2,321",-,"$-2,321",-,-,$-211,$-331,"$-2,863",$120,-,$-211
2020-09-30,"$-3,575","$1,915","$3,341","$5,256","$-3,999",$-41,-,"$-1,432",$-829,$852,$-234,-,$-54,-,$-15,$-15,$11,$-292,$341,-,$341,$18,$18,$-7,$-51,$301,$861,-,$-7
2020-06-30,"$-8,131","$2,186","$6,526","$8,712",$90,$111,-,$-132,$-221,$360,$-313,-,$-13,-,$61,$61,$-311,$-576,-,-,-,$14,$14,$-714,$-235,$-935,"$-1,151",-,$-714
2020-03-31,"$-2,013","$2,242","$1,300","$3,542","$3,909",$-70,-,$324,$-190,"$1,339","$-1,181",-,$-35,-,$142,$142,$-456,"$-1,530",-,-,-,$90,$90,$-913,$-196,"$-1,019","$-1,210",-,$-913
2019-12-31,"$-1,036","$2,369","$1,129","$3,498",$401,$78,-,"$-1,310",$-453,"$2,009",$-846,-,$-162,-,$-151,$-151,$-142,"$-1,301","$-1,791",-,"$-1,791",$18,$18,$-858,$132,"$-2,499","$-1,791",-,$-858
2019-09-30,$-752,"$1,767",$-732,"$1,035",$379,$320,-,"$1,717","$2,122","$2,405","$3,060",-,"$-27,850",-,$-59,$-59,$-174,"$-25,023","$16,956",-,"$16,956","$9,973","$9,973",$-588,$-109,"$26,232","$3,614",-,$-588
2019-06-30,$635,"$1,031",$105,"$1,136",$38,$-99,-,$-38,$242,"$2,013","$-1,195",-,$-7,-,$-29,$-29,$-57,"$-1,288",$-108,-,$-108,$21,$21,$-587,$-52,$-726,$-1,-,$-587
2019-03-31,$631,$973,$228,"$1,201",$-417,$-221,-,$-199,$-884,$948,"$-1,243",-,$-69,-,$-52,$-52,$-51,"$-1,415",-,-,-,$-221,$-221,$-591,$-2,$-814,"$-1,281",-,$-591
2018-12-31,$706,"$1,086",$83,"$1,169",$955,$-108,-,"$1,163",$548,"$2,500","$-1,258",-,$-202,-,$-94,$-94,$48,"$-1,506",-,-,-,$-324,$-324,$-594,$3,$-915,$79,-,$-594
2018-09-30,"$1,869","$1,023",$-339,$684,-,-,-,$-149,$-149,"$2,404","$1,426",-,$-726,-,$-39,$-39,$-75,$586,-,-,-,$-807,$-807,$-595,$4,"$-1,398","$1,592",-,$-595
2018-06-30,$848,$947,$193,"$1,140",-,-,-,$-232,$-232,"$1,756","$-1,287",-,-,-,$-57,$-57,$29,"$-1,315",-,-,-,$-94,$-94,$-593,$2,$-685,$-244,-,$-593
2018-03-31,$708,$921,$68,$989,-,-,-,$-688,$-688,"$1,009","$-1,032",-,-,-,$8,$8,$53,$-971,$478,-,$478,$10,$10,$-592,-,$-104,$-66,-,$-592
2017-12-31,$497,"$1,076",$-62,"$1,014",$-158,$-349,-,$484,$-48,"$1,421","$-1,160",-,"$-2,357",-,"$1,402","$1,402","$1,162",$-953,-,-,-,$-10,$-10,$-592,-,$-602,$-134,-,$-592
2017-09-30,$190,$995,$-101,$894,-,-,-,$9,$9,"$1,086",$-947,-,"$1,293",-,$60,$60,"$-1,321",$-915,-,-,-,$3,$3,$-586,-,$-583,$-412,-,$-586
2017-06-30,$507,$989,$-465,$524,-,-,-,$81,$81,"$1,849",$-770,-,-,-,-,-,$231,$-539,-,-,-,$-2,$-2,$-584,-,$-586,$724,-,$-584
2017-03-31,$117,$942,$-11,$931,-,-,-,$-535,$-535,$505,$-722,-,-,-,-,-,$50,$-672,-,-,-,$12,$12,$-584,-,$-572,$-739,-,$-584
2016-12-31,$-272,"$1,050",$209,"$1,259","$-1,091",$17,-,$525,$77,$916,$-872,-,"$-2,367",-,$467,$467,$5,"$-2,767","$1,485",-,"$1,485",$4,$4,$-585,"$-1,193",$-289,"$-2,140",-,$-585
2016-09-30,$-241,"$1,046",$-197,$849,-,-,-,$51,$51,$650,$-598,-,$323,-,$-61,$-61,$-306,$-642,-,-,-,$-4,$-4,$-575,-,$-579,$-571,-,$-575
2016-06-30,$-139,"$1,070",$330,"$1,400",-,-,-,$-195,$-195,"$1,129",$-601,-,-,-,$-389,$-389,$293,$-697,$708,-,$708,$10,$10,$-575,-,$143,$575,-,$-575
2016-03-31,$78,"$1,102",$192,"$1,294",-,-,-,$-316,$-316,$689,$-646,-,-,-,$285,$285,$-276,$-637,$-700,-,$-700,$4,$4,$-574,"$1,193",$-77,$-25,-,$-574
2015-12-31,"$-5,178","$1,276","$4,960","$6,236","$1,431",$-24,-,$971,$58,$965,"$-1,080",-,$-57,-,"$1,041","$1,041",$-209,$-305,-,-,-,$-4,$-4,$-574,$572,$-6,$654,-,$-574
2015-09-30,"$-2,609","$1,123","$2,682","$3,805",-,-,-,$16,$16,"$1,020","$-1,127",-,$-52,-,$32,$32,$-82,"$-1,229",-,-,-,$-39,$-39,$-577,$616,-,$-209,-,$-577
2015-06-30,$176,"$1,116",$219,"$1,335",-,-,-,$-399,$-399,$805,"$-1,390",-,-,-,$-187,$-187,$-106,"$-1,683","$1,478",-,"$1,478",$-325,$-325,$-556,$884,"$1,481",$603,-,$-556
2015-03-31,$-218,"$1,029",$305,"$1,334",-,-,-,$-555,$-555,$561,"$-1,675",-,-,-,$-67,$-67,$-464,"$-2,206",-,-,-,$-188,$-188,$-557,$754,$9,"$-1,636",-,$-557
2014-12-31,"$-3,407","$1,204","$3,948","$5,152","$1,413",$-112,-,$404,"$1,121","$2,866","$-2,971",-,"$-1,335",-,"$3,035","$3,035",$-369,"$-1,640",-,"$-1,599","$-1,599",$-404,$-404,$-561,"$2,230",$-334,$892,-,$-561
2014-09-30,"$1,211","$1,056",$638,"$1,694",-,-,-,$-267,$-267,"$2,638","$-2,035",-,$-45,-,"$1,142","$1,142","$-1,804","$-2,742",-,"$1,599","$1,599",$-503,$-503,$-565,$79,$610,$506,-,$-565
2014-06-30,"$1,434","$1,024",$205,"$1,229",-,-,-,$204,$204,"$2,867","$-2,130",-,$-307,-,-,-,$722,"$-1,715",$-46,-,$-46,$-627,$-627,$-570,$150,"$-1,093",$59,-,$-570
2014-03-31,"$1,392",$977,$580,"$1,557",-,-,-,$-252,$-252,"$2,697","$-1,794",-,-,-,-,-,$-579,"$-2,373",$-61,-,$-61,$-933,$-933,$-514,$123,"$-1,385","$-1,061",-,$-514
2013-12-31,"$1,643",$307,"$1,081","$1,388",$-747,$79,-,$-5,$-39,"$2,992",$-806,-,$-264,-,"$1,349","$1,349","$-1,703","$-1,424",$-624,-,$-624,$-876,$-876,$-519,$73,"$-1,946",$-378,-,$-519
2013-09-30,"$1,583","$1,334",$426,"$1,760",-,-,-,$218,$218,"$3,561","$-2,271",-,$-116,-,-,-,$66,"$-2,321",$-66,-,$-66,$-33,$-33,$-517,$78,$-538,$702,-,$-517
2013-06-30,"$1,322","$1,303",$433,"$1,736",-,-,-,$73,$73,"$3,513","$-2,210",-,$-132,-,$270,$270,$-32,"$-2,104",-,-,-,$-8,$-8,$-517,$45,$-480,$929,-,$-517
2013-03-31,"$1,355","$1,259",$326,"$1,585",-,-,-,$-228,$-228,"$2,712","$-2,070",-,$-94,-,-,-,$-31,"$-2,195",-,-,-,$4,$4,-,$27,$31,$548,-,-
2012-12-31,$336,$265,"$2,478","$2,743",$452,$-242,-,$839,$91,"$2,800",$-158,-,$-920,-,$4,$4,"$-2,697","$-3,771",-,-,-,$-355,$-355,$-876,$34,"$-1,197","$-2,168",-,$-876
2012-09-30,"$1,375","$1,148",$531,"$1,679",-,-,-,$-513,$-513,"$2,541","$-2,591",-,$-83,-,-,-,$-35,"$-2,709",-,-,-,$-49,$-49,$-439,$6,$-482,$-650,-,$-439
2012-06-30,"$1,328","$1,087",$569,"$1,656",-,-,-,$209,$209,"$3,193","$-2,713",-,"$-1,081",-,-,-,$47,"$-3,747","$1,736",-,"$1,736",$-94,$-94,$-439,$1,"$1,204",$650,-,$-439
2012-03-31,"$1,559","$1,085",$480,"$1,565",-,-,-,$-359,$-359,"$2,765","$-2,412",-,-,-,-,-,$-3,"$-2,415",-,-,-,-,-,$-374,$3,$-371,$-21,-,$-374
2011-12-31,"$1,634",$938,$620,"$1,558",$-360,$-50,-,$224,$297,"$3,643","$-2,549",-,$-839,-,$50,$50,$-77,"$-3,415",-,-,-,$-112,$-112,$-376,$2,$-486,$-258,-,$-376
2011-09-30,"$1,771",$924,$358,"$1,282",-,-,-,$-4,$-4,"$3,074","$-2,011",-,$-210,-,-,-,$24,"$-2,197","$2,111",$-500,"$1,611",$-74,$-74,$-375,$6,"$1,168","$2,045",-,$-375
2011-06-30,"$1,817",$839,$390,"$1,229",-,-,-,$504,$504,"$3,342","$-1,633",-,$-845,-,-,-,$-72,"$-2,550",-,$-500,$-500,$-28,$-28,$-375,$5,$-898,$-106,-,$-375
2011-03-31,"$1,549",$890,$229,"$1,119",-,-,-,$-629,$-629,"$2,222","$-1,325",-,"$-3,015",-,-,-,"$2,599","$-1,741","$-1,523","$1,000",$-523,$-10,$-10,$-310,$-116,$-959,$-478,-,$-310
2010-12-31,"$1,226",$800,$370,"$1,170",$-929,$-42,-,$-117,$244,"$2,822","$-1,360",-,"$-3,111",-,-,-,$-117,"$-4,588","$2,584",-,"$2,584",$-53,$-53,$-311,$17,"$2,237",$471,-,$-311
2010-09-30,"$1,213",$792,$359,"$1,151",-,-,-,$23,$23,"$2,423","$-1,020",-,"$-1,149",-,-,-,$-130,"$-2,299",$-12,-,$-12,$2,$2,$-310,$2,$-318,$-194,-,$-310
2010-06-30,"$1,075",$798,$227,"$1,025",-,-,-,$191,$191,"$2,094",$-792,-,$-365,-,-,-,$-183,"$-1,340",$-72,-,$-72,$-8,$-8,$-269,$4,$-345,$409,-,$-269
2010-03-31,"$1,088",$763,$284,"$1,047",-,-,-,$113,$113,"$2,227",$-768,-,$-299,-,-,-,$-1,"$-1,068",$-227,-,$-227,$2,$2,$-269,$3,$-491,$668,-,$-269
2009-12-31,$954,$390,$898,"$1,288",$-573,$-119,-,$817,$-190,"$2,103",$-596,-,"$-1,247",-,$64,$64,$-439,"$-2,218",$7,-,$7,$-9,$-9,$-269,$2,$-269,$-384,-,$-269
2009-09-30,$941,$769,$214,$983,-,-,-,$-271,$-271,"$1,642",$-747,-,$-580,-,$-13,$-13,$534,$-806,$-691,-,$-691,$-17,$-17,$-274,$-1,$-983,$-147,-,$-274
2009-06-30,$694,$742,$163,$905,-,-,-,$-77,$-77,"$1,421",$-831,-,$109,-,$-19,$-19,$-534,"$-1,275",$739,-,$739,$3,$3,$-260,$1,$483,$629,-,$-260
2009-03-31,$377,$786,$148,$934,-,-,-,$-478,$-478,$780,"$-1,071",-,$-64,-,$-32,$-32,-,"$-1,167",$-7,-,$-7,$1,$1,$-260,$2,$-264,$-651,-,$-260
2008-12-31,$455,$439,$827,"$1,266","$1,542",$2,-,$853,$828,"$2,518","$-1,056",-,"$-1,292",$-51,$67,$16,$-538,"$-2,870",$972,-,$972,$-24,$-24,$-263,$-6,$679,$327,-,$-263
2008-09-30,"$2,309",$683,$283,$966,-,-,-,$-159,$-159,"$3,105","$-1,199",-,"$-1,030",$51,$-71,$-20,-,"$-2,249",$-4,-,$-4,$-609,$-609,$-264,$-33,$-910,$-54,-,$-264
2008-06-30,"$2,363",$621,$159,$780,-,-,-,$-642,$-642,"$2,344","$-1,038",-,"$-2,352",-,$33,$33,"$1,657","$-1,700",$-29,-,$-29,$-418,$-418,$-206,$20,$-633,$11,-,$-206
2008-03-31,"$1,846",$653,$286,$939,-,-,-,$-21,$-21,"$2,687",$-833,-,-,-,$-20,$-20,"$-1,657","$-2,510",$13,-,$13,$-428,$-428,$-207,$-24,$-646,$-469,-,$-207
2007-12-31,"$1,527",$639,$255,$894,"$-2,219",$-71,-,$750,$194,"$2,474",$-850,-,$-482,-,$36,$36,$-2,"$-1,298",$-116,-,$-116,$-242,$-317,$-208,$-26,$-667,$509,-,$-208
2007-09-30,"$1,324",$602,$101,$703,-,-,-,$-498,$-498,"$1,376",$-880,-,$-81,-,$17,$17,-,$-944,$24,-,$24,$-340,$-340,$-186,$20,$-482,$-50,-,$-186
2007-06-30,"$1,412",$564,$-362,$202,-,-,-,$-265,$-265,"$1,326",$-850,-,$-450,$214,$617,$831,$-4,$-473,$-255,-,$-255,$-216,$-216,$-184,$15,$-640,$213,-,$-184
2007-03-31,"$1,212",$574,$-40,$534,-,-,-,$-83,$-83,"$1,622",$-780,-,-,$26,$399,$425,$-5,$-360,$-817,-,$-817,$-314,$-314,$-187,$9,"$-1,309",$-47,-,$-187
2006-12-31,$930,$562,$186,$748,$-85,$-64,-,$334,$-50,"$1,545",$-880,-,$-115,$-15,$196,$181,$30,$-784,$-282,-,$-282,$-179,$-179,$-188,$13,$-636,$125,-,$-188
2006-09-30,"$1,170",$516,$127,$643,-,-,-,$-57,$-57,"$1,708",$-747,-,$-691,$3,$5,$8,$-8,"$-1,438",$7,-,$7,$-298,$-298,$-155,$34,$-412,$-142,-,$-155
2006-06-30,$860,$467,$365,$832,-,-,-,$-586,$-586,"$1,079",$-634,-,$646,-,$-18,$-18,$-25,$-31,$-643,-,$-643,$-781,$-781,$-156,$85,"$-1,495",$-447,-,$-156
2006-03-31,"$1,231",$463,$255,$718,-,-,-,$148,$148,"$2,021",$-596,-,"$-1,483",$25,$-56,$-31,$-20,"$-2,130",$25,-,$25,$-162,$-162,$-147,$8,$-276,$-385,-,$-147
2005-12-31,"$1,164",$337,$306,$643,$-659,$-126,-,$-33,$-104,"$1,574",$-712,-,$-25,$53,$65,$118,$-50,$-669,$3,-,$3,$3,$3,$-126,$-7,$-127,$778,-,$-126
