,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-01-31,$20,$91,$187,$278,$-225,-,$145,$179,$13,$279,$-33,-,"$-2,960",-,$-169,$-169,$26,"$-3,136",-,-,-,$-144,$-144,$-163,$-127,$-434,"$-3,280",$180,$-163
2020-10-31,$198,$46,$245,$291,$47,-,$-58,$-152,$-428,$45,$-38,-,$-85,-,$-12,$-12,$5,$-130,$-13,"$-1,000","$-1,013",$88,$88,$-158,$-70,"$-1,153","$-1,239",$111,$-158
2020-07-31,$445,$50,$-33,$17,$73,-,$-78,$41,$-159,$287,$-30,-,-,-,$-1,$-1,$45,$14,"$1,971","$1,000","$2,971",$51,$51,$-142,$-50,"$2,830","$3,137",$114,$-142
2020-04-30,"$1,084",$54,$45,$99,$384,-,$-64,$-40,$736,"$1,937",$-39,-,-,-,$23,$23,$1,$-15,$-13,-,$-13,$-6,$-6,$-139,$-96,$-254,"$1,658",$103,$-139
2020-01-31,$240,$57,$111,$168,$-500,-,$180,$135,$-91,$317,$-30,-,-,-,$1,$1,$-10,$-39,$-12,-,$-12,$-80,$-80,$-139,$14,$-217,$59,$107,$-139
2019-10-31,$57,$57,$109,$166,$-16,-,$-5,$-131,$-354,$-127,$-38,-,-,-,$2,$2,$-21,$-57,$-13,-,$-13,$-77,$-77,$-141,$-94,$-325,$-509,$111,$-141
2019-07-31,$-44,$59,$135,$194,$176,-,$-115,$-11,$-275,$-122,$-26,-,$-64,-,$-221,$-221,$-7,$-318,$-12,-,$-12,$-95,$-95,$-127,$-106,$-340,$-777,$98,$-127
2019-04-30,"$1,378",$54,$75,$129,$291,-,$-5,$-44,$735,"$2,248",$-49,-,-,-,$-139,$-139,$-21,$-209,$-13,$48,$35,$-57,$-57,$-123,$-70,$-215,"$1,820",$98,$-123
2019-01-31,$189,$55,$88,$143,$-477,-,$186,$205,$5,$341,$-45,-,-,-,$-9,$-9,$-3,$-57,$-12,-,$-12,$-145,$-145,$-122,$-20,$-299,$-13,$100,$-122
2018-10-31,$34,$57,$96,$153,$21,-,$24,$-139,$-332,$-143,$-35,-,-,-,$4,$4,$-20,$-51,$-13,-,$-13,$25,$25,$-129,$6,$-111,$-309,$105,$-129
2018-07-31,$-38,$62,$172,$234,$212,-,$-148,$27,$-240,$-37,$-27,-,-,-,$86,$86,$-50,$9,$-12,-,$-12,$90,$90,$-102,$-146,$-170,$-202,$99,$-102
2018-04-30,"$1,186",$64,$118,$182,$221,-,$-16,$-53,$615,"$1,975",$-20,-,$-1,-,$-76,$-76,$-8,$-105,$-13,$-640,$-653,$36,$36,$-100,$-10,$-727,"$1,133",$92,$-100
2018-01-31,$183,$62,$73,$135,$-414,-,$115,$141,$-71,$252,$-27,-,$-362,-,$-1,$-1,$82,$-308,$-12,$240,$228,$-18,$-18,$-100,$-10,$100,$52,$94,$-100
2017-10-31,$-2,$65,$93,$158,$-14,-,$61,$-138,$-236,$-78,$-50,-,-,-,$-2,$-2,$-76,$-128,$-13,$400,$387,$-85,$-85,$-105,$-39,$158,$-53,$97,$-105
2017-07-31,$38,$62,$138,$200,$143,-,$-104,$-134,$-532,$-290,$-52,-,-,$-196,$190,$-6,$63,$5,$-12,-,$-12,$-290,$-290,$-88,$-93,$-483,$-753,$85,$-88
2017-04-30,$964,$62,$66,$128,$275,-,$11,$-85,$708,"$1,802",$-46,-,-,$196,$-194,$2,$-21,$-65,$-500,$-150,$-650,$-26,$-26,$-88,$-10,$-774,$958,$71,$-88
2017-01-31,$13,$57,$59,$116,$-399,-,$95,$379,$157,$292,$-46,-,-,-,$-1,$-1,$-8,$-55,-,$50,$50,$-165,$-165,$-88,$-6,$-209,$32,$81,$-88
2016-10-31,$-30,$55,$80,$135,$-14,-,$-2,$-109,$-311,$-205,$-86,-,-,-,$195,$195,$-11,$98,-,$100,$100,$-132,$-132,$-89,$-45,$-166,$-278,$89,$-89
2016-07-31,$-40,$63,$140,$203,$105,-,$-100,$-63,$-461,$-281,$-73,-,-,$-561,$418,$-143,$9,$-207,-,-,-,$-2,$-2,$-80,$-73,$-155,$-651,$81,$-80
