,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$127,$111,$118,$229,$187,$110,$92,-,$256,$612,$-101,-,$1,-,-,-,$10,$-90,$-320,-,$-320,-,-,$-98,$33,$-385,$156,$13,$-98
2020-09-30,$304,$93,$-25,$68,$-157,$6,$252,-,$316,$688,$-64,-,$15,-,-,-,$-1,$-50,$-307,-,$-307,-,-,$-97,$-9,$-413,$231,$10,$-97
2020-06-30,$78,$90,$-7,$83,$-231,$-3,$120,-,$-52,$109,$-36,-,-,-,-,-,$4,$-32,$491,$-331,$160,-,-,$-98,$4,$66,$147,$10,$-98
2020-03-31,"$-1,279","$1,566",$-223,"$1,343",$369,$-142,$-49,-,$-41,$23,$-58,-,-,-,-,-,$2,$-56,$-16,$305,$289,-,-,$-99,$-17,$173,$116,$8,$-99
2019-12-31,$794,$196,$-735,$-539,$165,$377,$-79,-,$365,$620,$-93,-,$242,-,-,-,$6,$155,$-306,$-305,$-611,-,-,$-269,-,$-880,$-95,$13,$-269
2019-09-30,$-626,"$1,222",$-249,$973,$71,$49,$-71,-,$86,$433,$-57,-,$14,-,-,-,$2,$-41,$-732,$289,$-443,-,-,$-98,$3,$-538,$-159,$9,$-98
2019-06-30,$90,$101,$34,$135,$-171,$-36,$148,-,$-34,$191,$-57,-,$740,-,-,-,$15,$698,$3,$-531,$-528,-,-,$-97,$-6,$-631,$261,$15,$-97
2019-03-31,$-151,$262,$-29,$233,$246,$-259,$-107,-,$-282,$-200,$-58,-,-,-,-,-,$-18,$-76,$-276,$521,$245,-,-,$-98,$-2,$145,$-132,$5,$-98
2018-12-31,$184,$649.301,$-711.4,$-62.1,$284.4,$388.3,$-247.6,-,$376.5,$498.4,$-110.3,-,"$2,358.4",-,-,-,$-0.4,"$2,247.7","$-2,588",$-0.1,"$-2,588.1",$-995.9,$-995.9,$-102.7,$0.7,"$-3,686",$-947.9,$18.1,$-102.7
2018-09-30,"$-7,311","$8,845.299","$-1,162","$7,683.3",$-11.2,$-12,$152.6,-,$199.8,$572.1,$-72.7,-,$109.2,-,-,-,$62.4,$98.9,$-0.6,$-885.8,$-886.4,$-511.1,$-511.1,$-107.4,$-0.2,"$-1,505.1",$-835.8,$20.2,$-107.4
2018-06-30,$131.7,$590.6,$-375.5,$215.1,$-367.1,$58.5,$71.8,-,$-335.6,$11.2,$-105.9,-,"$2,665.4",-,-,-,$6.2,"$2,565.7",$-0.7,$-620.9,$-621.6,-,-,$-112.3,$-3.7,$-737.6,"$1,820.4",$27.6,$-112.3
2018-03-31,$53.3,$149.8,$-84.1,$65.7,$255.9,$-308.8,$-285.8,-,$-520.7,$-401.7,$-95.1,-,-,-,-,-,$-10.2,$-105.3,$-0.7,$602.8,$602.1,-,-,$-112.6,$-14.8,$474.7,$-26.7,$10.1,$-112.6
