,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$528,$257,$27,$284,$79,-,-,$175,$254,"$1,066",$-142,-,$-7,-,$-1,$-1,$22,$-128,"$-2,059","$1,258",$-801,-,-,$-169,$5,$-965,$-20,$34,$-169
2020-09-30,$394,$180,$63,$243,$77,-,-,$-277,$-200,$437,$-124,-,"$-9,188",-,$2,$2,-,"$-9,310","$10,173","$-1,258","$8,915",$-148,$-148,$-170,$1,"$8,598",$-270,$32,$-170
2020-06-30,$528,$157,$34,$191,$295,-,-,$-156,$139,$858,$-85,-,$-2,-,$-3,$-3,-,$-90,$79,-,$79,$-400,$-400,$-164,$7,$-478,$295,$32,$-164
2020-03-31,$658,$157,$27,$184,$-600,-,-,$278,$-322,$520,$-59,-,$-249,-,$6,$6,-,$-302,$503,-,$503,$-699,$-699,$-166,$-49,$-411,$-202,$41,$-166
2019-12-31,$453,$189,$52,$241,$67,-,-,$16,$83,$777,$-102,-,-,-,$26,$26,$-6,$-82,$-8,-,$-8,$-340,$-340,$-154,-,$-502,$199,$39,$-154
2019-09-30,$537,$158,$18,$176,$-1,-,-,$-212,$-213,$500,$-69,-,-,-,$-41,$-41,-,$-110,$31,-,$31,$-340,$-340,$-155,$-5,$-469,$-82,$36,$-155
2019-06-30,$478,$157,$16,$173,$131,-,-,$-54,$77,$728,$-69,-,$-333,-,$40,$40,-,$-362,$293,-,$293,$-340,$-340,$-155,$16,$-186,$180,$35,$-155
2019-03-31,$492,$158,$-20,$138,$-227,-,-,$251,$24,$654,$-65,-,$-19,-,$44,$44,-,$-40,$54,-,$54,$-440,$-440,$-157,$-53,$-596,$19,$29,$-157
2018-12-31,$619,$157,$-57,$100,$75,-,-,$4,$79,$798,$-119,-,$-95,-,$76,$76,-,$-138,"$1,365","$-1,613",$-248,$-139,$-139,$-138,$81,$-444,$210,$37,$-138
2018-09-30,$465,$148,$30,$178,$29,-,-,$-173,$-144,$499,$-53,-,$-746,-,-,-,-,$-799,$-847,"$1,613",$766,$-300,$-300,$-138,$-46,$282,$-18,$32,$-138
2018-06-30,$462,$143,$26,$169,$111,-,-,$-79,$32,$663,$-57,-,$-5,-,$-1,$-1,-,$-63,$23,-,$23,$-459,$-459,$-139,$4,$-571,$22,$32,$-139
2018-03-31,$474,$138,$24,$162,$-259,-,-,$196,$-63,$573,$-51,-,$-400,-,$-304,$-304,-,$-755,$789,-,$789,$-300,$-300,$-140,$-79,$270,$90,$29,$-140
2017-12-31,"$1,239",$131,$-798,$-667,$18,-,-,$85,$103,$675,$-117,-,$329,-,$-327,$-327,-,$-115,$170,$-135,$35,$-240,$-240,$-118,$-114,$-437,$126,$33,$-118
2017-09-30,$377,$128,$97,$225,$17,-,-,$-308,$-291,$311,$-90,-,$-1,-,-,-,-,$-91,$24,$135,$159,$-240,$-240,$-119,$-13,$-213,$11,$34,$-119
2017-06-30,$427,$142,$51,$193,$70,-,-,$-202,$-132,$488,$-84,-,$426,-,-,-,-,$342,$-352,-,$-352,$-240,$-240,$-119,$-59,$-770,$64,$34,$-119
2017-03-31,$511,$134,$-115,$19,$-240,-,-,$321,$81,$611,$-66,-,$22,-,-,-,-,$-44,$-117,-,$-117,$-229,$-229,$-120,$-85,$-551,$17,$34,$-120
2016-12-31,$367,$140,$126,$266,$23,-,-,$-15,$8,$641,$-111,-,$-425,-,$-70,$-70,$52,$-554,$57,-,$57,$-104,$-104,$-102,$53,$-96,$-28,$34,$-102
2016-09-30,$350,$181,$-1,$180,$69,-,-,$-194,$-125,$405,$-97,-,-,-,-,-,$93,$-4,$-225,-,$-225,-,-,$-102,$-8,$-335,$68,$30,$-102
2016-06-30,$363,$146,$51,$197,$72,-,-,$-126,$-54,$506,$-101,-,-,-,-,-,$-142,$-243,$-238,-,$-238,-,-,$-103,$7,$-334,$-78,$31,$-103
2016-03-31,$377,$143,$62,$205,$-229,-,-,$244,$15,$597,$-56,-,-,-,-,-,$-3,$-59,$-543,-,$-543,-,-,$-102,$-52,$-697,$-159,$29,$-102
2015-12-31,$373,$98,$-14,$84,$17,-,-,$-53,$-36,$421,$-85,-,"$-3,751","$1,089","$-1,084",$5,$-19,"$-3,850","$1,339","$2,472","$3,811",$-55,$-55,$-89,$1,"$3,668",$234,$32,$-89
2015-09-30,$310,$94,$8,$102,$29,-,-,$-321,$-292,$120,$-56,-,-,"$-1,084","$1,084",-,$3,$-53,$237,-,$237,$-206,$-206,$-84,$-4,$-57,$9,$32,$-84
2015-06-30,$289,$82,$7,$89,$31,-,-,$-104,$-73,$305,$-76,-,-,"$1,084",-,"$1,084",$-23,$985,$-953,-,$-953,$-203,$-203,$-85,$-126,"$-1,367",$-74,$23,$-85
2015-03-31,$323,$77,$-15,$62,$-122,-,-,$202,$80,$465,$-60,-,-,-,$-60,$-60,$34,$-86,$35,-,$35,$-196,$-196,$-73,$-34,$-268,$100,$24,$-73
2014-12-31,$294,$76,$80,$156,$78,-,-,$13,$91,$541,$-89,-,$-308,-,-,-,$-56,$-453,$593,$-377,$216,$-207,$-207,$-74,$10,$-55,$14,$24,$-74
2014-09-30,$213,$69,-,$69,$-14,-,-,$-182,$-196,$86,$-63,-,$171,-,"$-1,276","$-1,276",$6,"$-1,162",$-768,"$1,090",$322,$-443,$-443,$-74,$-138,$-333,"$-1,419",$24,$-74
2014-06-30,$235,$67,$-1,$66,$-107,-,$49,$56,$-2,$299,$-53,-,"$1,976",-,$22,$22,$-51,"$1,894",-,$-929,$-929,$3,$3,$-75,$-18,"$-1,019","$1,093",$29,$-75
2014-03-31,$274,$66,$-18,$48,-,-,$-49,$264,$215,$537,$-45,-,$-142,-,$4,$4,$-60,$-243,-,$-161,$-161,$2,$2,$-76,$-31,$-266,$3,$20,$-76
2013-12-31,$-170,$49,$314,$363,$13,-,-,$2,$-41,$152,$-75,-,"$-2,192",-,$11,$11,$-6,"$-2,262","$1,080",$631,"$1,711",$3,$3,$-75,$-144,"$1,495",$-576,$22,$-75
2013-09-30,$145,$35,$-2,$33,$9,-,-,$-82,$2,$180,$-54,-,-,-,-,-,$-23,$-77,-,$-12,$-12,-,-,-,$-10,$-22,$80,$12,-
2013-06-30,$158,$33,$4,$37,$3,-,-,$46,$37,$232,$-26,-,$-5,-,$-37,$-37,$2,$-66,-,$-108,$-108,$6,$6,-,-,$-102,$66,$15,-
2013-03-31,$137,$32,$4,$36,$-60,-,-,$44,$-23,$150,$-24,-,$-44,-,-,-,$-48,$-116,-,$-222,$-222,$4,$4,-,$-34,$-252,$-221,$15,-
2012-12-31,$132.816,$30.898,$10.163,$41.061,$20.972,-,-,$-4.382,$-13.591,$160.286,$-18.05,-,$0.25,$-0.043,-,$-0.043,$-4.343,$-22.186,-,$282.5,$282.5,$-49.67,$-49.67,-,$-0.099,$232.731,$370.773,$12.019,-
2012-09-30,$134.107,$33.909,$2.182,$36.091,$26.812,-,-,$0.295,$36.947,$207.145,$-16.926,-,$-18.25,-,-,-,$0.741,$-34.435,-,$-12.5,$-12.5,$1.362,$1.362,-,$-3.919,$-15.057,$159.158,$11.678,-
2012-06-30,$145.298,$33.156,$5.912,$39.068,$4.044,-,-,$1.779,$-4.441,$179.925,$-17.851,-,-,$0.043,-,$0.043,$-27.698,$-45.506,-,$-12.5,$-12.5,$-2.778,$-2.778,-,$-4.572,$-19.85,$113.633,$14.054,-
2012-03-31,$149.779,$33.037,$5.743,$38.78,$-41.828,-,-,$8.308,$-2.915,$185.644,$-15.173,-,-,-,-,-,$-0.7,$-15.873,-,$-12.5,$-12.5,$5.086,$5.086,-,$-18.41,$-25.824,$145.436,$14.249,-
2011-12-31,$130.526,$26.365,$22.997,$49.362,$23.211,-,-,$-1.438,$-7.673,$172.215,$-44.409,-,$-6.8,-,$-0.109,$-0.109,$-13.198,$-64.516,-,$286,$286,$-47.419,$-47.419,-,$-18.898,$219.683,$325.489,$12.506,-
2011-09-30,$136.948,$34.543,$17.919,$52.462,$6.338,-,-,$-3.6,$30.308,$219.718,$-12.762,-,-,-,$-514.244,$-514.244,$8.128,$-518.878,-,$144.25,$144.25,$-97.974,$-97.974,-,$-6.294,$39.982,$-259.371,$13.617,-
2011-06-30,$124.372,$34.365,$3.939,$38.304,$-1.018,-,-,$-8.458,$3.035,$165.711,$-17.368,-,-,-,$-2.246,$-2.246,$5.869,$-13.745,-,$-65.75,$-65.75,$-23.059,$-23.059,-,$1.028,$-87.781,$62.417,$13.17,-
2011-03-31,$130.154,$34.727,$9.145,$43.872,$-50.531,-,-,$-0.504,$-18.67,$155.356,$-12.461,-,$-3.2,-,$0.599,$0.599,$-2.799,$-17.861,-,$-55.5,$-55.5,$2.452,$2.452,-,$-13.836,$-66.884,$72.465,$13.707,-
2010-12-31,$101.809,$35.006,$6.249,$41.255,$19.524,-,-,$0.269,$12.123,$155.187,$-10.741,-,$-0.023,-,$1.174,$1.174,$-4.942,$-14.532,-,$-55.5,$-55.5,$2.432,$2.432,-,$-3.327,$-56.395,$82.594,$10.852,-
2010-09-30,$99.913,$33.194,$2.725,$35.919,$4.435,-,-,$-3.132,$-16.58,$119.252,$-12.753,-,$-552.958,-,$0.14,$0.14,$620.795,$55.224,$1.484,$154.5,$155.984,$-89.879,$-89.879,-,$-10.176,$55.929,$232.09,$12.155,-
2010-06-30,$102.527,$29.258,$19.758,$49.016,$4.561,-,-,$-0.377,$6.216,$157.759,$-13.526,-,-,-,-,-,$-648.946,$-662.472,$0.077,$194.5,$194.577,$2.852,$2.852,-,$2.217,$199.646,$-305.186,$14.368,-
2010-03-31,$103.518,$29.737,$3.315,$33.052,$-31.189,-,-,$-2.004,$-35.01,$101.56,$-10.748,-,-,-,$0.001,$0.001,$-0.555,$-11.302,$-1.561,$-22.5,$-24.061,$6.968,$6.968,-,$-12.567,$-29.66,$59.829,$11.945,-
2009-12-31,$82.992,$30.35,$9.104,$39.454,$24.026,-,-,$1.319,$61.028,$183.474,$-16.177,-,$0.002,-,$16.501,$16.501,$-1.16,$-0.834,-,$-22.5,$-22.5,$3.369,$3.369,-,$-3.357,$-22.488,$160.836,$17.447,-
