,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$86.8,$99.7,$40.9,$140.6,$69.8,$173,$-65.6,$-102.9,$98.2,$325.6,$-35.5,-,-,-,-,-,-,$-35.5,$-18.2,-,$-18.2,$-101.9,$-101.9,$-23.3,$-114.8,$-258.2,$39.4,$1.9,$-23.3
2020-09-30,$128.5,$107.1,$11.9,$119,$-0.9,$38.1,$-54.9,$-36.1,$-18,$229.5,$-21.7,-,-,-,-,-,-,$-21.7,$-214.8,-,$-214.8,-,-,$-22.8,$0.3,$-237.3,$-28.6,$11.9,$-22.8
2020-06-30,$85.8,$100.1,$-1.6,$98.5,$268.7,$-6.8,$-88.3,$-42.3,$126.2,$310.5,$-31,-,$-4.6,-,-,-,-,$-35.6,$-284,-,$-284,-,-,$-23.4,$0.4,$-307,$-28,$-1.6,$-23.4
2020-03-31,$111.2,$78.2,$7.3,$85.5,$-22.6,$-23.5,$-60.2,$-83.2,$-278.6,$-81.9,$-26.9,-,$-35.7,-,-,-,-,$-62.6,$317.7,-,$317.7,$-105.3,$-105.3,$-23,$-5.9,$183.5,$11.7,$7.3,$-23
2019-12-31,$137,$59.8,$2.5,$62.3,$26,$197.2,$2.2,$57.6,$248.5,$447.8,$-72.2,-,$4.2,-,-,-,-,$-68,$-332.1,-,$-332.1,-,-,$-23.5,-,$-355.6,$16.8,$13.9,$-23.5
2019-09-30,$90.7,$103.7,$12.2,$115.9,$3.4,$-88.7,$-74.6,$89.5,$-82.7,$123.9,$-50.4,-,$-19,-,-,-,-,$-69.4,$117.1,-,$117.1,-,-,$-23.9,$-2.2,$91,$126.2,$12.2,$-23.9
2019-06-30,$102.8,$99.8,$15.4,$115.2,$15.9,$72.1,$44.5,$-25.2,$194.5,$412.5,$-29.9,-,$-270.9,-,-,-,-,$-300.8,$-125,-,$-125,-,-,$-22.6,$-9.3,$-156.9,$-51.6,$15.4,$-22.6
2019-03-31,$-4,$55.9,$8.5,$64.4,$-51.6,$75.3,$-116.4,$105.2,$-29.1,$31.3,$-28.9,-,"$-2,710.7",-,-,-,-,"$-2,739.6",$898.8,-,$898.8,-,-,$-11.7,$-4.1,$883,"$-1,829.5",$8.5,$-11.7
2018-12-31,$34.8,$26.3,$-3.6,$22.7,$45.6,$16.6,$44.6,$45.4,$219.2,$276.7,$-26.9,-,$-2.1,-,-,-,$-14.1,$-43.1,$3.1,-,$3.1,$-13.1,$-13.1,$-11.6,$4.4,$-17.2,$206.9,$4.8,$-11.6
2018-09-30,$86.172,$29.773,$9.164,$38.937,$-40.221,$-9.369,$-55.211,$4.531,$-155.013,$-29.904,$-24.277,-,$-10.823,-,-,-,-,$-35.1,"$1,978.104",-,"$1,978.104",$6.233,$6.233,$-11.604,$-0.197,"$1,972.536","$1,889.827",$6.517,$-11.604
2018-06-30,$83.271,$25.373,$9.664,$35.037,$6.368,$-65.376,$27.315,$-57.779,$-74.604,$43.704,$-21.255,-,$-3.98,-,-,-,-,$-25.235,$5.233,-,$5.233,$3.994,$3.994,$-11.565,$-3.566,$-5.904,$-4.312,$8.287,$-11.565
2018-03-31,$87.457,$27.854,$5.672,$33.526,$-66.347,$-50.755,$32.096,$-24.252,$-96.783,$24.2,$-9.568,-,$-34.297,-,-,-,-,$-43.865,$40.263,-,$40.263,$2.873,$2.873,$-11.531,$-2.937,$28.668,$16.485,$5.696,$-11.531
2017-12-31,$49.697,$26.23,$-60.372,$-34.142,$-8.454,$44.365,$29.689,$97.762,$146.734,$162.289,$-29.003,-,$-98.625,-,-,-,-,$-127.628,$-17.354,-,$-17.354,$1.512,$1.512,$-11.507,$-0.002,$-27.351,$5.352,$6.761,$-11.507
2017-09-30,$68.439,$25.919,$3.768,$29.687,$6.298,$-4.959,$-45.628,$4.961,$-57.912,$40.214,$-21.243,-,-,-,-,-,-,$-21.243,$-100.336,-,$-100.336,$0.209,$0.209,$-11.516,$0.004,$-111.639,$-100.442,$2.66,$-11.516
2017-06-30,$72.16,$25.822,$6.559,$32.381,$29.937,$-16.261,$-51.071,$-31.174,$-92.148,$12.393,$-18.911,-,$-46.594,-,-,-,-,$-65.505,$89.208,-,$89.208,$1.42,$1.42,$-9.605,$0.04,$81.063,$48.343,$6.187,$-9.605
2017-03-31,$72.004,$25.229,$5.845,$31.074,$-96.481,$-32.145,$-24.69,$-63.349,$-129.174,$-26.096,$-19.043,-,$-800.081,-,-,-,-,$-819.124,$-24.318,-,$-24.318,$1.259,$1.259,$-9.572,$-6.842,$-39.473,$-863.053,$5.692,$-9.572
2016-12-31,$46.328,$20.42,$-3.676,$16.744,$58.09,$43.039,$24.845,$35.287,$140.565,$203.637,$-18.317,-,$-98.758,-,-,-,-,$-117.075,$642.102,-,$642.102,$0.21,$0.21,$-8.907,$1.902,$635.307,$689.908,$6.025,$-8.907
2016-09-30,$82.428,$16.282,$4.442,$20.724,$-36.191,$13.194,$-30.02,$-8.399,$-70.235,$32.917,$-12.597,-,$-63.092,-,-,-,-,$-75.689,$75.649,-,$75.649,$-77.316,$-77.316,$-8.958,$0.446,$-10.179,$-52.553,$5.115,$-8.958
2016-06-30,$90.485,$16.861,$4.523,$21.384,$21.673,$-12.293,$4.245,$23.445,$26.541,$138.41,$-10.519,-,$-21.053,-,-,-,-,$-31.572,$-55.046,-,$-55.046,$0.136,$0.136,$-7.21,-,$-62.12,$40.161,$4.163,$-7.21
2016-03-31,$94.163,$16.232,$5.528,$21.76,$-23.844,$1.4,$-18.002,$-16.858,$-40.357,$75.566,$-8.42,-,$-0.21,-,-,-,-,$-8.63,$109.547,-,$109.547,$-133.223,$-133.223,$-7.355,$-9.006,$-40.037,$36.583,$5.51,$-7.355
2015-12-31,$101.779,$16.567,$12.374,$28.941,$22.381,$35.994,$4.051,$3.542,$64.818,$195.538,$-14.919,-,$-29.442,-,-,-,$6.186,$-38.175,$244.728,-,$244.728,$-365.062,$-365.062,$-7.648,$-2.683,$-130.665,$17.95,$5.927,$-7.648
2015-09-30,$99.181,$16.555,$5.192,$21.747,$34.907,$9.689,$-55.686,$18.585,$23.452,$144.38,$-12.043,-,-,-,-,-,$-209.128,$-221.171,$50.281,-,$50.281,$-21.037,$-21.037,$-7.735,$1.295,$22.804,$-56.603,$5.103,$-7.735
2015-06-30,$101.504,$16.043,$5.425,$21.468,$3.714,$-6.995,$-12.084,$-24.325,$-55.707,$67.265,$-12.362,-,$-24.395,-,-,-,-,$-36.757,$-20.142,-,$-20.142,$1.012,$1.012,$-5.8,$1.074,$-23.856,$15.709,$6.226,$-5.8
2015-03-31,$96.164,$15.569,$8.596,$24.165,$-39.502,$-18.541,$-12.931,$-13.807,$-76.668,$43.661,$-8.32,-,$-75.713,-,-,-,-,$-84.033,$-100.147,-,$-100.147,$0.397,$0.397,$-5.78,$-14.251,$-119.781,$-176.714,$8.763,$-5.78
2014-12-31,$92.686,$16.284,$0.39,$16.674,$71.946,$-30.131,$14.407,$8.844,$132.861,$242.221,$-16.604,-,$-0.776,-,-,-,-,$-17.38,$-0.854,-,$-0.854,$0.293,$0.293,$-5.775,$0.281,$-6.055,$213.308,$7.027,$-5.775
2014-09-30,$90.155,$17.115,$5.554,$22.669,$2.567,$-13.709,$-2.682,$-19.611,$-20.319,$92.505,$-12.497,-,$-100.244,-,-,-,-,$-112.741,$20.233,-,$20.233,$-8.935,$-8.935,$-5.78,$1.458,$6.976,$-13.366,$7.004,$-5.78
2014-06-30,$88.705,$14.284,$4.849,$19.133,$-11.486,$-1.144,$24.512,$-19.247,$3.606,$111.444,$-13.212,-,$-199.417,-,-,-,-,$-212.629,$50.269,-,$50.269,$-13.506,$-13.506,$-3.863,$0.639,$33.539,$-69.196,$5.396,$-3.863
2014-03-31,$80.134,$13.578,$6.079,$19.657,$-80.44,$-19.105,$19.141,$6.218,$-73.576,$26.215,$-4.928,-,-,-,-,-,-,$-4.928,$-0.067,-,$-0.067,$-1.272,$-1.272,$-3.828,$-3.787,$-8.954,$9.343,$6.707,$-3.828
2013-12-31,$74.041,$14.058,$27.564,$41.622,$17.476,$-2.965,$37.434,$-0.526,$34.994,$150.657,$-17.811,-,$-1.396,-,-,-,-,$-19.207,$-89.954,-,$-89.954,$-27.083,$-27.083,$-3.844,$-5.179,$-126.06,$4.753,$6.511,$-3.844
2013-09-30,$73.943,$12.116,$1.325,$13.441,$-64.02,$22.022,$2.234,$-9.601,$-47.484,$39.9,$-8.651,-,$-106.987,-,-,-,-,$-115.638,$140.123,-,$140.123,$-3.399,$-3.399,$-4.004,$5.283,$138.003,$66.502,$6.506,$-4.004
2013-06-30,$74.638,$13.849,$1.885,$15.734,$-60.621,$20.209,$6.348,$0.587,$-77.316,$13.056,$-3.046,-,-,-,-,-,-,$-3.046,$-20.616,-,$-20.616,$1.06,$1.06,$-2.41,$2.87,$-19.096,$-10.833,$5.53,$-2.41
2013-03-31,$69.613,$11.17,$4.3,$15.47,$-42.534,$-13.206,$14.96,$-6.782,$-53.043,$32.04,$-5.73,-,$-115.071,-,-,-,-,$-120.801,$99.672,-,$99.672,$1.589,$1.589,$-2.386,$1.292,$100.167,$9.572,$5.56,$-2.386
2012-12-31,$64.765,$12.648,$5.253,$17.901,$48.454,$-5.892,$6.086,$32.8,$41.247,$123.913,$-11.267,-,$-47.61,-,-,-,-,$-58.877,$-115.065,-,$-115.065,$-17.149,$-17.149,$-2.41,$0.607,$-134.017,$-66.289,$4.841,$-2.41
2012-09-30,$62.994,$11.294,$2.47,$13.764,$15.649,$1.774,$-16.364,$-19.022,$6.231,$82.989,$-7.395,-,$-13.934,-,-,-,-,$-21.329,$-10.257,-,$-10.257,$-4.514,$-4.514,$-2.376,$1.793,$-15.354,$47.95,$5.087,$-2.376
2012-06-30,$64.712,$9.995,$6.129,$16.124,$-39.642,$-7.912,$8.187,$6.677,$-51.281,$29.555,$-6.27,-,$-88.37,-,-,-,-,$-94.64,$57.264,-,$57.264,$-21.468,$-21.468,$-1.442,$0.018,$34.372,$-35.199,$4.875,$-1.442
