,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$199.525,$14.339,$24.373,$38.712,$-372.753,-,-,$28.507,$-96.545,$141.692,$-10.124,-,-,-,-,-,$0.553,$-9.571,-,-,-,$-5.833,$-5.833,$-88.114,-,$-93.947,$62.281,$17.407,$-88.114
2020-09-30,$191.719,$15.851,$14.338,$30.189,$-106.065,-,-,$-37.863,$-60.309,$161.599,$-9.178,-,-,-,-,-,$1.174,$-8.004,-,-,-,$121.43,$121.43,-,-,$121.43,$285.055,$12.297,-
2020-06-30,$184.188,$14.109,$33.432,$47.541,$-185.055,-,-,$43.775,$-45.008,$186.721,$-22.114,-,-,-,-,-,$-0.068,$-22.182,-,-,-,$-1.798,$-1.798,$-86.815,$-9.17,$-97.783,$68.482,$21.638,$-86.815
2020-03-31,$122.782,$12.66,$8.27,$20.93,$16.68,-,-,$-6.797,$21.288,$165,$-6.127,-,-,-,-,-,$-0.143,$-6.27,-,-,-,$-259.841,$-259.841,-,$-1.396,$-261.237,$-118.518,$11.156,-
2019-12-31,$137.748,$12.494,$16.356,$28.85,$19.744,-,-,$4.88,$-1.352,$165.246,$-9.079,-,-,-,-,-,$-0.518,$-9.597,-,-,-,$-64.083,$-64.083,$-85.369,-,$-149.452,$14.521,$12.182,$-85.369
2019-09-30,$160.627,$12.386,$7.742,$20.128,$43.885,-,-,$28.959,$-19.256,$161.499,$-15.521,-,-,-,-,-,$0.232,$-15.289,-,-,-,$-1.286,$-1.286,-,-,$-1.286,$133.32,$12.155,-
2019-06-30,$153.53,$12.677,$29.076,$41.753,$-28.187,-,-,$-34.296,$-39.576,$155.707,$-12.987,-,-,-,-,-,$1.038,$-11.949,-,-,-,$-158.302,$-158.302,$-85.184,$-6.674,$-250.16,$-106.779,$23.824,$-85.184
2019-03-31,$140.111,$13.393,$13.791,$27.184,$230.477,-,-,$-2.999,$122.188,$289.483,$-9.435,-,-,-,-,-,$0.255,$-9.18,-,-,-,$-17.144,$-17.144,-,-,$-17.144,$265.694,$13.382,-
2018-12-31,$179.577,$13.186,$19.92,$33.106,$-58.65,-,-,$0.274,$-110.633,$102.05,$-9.832,-,-,-,-,-,$-0.039,$-9.871,-,-,-,$-78.972,$-78.972,$-77.66,$-1.271,$-157.903,$-66.877,$12.976,$-77.66
2018-09-30,$163.067,$13.335,$-7.073,$6.262,$-210.092,-,-,$2.563,$-82.608,$86.721,$-11.733,-,-,-,-,-,$1.109,$-10.624,-,-,-,$-100.022,$-100.022,-,$-1.246,$-101.268,$-30.242,$13.902,-
