,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$750,"$4,219",$427,"$4,646",$-489,$-609,-,"$-1,468","$-2,059","$3,474","$-3,807",$-506,$-14,-,-,-,$680,"$-3,647","$4,068",$-74,"$3,994",-,-,-,$-15,"$3,979","$3,806",$136,-
2020-09-30,"$1,253","$4,150",$729,"$4,879","$-1,538",$-549,-,$-448,"$-3,499","$2,772","$-3,217",$17,"$1,238",-,-,-,$830,"$-1,132","$-5,815",$-231,"$-6,046",$4,$4,-,$-102,"$-6,144","$-4,504",$161,-
2020-06-30,$110,"$4,064","$1,201","$5,265",$-498,$-553,-,"$-2,307","$-4,619",$777,"$-2,257",$-745,"$-5,000",-,-,-,"$1,646","$-6,356","$15,820",$-337,"$15,483",$300,$300,-,$-155,"$15,628","$10,049",$259,-
2020-03-31,$951,"$1,718",$586,"$2,304",$-748,$-511,-,$-44,"$-1,708","$1,617","$-1,753",$-99,-,-,-,-,$272,"$-1,580",$-282,$-25,$-307,-,-,-,$-146,$-453,$-416,$138,-
2019-12-31,$751,"$1,776",$499,"$2,275","$-1,016",$-478,-,$-423,"$-1,561","$1,537","$-1,157",$-104,-,-,-,-,$374,$-887,$-248,$-475,$-723,-,-,-,$-52,$-775,$-125,$129,-
2019-09-30,$870,"$1,655",$522,"$2,177",$-745,$-36,-,$-212,"$-1,388","$1,748","$-1,514",$-13,$-31,-,-,-,$901,$-657,$-235,$-300,$-535,-,-,-,$-8,$-543,$548,$126,-
2019-06-30,$939,"$1,585",$515,"$2,100",$-805,$162,-,$-312,$-912,"$2,147","$-1,789",$-665,-,-,-,-,$839,"$-1,615",$-829,-,$-829,-,-,-,$-37,$-866,$-334,$130,-
2019-03-31,$908,"$1,600",$506,"$2,106","$-1,143",$-265,-,$-303,"$-1,698","$1,392","$-1,931",$-185,-,-,-,-,"$1,150",$-966,$-86,-,$-86,-,-,-,$-104,$-190,$236,$110,-
2018-12-31,$640,"$1,640",$462,"$2,102","$-1,370",$-244,-,$-696,"$-1,805",$954,"$-1,184",$-26,-,-,-,-,"$1,441",$231,$-192,$-54,$-246,-,-,-,$-65,$-311,$874,$100,-
2018-09-30,$795,"$1,637",$516,"$2,153","$-1,238",$-115,-,$-468,"$-2,086",$914,"$-1,362",$-22,-,-,-,-,"$1,342",$-42,$-463,$-246,$-709,-,-,-,$-49,$-758,$114,$115,-
2018-06-30,$782,"$1,634",$583,"$2,217","$-1,136",$125,-,$-639,"$-1,729","$1,261","$-1,629",$-28,$-5,-,-,-,"$1,356",$-306,"$-2,668",-,"$-2,668",$-405,$-405,-,$-194,"$-3,267","$-2,312",$112,-
2018-03-31,$671,"$1,575",$445,"$2,020",$-873,$33,-,$-45,"$-1,913",$770,"$-1,366",$-51,$-333,-,-,-,"$1,288",$-462,"$1,768",-,"$1,768",$-666,$-666,-,$-102,"$1,000","$1,308",$97,-
2017-12-31,"$2,707","$1,485","$-1,996",$-511,"$-1,255",$-816,-,$-982,"$-1,367",$865,$-921,$-8,-,-,-,-,"$1,196",$267,$-324,$-4,$-328,$-427,$-427,$-14,$117,$-652,$480,$85,-
2017-09-30,$550,"$1,416",$611,"$2,027","$-1,022",$113,-,$-479,"$-1,400","$1,252","$-1,441",$-15,-,-,-,-,"$1,111",$-345,$-321,$-4,$-325,-,-,$-13,$-11,$-349,$558,$82,-
2017-06-30,$581,"$1,519",$684,"$2,203",$-629,$-185,-,$-908,"$-1,666","$1,106","$-1,347","$-5,791",-,-,-,-,$887,"$-6,251","$-1,704",$-292,"$-1,996",-,-,$-14,$-165,"$-2,175","$-7,320",$72,-
2017-03-31,$698,"$1,564",$141,"$1,705","$-1,025",$44,-,$-175,"$-1,807",$608,"$-1,528",$-14,-,-,-,-,"$1,126",$-416,"$1,925",-,"$1,925",-,-,$-14,$-102,"$1,809","$2,001",$67,-
2016-12-31,$390,"$1,548",$569,"$2,117","$-2,997",$-305,-,"$-1,362","$-4,297","$-1,754",$-859,$-424,-,-,-,-,"$3,345","$2,062",$-77,-,$-77,-,-,$-14,$-69,$-160,$148,$64,-
2016-09-30,$366,"$1,568",$288,"$1,856",$-155,$301,-,$102,$-483,"$1,740","$-1,159",$-705,-,-,-,-,$5,"$-1,859",$-59,-,$-59,-,-,$-13,$5,$-67,$-186,$59,-
2016-06-30,$225,"$1,575",$398,"$1,973",$-105,$3,-,$9,$-438,"$1,768","$-1,349","$-2,245",-,"$2,923",-,"$2,923",$4,$-667,$949,$-150,$799,-,-,$-14,$5,$790,"$1,891",$60,-
2016-03-31,$479,"$1,552",$-115,"$1,437",$-202,$-801,-,$603,$-892,"$1,025","$-1,335",$-594,-,$75,-,$75,$-6,"$-1,860",$-41,-,$-41,-,-,$-14,$-45,$-100,$-935,$52,-
2015-12-31,$297,"$1,369",$495,"$1,864",$-103,"$-1,522",-,"$1,161",$193,"$2,233","$-1,431",$3,-,"$-2,997",-,"$-2,997",$103,"$-4,322","$4,086",$-1,"$4,085",$47,$47,$-14,$-80,"$4,038","$1,949",$48,-
2015-09-30,$138,"$1,157",$416,"$1,573",$-48,$-915,-,$103,$-278,"$1,531","$-1,120",$-94,-,-,-,-,$5,"$-1,209",$-13,$-315,$-328,-,-,$-13,$10,$-331,$-9,$42,-
2015-06-30,$361,"$1,075",$234,"$1,309",$62,$87,-,$-514,$-518,"$1,161","$-1,191",$-148,-,-,-,-,$2,"$-1,337",$-6,$-185,$-191,-,-,$-14,$-9,$-214,$-390,$56,-
2015-03-31,$-63,"$1,087",$215,"$1,302",$-170,$-145,-,$-41,$-749,$489,$-982,"$-1,696",-,-,-,-,$-14,"$-2,692",$-5,$-63,$-68,-,-,$-14,$2,$-80,"$-2,283",$55,-
2014-12-31,$247,"$4,412",$308,"$4,720",$-90,$-499,-,"$-2,649",$-843,"$1,355","$-1,299",$-510,-,-,-,-,$3,"$-1,806","$-1,019",$-4,"$-1,023",$27,"$1,009",-,$-7,$-21,$-472,$196,-
2014-09-30,"$-1,729",-,-,-,-,-,-,-,-,"$1,062","$-1,131",$-23,-,-,-,-,$-11,"$-1,165","$2,993",$-183,"$2,810",-,-,-,-,"$2,810","$2,707",-,-
2014-06-30,"$1,729",-,-,-,-,-,-,-,-,$970,$-940,"$-2,367",-,-,-,-,$-3,"$-3,310",-,$-5,$-5,-,-,-,$-46,$-51,"$-2,391",-,-
2014-03-31,-,-,-,-,-,-,-,-,-,$759,$-947,-,-,-,-,-,$-18,$-965,-,$-226,$-226,-,-,-,$12,$-214,$-420,-,-
2013-12-31,$35,"$3,627",$813,"$4,440",$-158,$42,-,"$-1,561","$-1,066","$1,004",$-882,$-329,-,-,$22,$22,$-35,"$-1,224","$2,108",$-50,"$2,058","$1,808","$1,808",-,$-120,"$3,746","$3,526",$100,-
