,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-02-28,$350.5,$103.2,$19.5,$122.7,$-120.8,-,-,$-55.3,$-33.3,$439.9,$-32.3,-,$-19.5,-,$-55.9,$-55.9,$-2.2,$-109.9,-,$845,$845,$-47.2,$-47.2,$-223.8,$10.5,$584.5,$914.5,$12.6,$-223.8
2020-11-30,$272.4,$105.4,$10.7,$116.1,$-140,-,-,$-73.6,$-172.8,$215.7,$-30.1,-,-,-,$-223.2,$-223.2,$-0.8,$-254.1,-,$87.5,$87.5,-,-,$-223.5,$56.4,$-79.6,$-118,$12.2,$-223.5
2020-08-31,$211.6,$106.4,$12.1,$118.5,$-66.2,-,-,$6.7,$-115.1,$215,$-20.7,-,-,-,$-215,$-215,$-0.6,$-236.3,-,$-132.1,$-132.1,$-28.8,$-28.8,$-223.2,$1.3,$-382.8,$-404.1,$13.3,$-223.2
2020-05-31,$220.7,$108.8,$7.5,$116.3,$54.9,-,-,$-25.3,$51.2,$388.2,$-35.1,-,$0.2,-,$444,$444,$-1.6,$407.5,-,$-987.1,$-987.1,-,-,$-222.6,$1.3,"$-1,208.4",$-412.7,$10.9,$-222.6
2020-02-29,$354.5,$107.1,$9.7,$116.8,$56.2,-,-,$-27.4,$16.8,$488.1,$-32,-,$-6.3,-,$-158.499,$-158.499,$-4,$-200.8,-,$575.6,$575.6,-,-,$-222.5,$12.1,$365.2,$652.5,$12.7,$-222.5
2019-11-30,$258.7,$111.8,$14.5,$126.3,$-45.3,-,-,$-95,$-115.2,$269.8,$-33.5,-,-,-,$56.5,$56.5,$-2.5,$20.5,-,$-24.8,$-24.8,-,-,$-222.3,$15.3,$-231.8,$58.5,$13.3,$-222.3
2019-08-31,$264.2,$108.9,$8.2,$117.1,$-9.5,-,-,$-37.4,$-86.5,$294.8,$-26.4,-,-,-,$572.8,$572.8,$-1.7,$544.7,-,$-11.9,$-11.9,$-171.9,$-171.9,$-222,$-7.4,$-413.2,$426.3,$10.5,$-222
2019-05-31,$230.4,$111.4,$7.7,$119.1,$-10.7,-,-,$-59.2,$-100.8,$248.7,$-35.8,-,$-8.1,-,"$-1,044","$-1,044",$-1.8,"$-1,089.7",$-3.7,"$-1,684.7","$-1,688.4",$-24.1,$-24.1,$-222.9,$6.1,"$-1,929.3","$-2,770.3",$12.6,$-222.9
2019-02-28,$324.6,$109.4,$11.1,$120.5,$-33.7,-,-,$-24.4,$80.5,$525.6,$-27.2,-,$-984.1,-,$421.5,$421.5,$-2.5,$-592.3,$800,"$1,694.4","$2,494.4",-,-,$-201.2,$11.2,"$2,304.4","$2,237.7",$10.8,$-201.2
2018-11-30,$235.8,$95,$21.5,$116.5,$-28.1,-,-,$-85.7,$-128.8,$223.5,$-36.4,-,-,-,$-65.7,$-65.7,$-0.2,$-102.3,-,$-74.5,$-74.5,-,-,$-201.3,$2.5,$-273.3,$-152.1,$11.9,$-201.3
