,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,-,-,-,-,-,-,-,-,-,"$2,507","$1,351",-,"$2,099",-,"$5,281","$5,281",$-541,"$8,190","$-22,469","$-3,261","$-25,730",$344,$344,$260,$-187,"$-25,313","$-14,616",-,$260
2020-09-30,-,-,-,-,-,-,-,-,-,"$-2,575",$-133,-,"$-2,099",-,"$1,119","$1,119",$-31,"$-1,144","$12,434",-,"$12,434",-,-,-,"$-2,187","$10,247","$6,528",-,-
2020-06-30,-,-,-,-,-,-,-,-,-,$-290,$-281,-,-,-,"$-4,301","$-4,301",$507,"$-4,075","$7,311",$379,"$7,690",-,-,-,"$2,032","$9,722","$5,357",-,-
2020-03-31,-,-,-,-,-,-,-,-,-,$358,$-937,-,-,-,"$-2,099","$-2,099",$65,"$-2,971","$2,724","$2,882","$5,606",$-344,$-344,$-260,$342,"$5,344","$2,731",-,$-260
2019-12-31,"$4,767","$2,581","$1,535","$4,116",$-775,$-139,-,$68,$-702,$970,"$-1,072",-,$170,$206,$-97,$109,$13,$-780,"$1,042",-,"$1,042",$-225,$-225,$-259,$284,$842,"$1,032",-,$-259
2019-09-30,-,-,-,-,-,-,-,-,-,"$2,244",$-944,-,$-170,-,$89,$89,$-99,"$-1,124",$-355,-,$-355,$-209,$-209,$-260,$-627,"$-1,451",$-331,-,$-260
2019-06-30,-,-,-,-,-,-,-,-,-,"$3,269","$-1,560",-,-,$-206,$117,$-89,$86,"$-1,563","$-1,165",-,"$-1,165",$-268,$-268,$-228,$-1,"$-1,662",$44,-,$-228
2019-03-31,-,-,-,-,-,-,-,-,-,"$1,942","$-1,360",-,-,$206,-,$206,$58,"$-1,096",$-785,"$1,750",$965,"$-1,325","$-1,325",$-233,$-16,$-609,$237,-,$-233
2018-12-31,"$3,935","$2,329","$1,424","$3,753",$108,$324,-,$-115,$-101,"$-4,397","$2,540",-,-,$18,$-63,$-45,$-49,"$2,446",$-627,-,$-627,$925,$925,$453,$34,$785,"$-1,166",-,$453
2018-09-30,-,-,-,-,-,-,-,-,-,"$1,499",$-962,-,-,$42,-,$42,$17,$-903,$-648,-,$-648,$-325,$-325,$-240,$5,"$-1,208",$-612,-,$-240
