,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$201.799,$74.295,$-143.113,$-68.818,$20.616,-,-,$6.862,$-9.01,$123.971,$-53.656,-,-,-,$16.913,$16.913,$-39.91,$-76.653,$-2.657,-,$-2.657,-,-,$-75.554,$-0.896,$-79.107,$-31.789,-,$-75.554
2020-09-30,$-37.429,$71.704,$149.162,$220.866,$10.286,-,-,$-8.269,$45.058,$228.495,$-52.342,-,$7.073,$0.025,$-7.314,$-7.289,$-0.659,$-53.217,$17.369,-,$17.369,-,-,$-49.604,$-19.753,$-51.988,$123.29,-,$-49.604
2020-06-30,$748.118,$73.559,$-703.55,$-629.991,$-29.935,-,-,$0.439,$-35.929,$82.198,$-54.377,-,$-7.073,$0.743,$-4.179,$-3.436,$228.036,$163.15,$309.557,$-675,$-365.443,-,-,$-127.461,$-2.553,$-495.457,$-250.109,-,$-127.461
2020-03-31,$90.389,$69.397,$16.32,$85.717,$-1.526,-,-,$-24.787,$-20.857,$155.249,$-65.36,-,-,$0.163,$-3.368,$-3.205,$2.012,$-66.553,$-78.423,$475,$396.577,$0.981,$0.981,$-127.255,$-31.15,$239.153,$327.849,-,$-127.255
2019-12-31,$110.043,$68.439,$-20.19,$48.249,$-27.252,-,-,$3.255,$-57.123,$101.169,$29.1,-,-,$0.103,$18.452,$18.555,$-6.769,$40.886,$3.988,-,$3.988,$200.661,$-24.339,$-130.285,$-8.782,$-159.418,$-17.363,-,$-130.285
2019-09-30,$85.453,$68.874,$12.668,$81.542,$-9.067,-,-,$-26.895,$1.935,$168.93,$-59.86,-,-,$1.682,$-1.161,$0.521,$-1.449,$-60.788,$348.517,$65,$413.517,$1.54,$-348.46,$-136.054,$-9.826,$-80.823,$27.319,-,$-136.054
2019-06-30,$101.387,$69.005,$2.454,$71.459,$1.281,-,-,$-4.637,$-14.575,$158.271,$-85.017,-,-,$0.112,$-13.034,$-12.922,$12.962,$-84.977,$-2.167,$35,$32.833,$1.13,$1.13,$-132.705,$-4.234,$-102.976,$-29.682,-,$-132.705
2019-03-31,$116.678,$71.561,$-10.397,$61.164,$0.878,-,-,$-26.299,$-22.584,$155.258,$-5.562,-,-,$-0.118,$-4.203,$-4.321,$-5.659,$-15.542,$-3.061,-,$-3.061,$0.681,$0.681,$-132.521,$-4.723,$-139.624,$0.092,-,$-132.521
2018-12-31,$87.947,$74.266,$3.359,$77.625,$-1.088,-,-,$-7.632,$-43.967,$121.605,$-0.059,-,-,$0.28,$16.642,$16.922,$6.027,$22.89,$15.497,$-30,$-14.503,$0.104,$0.104,$-132.524,$-0.377,$-147.3,$-2.805,-,$-132.524
2018-09-30,$100.725,$74.972,$-15.803,$59.169,$-2.989,-,-,$-23.771,$4.451,$164.345,$1.85,-,-,$0.548,$-18.855,$-18.307,$19.061,$2.604,$-309.053,$130,$-179.053,$0.457,$0.457,$-132.521,$-15.023,$-326.14,$-159.191,-,$-132.521
2018-06-30,$165.809,$79.76,$-63.439,$16.321,$4.082,-,-,$-10.995,$-22.423,$159.707,$134.693,-,-,$-0.063,$2.503,$2.44,$11.592,$148.725,$-23.394,$-7.746,$-31.14,$-50.85,$-50.85,$-134.47,$-4.708,$-221.168,$87.264,-,$-134.47
2018-03-31,$143.982,$81.382,$-36.371,$45.011,$5.224,-,-,$-12.309,$3.286,$192.279,$85.978,-,$-4.592,$0.129,$-2.424,$-2.295,$0.335,$79.426,$-165.032,-,$-165.032,$8.868,$8.868,$-130.241,$-5.5,$-291.905,$-20.2,-,$-130.241
2017-12-31,$84.566,$85.024,$-5.263,$79.761,$-7.745,-,-,$-2.75,$-43.962,$120.365,$-47.359,-,-,$0.704,$30.002,$30.706,$0.645,$-16.008,$-100.868,$-17.101,$-117.969,$222.196,$222.196,$-124.99,$-1.669,$-22.432,$81.925,-,$-124.99
