,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$171,$213,$-5,$208,-,$143,-,$51,$301,$712,$-237,-,$-28,-,-,-,$1,$-264,$-762,$226,$-536,$-478,$-478,$-125,$-4,"$-1,143",$-630,$33,$-125
2020-09-30,$359,$209,$30,$239,$-101,$-44,-,$-54,$-115,$510,$-156,-,$-13,-,-,-,$12,$-157,-,$-1,$-1,$29,$29,$-125,$-14,$-111,$272,$33,$-125
2020-06-30,$247,$219,$49,$268,$35,$-178,-,$-74,$-155,$374,$-144,-,$-10,-,-,-,-,$-154,-,$-225,$-225,$85,$85,$-112,$-9,$-261,$-16,$35,$-112
2020-03-31,$333,$199,$30,$229,$-60,$-83,-,$-50,$-303,$272,$-172,-,$-443,-,-,-,$11,$-604,"$1,240",-,"$1,240",$66,$66,$-111,$-25,"$1,170",$775,$29,$-111
2019-12-31,$-19,$209,$534,$743,$-42,$92,-,$-7,$80,$829,$-191,-,$-232,-,-,-,$2,$-421,$222,-,$222,$-219,$-219,$-113,$-6,$-116,$326,$30,$-113
2019-09-30,$375,$195,$54,$249,$37,$3,-,$-59,$31,$701,$-167,-,$-75,-,-,-,$11,$-231,-,-,-,$-237,$-237,$-112,$-5,$-354,$75,$35,$-112
2019-06-30,$313,$224,$-18,$206,$-92,$-9,-,$-38,$-103,$446,$-145,-,$-2,-,-,-,-,$-147,"$1,661",$-795,$866,$-34,$-34,$-97,$-5,$730,"$1,032",$35,$-97
2019-03-31,$342,$192,$13,$205,$32,$-82,-,$-48,$-433,$128,$-193,-,$-109,-,-,-,$1,$-301,-,$795,$795,$-424,$-424,$-101,$-32,$238,$64,$22,$-101
2018-12-31,$305,$185,$71,$256,$4,$29,-,$-4,$121,$709,$-206,-,$-13,-,-,-,$3,$-216,-,-,-,"$-1,398","$-1,398",$-102,$-8,"$-1,508","$-1,025",$28,$-102
2018-09-30,$509,$199,$-183,$16,$-59,$-92,-,$-11,$-85,$456,$-142,-,$-27,-,-,-,$8,$-161,-,-,-,$-185,$-185,$-101,$-1,$-287,$-3,$33,$-101
2018-06-30,$343,$195,$40,$235,$-33,$-78,-,$-51,$-168,$405,$-156,-,$-9,-,-,-,-,$-165,-,-,-,$-171,$-171,$-86,$-6,$-263,$-90,$34,$-86
2018-03-31,$389,$192,$-30,$162,$76,$-56,-,$-33,$-116,$447,$-155,-,$-219,-,-,-,-,$-374,-,-,-,$-440,$-440,$-87,$-18,$-545,$-447,$20,$-87
