,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020-12-31,$755,$455,$155,$610,-,"$-2,232",-,-,"$-2,230",$-865,$-266,-,-,"$-31,900",$-949,"$-32,849","$-1,040","$-34,155",$-139,"$-3,981","$-4,120",$12,$6,$-312,"$41,799","$37,373","$2,424",-,$-279
2020-09-30,$944,$431,$-1,$430,-,"$1,565",-,-,$-596,$778,$-333,-,-,"$15,285",$-445,"$14,840",$-61,"$14,446","$-2,620",$-483,"$-3,103",$6,$6,$-339,"$-11,819","$-15,255",$9,-,$-278
2020-06-30,$965,$390,$50,$440,-,"$-2,248",-,-,"$5,405","$6,810",$-359,-,-,"$27,354","$-14,231","$13,123","$7,091","$19,855",$73,"$1,855","$1,928",$3,$993,$-327,"$-32,084","$-29,490","$-2,819",-,$-278
2020-03-31,$962,$354,$-128,$226,-,"$2,419",-,-,"$-2,873","$-1,685",$-264,-,-,"$-55,697","$-14,666","$-70,363","$-7,974","$-78,601",$209,"$4,266","$4,475",$-952,$-952,$-318,"$79,675","$82,880","$2,538",-,$-282
2019-12-31,"$1,449",$344,$109,$453,-,"$-3,287",-,-,"$-4,373","$-2,471",$-98,-,-,"$-5,515",$199,"$-5,316",$96,"$-5,318",$-482,$397,$-85,"$-1,025","$-1,025",$-335,"$7,450","$6,005","$-1,725",-,$-286
2019-09-30,"$1,041",$336,$-101,$235,-,$-574,-,-,"$3,805","$5,081",$-395,-,-,"$12,130","$-2,684","$9,446","$-2,895","$6,156","$-1,596","$-5,871","$-7,467",$-962,$-962,$-330,"$-1,032","$-9,791","$1,400",-,$-294
2019-06-30,"$1,021",$333,$-106,$227,-,"$-1,249",-,-,"$-2,813","$-1,565",$-453,-,-,"$-31,882","$-1,479","$-33,361","$1,618","$-32,196","$-2,025","$5,753","$3,728",$-743,$-743,$-318,"$30,415","$33,082",$-701,-,$-270
2019-03-31,$956,$302,$-49,$253,-,$-57,-,-,"$-2,158",$-949,$-264,-,-,"$14,149","$3,435","$17,584","$3,490","$20,810",$-805,"$-2,062","$-2,867",$-511,$-511,$-306,"$-16,153","$-19,837",$35,-,$-270
2018-12-31,$870,$328,$-121,$207,-,$708,-,-,"$2,107","$3,184",$-289,-,-,"$-10,330","$-1,508","$-11,838","$-2,591","$-14,718","$1,046","$6,343","$7,389","$-1,356","$-1,356",$-327,"$7,752","$13,458","$1,909",-,$-278
