,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,544",$427,$719,"$1,146",$-837,$-147,$214,$-236,$-774,"$1,916",$-181,-,"$-19,938","$11,317",$-67,"$11,250",$-108,"$-8,977",$995,-,$995,$8,$8,$-858,$-14,$131,"$-6,889",$161,$-858
2020-09-30,$353,$355,"$2,267","$2,622",$-702,$-26,$-21,$-54,$-725,"$2,250",$-155,-,"$-1,000","$1,186",$-302,$884,-,$-271,"$5,189",-,"$5,189",$-165,$-165,$-861,$-39,"$4,124","$6,140",$173,$-861
2020-06-30,"$-3,346",$349,"$4,601","$4,950",$744,$-37,$-4,$30,$962,"$2,566",$-143,-,"$-4,804",$-47,$-78,$-125,$49,"$-5,023",-,-,-,$-19,$-19,$-856,$1,$-874,"$-3,305",$168,$-856
2020-03-31,"$1,538",$349,$650,$999,$-376,$15,$-109,$46,"$-1,101","$1,436",$-171,-,-,$-53,$-8,$-61,$-112,$-344,$-500,-,$-500,"$-1,151","$-1,151",$-874,$-86,"$-2,611","$-1,580",$141,$-874
2019-12-31,"$2,689",$350,$-647,$-297,$-251,$-60,$81,$-82,$188,"$2,580",$-203,-,-,"$1,362",$-522,$840,$-206,$431,-,-,-,$-78,$-78,$-801,$-17,$-896,"$2,157",$157,$-801
2019-09-30,"$-1,168",$347,"$3,358","$3,705",$101,$-23,$24,$-191,$108,"$2,645",$-200,-,"$-4,012","$3,533","$-1,147","$2,386",$-15,"$-1,841","$-1,500",-,"$-1,500",$-181,$-181,$-804,$-30,"$-2,515","$-1,766",$162,$-804
2019-06-30,"$1,875",$348,$320,$668,$-100,$3,$35,$9,$-201,"$2,342",$-185,-,$-239,"$-5,793",$-48,"$-5,841",$102,"$-6,163",$-500,-,$-500,$-550,$-550,$-800,$-7,"$-1,857","$-5,687",$174,$-800
2019-03-31,"$1,968",$359,$143,$502,$32,$-15,$-201,$-43,$-893,"$1,577",$-237,-,-,$364,$-56,$308,$-315,$-244,$-750,-,$-750,$-731,$-731,$-817,$-68,"$-2,366","$-1,013",$143,$-817
2018-12-31,$3,$358,"$1,756","$2,114",$113,$-119,$178,$154,$228,"$2,345",$-248,-,-,"$3,189",$-24,"$3,165",$-182,"$2,735",-,-,-,$-912,$-912,$-736,$-22,"$-1,670","$3,371",$175,$-736
2018-09-30,"$2,099",$358,$75,$433,$90,$-157,$-24,$127,$-320,"$2,212",$-167,-,-,"$2,230",$-132,"$2,098",$94,"$2,025","$-1,750",-,"$-1,750",$-369,$-369,$-742,$-40,"$-2,901","$1,335",$198,$-742
2018-06-30,"$1,819",$356,$315,$671,$176,$-20,$-101,$93,$-917,"$1,573",$-297,-,-,"$5,620",-,"$5,620",$-82,"$5,241",-,-,-,$-402,$-402,$-740,$-10,"$-1,152","$5,591",$252,$-740
2018-03-31,"$1,539",$357,$304,$661,$101,$-14,$-92,$529,$70,"$2,270",$-212,-,-,"$4,586",-,"$4,586",$-20,"$4,354","$-4,500",-,"$-4,500",$-928,$-928,$-753,$-414,"$-6,595",$55,$220,$-753
2017-12-31,"$-3,836",$397,$202,$599,$281,$-174,$85,$47,"$5,990","$2,753",$-220,-,"$-10,426",$630,-,$630,-,"$-10,016","$4,273",-,"$4,273",$-55,$-55,$-682,$-189,"$3,347","$-3,920",$334,$-682
2017-09-30,"$2,712",$297,$140,$437,$355,$-65,$-116,$166,$-455,"$2,694",$-129,-,-,"$-1,985",-,"$-1,985",-,"$-2,114","$2,961",-,"$2,961",$-89,$-89,$-682,$-20,"$2,170","$2,796",$113,$-682
