,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$551,$290,$-307,$-17,$589,-,"$1,904",$793,"$3,279","$3,813",$-278,-,$-3,$-181,$773,$592,$-6,$305,$-719,$31,$-688,"$-1,294","$-1,294",$-234,$-151,"$-2,367","$1,757",$69,$-234
2020-09-30,$222,$308,$-134,$174,$-532,-,$600,$-490,"$-1,546","$-1,150",$-306,-,$-67,$-668,$369,$-299,$761,$89,$-808,$818,$10,$-738,$-738,$-238,$-18,$-984,"$-2,044",$80,$-238
2020-06-30,"$2,276",$286,$52,$338,$326,-,$332,$136,"$2,896","$5,510",$-233,-,$2,-,"$-4,004","$-4,004",$-699,"$-4,934",$776,"$-1,075",$-299,$-7,$-7,$-242,$653,$105,$683,$67,$-242
2020-03-31,"$1,523",$270,$148,$418,$-639,-,$692,$-558,$574,"$2,515",$-204,-,"$-1,908",-,$-571,$-571,$-101,"$-2,784","$1,153",$375,"$1,528",$-485,$-485,$-240,$-124,$679,$408,$67,$-240
2019-12-31,$934,$246,$201,$447,$-173,-,$432,$120,$-54,"$1,327",$-351,-,-,$115,$976,"$1,091",$-17,$723,$-300,$-125,$-425,$-255,$-255,$-202,$-422,"$-1,304",$747,$68,$-202
2019-09-30,"$1,183",$301,$-23,$278,$-291,-,$143,$22,$206,"$1,667",$-271,-,-,$139,"$-1,511","$-1,372",$-55,"$-1,698","$1,223",$-439,$784,$-607,$-607,$-204,$171,$144,$112,$86,$-204
2019-06-30,"$1,139",$297,$83,$380,$164,-,$460,$-276,$-82,"$1,437",$-221,-,-,-,$-944,$-944,-,"$-1,165",$13,$-85,$-72,$-434,$-434,$-206,$35,$-677,$-404,$70,$-206
2019-03-31,"$1,551",$289,$47,$336,$-753,-,$791,$-56,$-257,"$1,630",$-234,-,-,-,$-440,$-440,$22,$-652,$117,$-50,$67,$-218,$-218,$-206,$-72,$-429,$548,$70,$-206
2018-12-31,$425,$288,$215,$503,$128,-,$-503,$519,$-465,$463,$-320,-,$-28,$137,"$1,072","$1,209",$-88,$773,$-344,$-359,$-703,$-453,$-453,$-193,$-212,"$-1,561",$-326,$91,$-193
2018-09-30,$959,$288,$176,$464,$-253,-,$54,"$-1,430",$-816,$607,$-355,-,$-10,$-116,$-209,$-325,$2,$-688,$-80,$295,$215,$-359,$-359,$-195,$-1,$-340,$-422,$57,$-195
2018-06-30,"$1,054",$286,$88,$374,$-607,-,$-49,$-209,$-886,$542,$-315,-,$-376,$-12,$-86,$-98,$11,$-778,$-597,$200,$-397,$885,$885,$-196,$-5,$287,$51,$36,$-196
2018-03-31,"$1,312",$270,$44,$314,$37,-,$-561,$876,$589,"$2,215",$-218,-,"$-1,346",$-158,"$1,152",$994,$4,$-566,$65,$-116,$-51,$-335,$-335,$-192,$-49,$-627,"$1,022",$42,$-192
2017-12-31,"$1,231",$228,$-696,$-468,$-634,-,$457,"$-1,696","$-2,064","$-1,301",$-278,-,"$-2,046",$453,"$-1,749","$-1,296",-,"$-3,620",$-789,"$3,691","$2,902",$-316,$-316,$-180,$27,"$2,433","$-2,488",$39,$-180
2017-09-30,$746.8,$223.5,$-90.4,$133.1,$746.7,-,$21,$66.8,"$1,524.8","$2,404.7",$-218.8,-,$-34,$306.8,$685.5,$992.3,$67.3,$806.8,"$5,239.1","$-5,588.6",$-349.5,"$-1,098","$-1,098",$-181,$-48,"$-1,676.5","$1,536.1",$43.9,$-181
