,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-7,767","$-2,363","$-2,222","$-4,585","$17,098","$7,719","$5,818","$-18,442","$12,193",$-159,$905,-,-,-,"$22,687","$22,687","$13,846","$37,438","$-4,018",-,"$-4,018","$1,840","$1,840","$2,008","$-48,755","$-48,925","$-12,601",$-802,"$2,008"
2020-09-30,"$2,751",$853,$429,"$1,282","$-9,309","$2,319","$-4,813",$903,"$-10,900","$-6,867",$-123,-,-,-,"$1,311","$1,311","$-5,008","$-3,820","$-4,264",-,"$-4,264",$-30,$-30,$-680,"$2,300","$-2,674","$-11,504",$254,$-680
2020-06-30,"$3,236",$686,$188,$874,"$15,830","$-57,531","$3,242","$17,539","$-20,920","$-16,810",$-428,-,-,-,"$-16,580","$-16,580","$4,498","$-12,510","$2,648",-,"$2,648",$-28,$-28,$-640,"$1,665","$3,645","$-25,233",$394,$-640
2020-03-31,"$1,780",$824,"$1,605","$2,429","$-23,619","$47,493","$-4,247",-,"$19,627","$23,836",$-354,-,-,-,"$-7,418","$-7,418","$-13,336","$-21,108","$5,634",-,"$5,634","$-1,782","$-1,782",$-688,"$44,790","$47,954","$49,338",$154,$-688
2019-12-31,"$2,305",$656,$470,"$1,126","$5,368","$10,880","$-2,779","$-17,036","$-3,567",$-136,$-366,-,-,-,$-89,$-89,"$-7,385","$-7,840","$-3,249",-,"$-3,249","$-1,507","$-1,010",$-545,"$14,018","$9,214","$2,515",$328,$-545
2019-09-30,"$2,218",$654,$290,$944,"$-5,183","$-10,256","$11,199","$14,415","$10,175","$13,337",$-452,-,-,-,"$-2,182","$-2,182","$-5,265","$-7,899","$-4,873",-,"$-4,873","$-1,538","$-1,538",$-670,"$3,162","$-3,919",$76,$233,$-670
2019-06-30,"$2,246",$675,$288,$963,"$-1,519","$4,669","$1,551","$2,621","$7,322","$10,531",$-479,-,-,-,"$-5,795","$-5,795","$-4,321","$-10,595","$2,015",-,"$2,015","$-1,264","$-1,264",$-749,"$-1,399","$-1,397","$-1,102",$299,$-749
2019-03-31,"$2,468",$658,$237,$895,"$1,567","$2,140","$9,971",-,"$13,678","$17,041",$-529,-,-,-,"$-5,357","$-5,357","$-1,341","$-7,227","$-3,836",-,"$-3,836","$-1,645","$-1,645",$-663,"$-9,720","$-15,864","$-6,514",$293,$-663
2018-12-31,"$1,558",$469,$864,"$1,333","$3,364","$9,978","$-13,373","$-10,039","$-10,070","$-7,179",$-504,-,-,-,"$-7,161","$-7,161","$-1,150","$-8,815",$-720,-,$-720,"$-1,186","$-1,186",$-587,"$13,336","$10,843","$-5,285",$177,$-587
2018-09-30,"$2,154",$468,$192,$660,"$5,187","$5,286","$-8,743","$10,039","$11,769","$14,565",$-453,-,-,-,"$-1,075","$-1,075","$-3,235","$-4,763",$745,-,$745,"$-1,207","$-1,207",$-673,"$2,671","$1,536","$10,892",$217,$-673
2018-06-30,"$2,467",$517,$187,$704,"$3,740","$6,250","$7,924","$-33,832","$-15,918","$-12,729",$-498,-,-,-,"$-1,141","$-1,141",$-742,"$-2,381","$1,260",-,"$1,260","$-1,305","$-1,305",$-516,"$12,024","$11,463","$-5,755",$205,$-516
2018-03-31,"$2,704",$390,$310,$700,"$-13,019","$-12,698","$1,129","$33,832","$9,244","$12,648",$-410,-,-,-,"$-2,547","$-2,547","$-3,965","$-6,922","$3,993",-,"$3,993","$-1,868","$-1,868",$-599,"$-1,163",$363,"$6,949",$321,$-599
2017-12-31,$663,$413,"$3,210","$3,623","$-1,385","$-12,455","$-6,048","$19,646",$-242,"$4,044",$-452,-,-,-,$-162,$-162,"$-2,949","$-3,563","$-1,433",-,"$-1,433","$-1,284","$-1,284",$-523,"$1,968","$-1,272",$-527,$251,$-523
2017-09-30,"$1,791",$451,$360,$811,"$-1,786","$21,983","$2,457","$-19,646","$3,008","$5,610",$-454,-,-,-,"$-7,007","$-7,007","$-4,062","$-11,523","$5,323",-,"$5,323","$-1,299","$-1,299",$-608,"$6,752","$10,168","$6,092",$257,$-608
2017-06-30,"$1,791",$455,$97,$552,"$-4,457","$-21,363","$9,154",-,"$-16,666","$-14,249",$-373,-,-,-,"$9,557","$9,557","$-4,321","$4,863","$8,806",-,"$8,806",$-548,$-548,$-443,"$-3,172","$4,643","$-4,051",$249,$-443
2017-03-31,"$1,971",$434,$288,$722,"$-1,687","$2,714","$-3,556",-,"$-2,529",$90,$-350,-,-,-,$-774,$-774,"$-1,044","$-2,168","$6,895",-,"$6,895","$-1,161",$-167,$-511,"$-3,495","$2,722","$1,521",$269,$-511
2016-12-31,"$1,680",$379,"$1,847","$2,226","$2,429","$-6,881","$-1,936",-,"$-6,388","$-2,482",$-335,-,-,-,"$-2,514","$-2,514","$-1,671","$-4,520","$7,404","$1,233","$8,637","$-1,025","$-1,025",$-435,"$5,648","$12,825","$3,339",$342,$-435
2016-09-30,"$1,640",$478,$85,$563,"$7,737","$-12,283","$-6,100",-,"$-10,646","$-8,443",$-296,-,-,-,$605,$605,"$-2,883","$-2,574",$-102,$60,$-42,"$-1,279","$-1,279",$-520,"$-1,063","$-2,904","$-13,581",$302,$-520
2016-06-30,"$1,646",$464,$406,$870,"$-11,436","$13,294","$7,757",-,"$9,615","$12,131",$-330,-,-,-,"$-1,759","$-1,759","$-1,209","$-3,298",$-494,$-229,$-723,$-653,$-653,$-355,"$-4,676","$-6,407","$2,495",$275,$-355
2016-03-31,"$1,157",$415,$419,$834,$899,$-905,"$2,192",-,"$2,186","$4,177",$-315,-,-,-,"$-5,160","$-5,160","$-3,641","$-9,116","$5,222","$-1,064","$4,158",$-976,$-976,$-436,"$1,103","$3,849",$-445,$217,$-436
2015-12-31,$936,$410,"$1,563","$1,973","$-6,276","$12,585","$-5,718",-,$591,"$3,500",$-409,-,$998,-,"$-8,642","$-8,642","$-4,544","$-12,597","$-5,739",$279,"$-5,460",$-638,$-638,$-359,"$7,949","$1,492","$-8,573",$268,$-359
2015-09-30,"$1,049",$369,$415,$784,"$6,443","$-19,619","$11,833",-,"$-1,343",$490,$-344,-,-,-,"$2,475","$2,475","$-2,195",$-64,"$2,598","$-1,140","$1,458",$-662,$-662,$-423,"$6,585","$6,958","$7,159",$225,$-423
2015-06-30,"$1,831",$333,$259,$592,"$5,389","$6,324","$-9,534",-,"$2,179","$4,602",$-300,-,-,-,"$2,432","$2,432","$-6,561","$-4,429","$3,941",$243,"$4,184",$-634,$-634,$-363,"$2,566","$5,753","$6,066",$316,$-363
