,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$975,"$1,139",$315,"$1,454","$2,054","$-1,018",$-726,$828,"$1,138","$3,567",$-713,-,$-32,"$6,377","$-6,962",$-585,$96,"$-1,234","$-3,099",-,"$-3,099",$15,$15,$-644,$-7,"$-3,735","$-1,402",$112,$-644
2020-09-30,"$1,219","$1,114",$680,"$1,794","$-1,331",$-958,"$1,824",$-674,"$-1,139","$1,874",$-534,-,$774,"$-9,087","$7,478","$-1,609",$-1,"$-1,370","$-5,504",-,"$-5,504",$83,$83,$-665,$-31,"$-6,117","$-5,613",$109,$-665
2020-06-30,"$2,986","$1,102",$17,"$1,119",$482,$462,$-257,"$2,327","$3,014","$7,119",$-448,-,$-155,"$2,957","$-3,688",$-731,$1,"$-1,333",$-8,$-255,$-263,$12,$12,$-663,$-64,$-978,"$4,808",$83,$-663
2020-03-31,"$2,012","$1,086",$61,"$1,147","$-2,715",$541,"$1,928",$392,$146,"$3,305",$-742,-,$-613,$-247,-,$-247,$5,"$-1,597","$2,938",$255,"$3,193",$154,$154,$-652,$-20,"$2,675","$4,383",$96,$-652
2019-12-31,"$1,744","$1,096",$-254,$842,$154,"$-1,488","$1,220",$162,$48,"$2,634",$-567,-,$-83,"$6,011","$-6,101",$-90,$31,$-709,$292,"$-1,070",$-778,$27,$27,$-651,$-38,"$-1,440",$485,$98,$-651
2019-09-30,"$1,529","$1,092",$417,"$1,509","$-1,631",$-526,"$1,413",$634,$-110,"$2,928",$-601,-,$-111,"$-9,797","$9,678",$-119,$2,$-829,"$-2,993",$625,"$-2,368",$72,$72,$-646,$-26,"$-2,968",$-869,$129,$-646
2019-06-30,"$1,931","$1,072",$-83,$989,"$1,308",$-62,$939,$233,"$2,418","$5,338",$-573,-,$-126,"$3,847","$-4,062",$-215,$4,$-910,"$-1,017","$-2,560","$-3,577",$10,$10,$-657,$-34,"$-4,258",$170,$112,$-657
2019-03-31,"$1,427","$1,111",$267,"$1,378","$-1,989","$1,001",$-22,$153,$-857,"$1,948",$-716,-,$-124,$-61,-,$-61,$10,$-891,$-882,"$2,285","$1,403",$101,$101,$-649,$-39,$816,"$1,873",$114,$-649
2018-12-31,$-421,"$3,035",$238,"$3,273",$586,"$-1,625",$490,$176,$-373,"$2,479",$-585,-,"$-41,503",$97,$82,$179,$10,"$-41,899","$1,711",$720,"$2,431",$28,$28,$-510,$-57,"$1,892","$-37,532",$108,$-510
2018-09-30,"$1,390",$620,$106,$726,$-666,$103,$794,"$-1,250","$-1,019","$1,097",$-540,-,$-60,$-81,$43,$-38,$4,$-634,"$-2,265",-,"$-2,265",$84,$84,$-510,$-2,"$-2,693","$-2,230",$62,$-510
2018-06-30,"$-2,563","$4,568",$245,"$4,813",$-202,$-95,"$1,223",$-242,$684,"$2,934",$-430,-,$-203,$7,-,$7,$5,$-621,-,-,-,$23,$23,$-510,$-33,$-520,"$1,793",$55,$-510
2018-03-31,$998,$644,$117,$761,$-857,$464,$-178,"$1,167",$596,"$2,355",$-482,-,$372,$-23,-,$-23,$2,$-131,"$39,375","$-1,276","$38,099",$107,$107,$-508,$442,"$38,140","$40,364",$55,$-508
2017-12-31,"$3,287",$668,"$-1,491",$-823,$-661,"$-1,134","$1,380",$-515,"$-2,600",$-136,$-526,-,$-720,-,$-97,$-97,$33,"$-1,310",-,"$1,166","$1,166",$15,$15,$-510,$-1,$670,$-775,$61,$-510
2017-09-30,"$1,285",$615,$502,"$1,117",$-166,$128,$150,$-228,$209,"$2,611",$-517,-,$-186,$-16,$21,$5,$265,$-433,-,$-990,$-990,$-275,$-275,$-511,$-10,"$-1,786",$392,$65,$-511
2017-06-30,"$1,098",$758,$60,$818,$-162,$36,$719,$-7,$83,"$1,999",$-423,-,$-182,$8,-,$8,-,$-597,-,$-668,$-668,$-272,$-272,$-512,$-50,"$-1,502",$-100,$53,$-512
2017-03-31,$953,$619,$69,$688,$48,$456,$-539,$79,"$1,892","$3,533",$-452,-,$-93,$8,-,$8,-,$-537,-,$-106,$-106,"$-3,500","$-3,500",$-516,$-11,"$-4,133","$-1,137",$55,$-516
2016-12-31,"$1,707",$628,$90,$718,"$1,471",$-405,$619,$160,$-304,"$2,121",$-639,-,$-191,$-40,$15,$-25,$37,$-818,$-758,"$1,534",$776,$-442,$-442,$-456,$1,$-121,"$1,182",$56,$-456
2016-09-30,"$1,541",$611,$204,$815,$-435,$-170,$406,$183,"$1,578","$3,934",$-494,-,$-165,$-68,$76,$8,$230,$-421,"$-1,606",$-405,"$-2,011",$44,$44,$-455,$-29,"$-2,451","$1,062",$59,$-455
2016-06-30,$924,$619,$650,"$1,269",$-148,$-256,$366,$-295,$-546,"$1,647",$-495,-,$-117,$14,-,$14,-,$-598,$-124,$745,$621,"$-1,805","$-1,805",$-459,$-59,"$-1,702",$-652,$50,$-459
2016-03-31,"$1,147",$617,$74,$691,"$-1,131",$89,$798,$77,$601,"$2,439",$-596,-,$-51,$14,-,$14,-,$-633,-,-,-,"$-1,962","$-1,962",$-470,$-55,"$-2,487",$-680,$57,$-470
2015-12-31,"$1,499",$582,$-27,$555,$936,$-248,$796,$-209,"$1,644","$3,698",$-870,-,"$-1,972",$-267,$312,$45,$377,"$-2,420",$-7,-,$-7,"$-1,045","$-1,045",$-391,$-254,"$-1,697",$-431,$55,$-391
2015-09-30,"$1,247",$532,$-103,$429,"$-1,319",$-428,$655,$472,$144,"$1,820",$-534,-,"$-9,391",-,$15,$15,-,"$-9,910","$12,460","$-1,488","$10,972",$-871,$-871,$-391,$33,"$9,743","$1,646",$87,$-391
2015-06-30,"$1,272",$488,$81,$569,$-730,$-152,$627,$-155,$-804,"$1,037",$-517,-,$-51,-,$13,$13,$9,$-546,$-550,$988,$438,$-842,$-842,$-395,$38,$-761,$-274,$44,$-395
2015-03-31,"$1,221",$490,$13,$503,$-481,$-313,$756,$145,$260,"$1,984",$-411,-,$-61,-,$-97,$-97,$25,$-544,-,$-185,$-185,"$-1,881","$-1,881",$-399,$59,"$-2,406",$-963,$44,$-399
2014-12-31,"$1,321",$489,$50,$539,"$1,135",$-321,$520,$-155,"$1,563","$3,423",$-697,-,$-47,$4,$42,$46,$187,$-511,$-14,$-90,$-104,"$-1,157","$-1,157",$-317,$17,"$-1,561","$1,349",$44,$-317
2014-09-30,$948,$477,$457,$934,"$-1,288",$-214,$701,$-79,$-237,"$1,645",$-544,-,$-144,-,$16,$16,$323,$-349,"$-1,562",$775,$-787,$-688,$-688,$-324,$24,"$-1,775",$-480,$44,$-324
2014-06-30,"$1,246",$488,$70,$558,$-445,$-171,$182,$-144,$-907,$897,$-501,-,$-54,-,$-70,$-70,-,$-625,$-41,-,$-41,"$-1,088","$-1,088",$-322,$28,"$-1,423","$-1,154",$42,$-322
2014-03-31,"$1,129",$477,$51,$528,$-139,$-64,$339,$17,$515,"$2,172",$-383,-,"$-2,194",-,$12,$12,$5,"$-2,560",-,-,-,$-647,$-647,$-325,$37,$-935,"$-1,323",$35,$-325
2013-12-31,"$1,265",$458,$-175,$283,$-692,$91,$327,$-131,$-10,"$1,538",$-613,-,$-61,$-90,$107,$17,$444,$-213,"$3,964",$-814,"$3,150","$-1,635","$-1,635",$-268,$14,"$1,261","$2,584",$40,$-268
2013-09-30,"$1,249",$461,$82,$543,$-943,$-271,$599,$49,$-89,"$1,703",$-524,-,$-54,-,$-107,$-107,$156,$-529,-,$814,$814,"$-1,402","$-1,402",$-276,$14,$-850,$331,$35,$-276
2013-06-30,"$1,124",$449,$48,$497,$-462,$6,$328,$-76,$-719,$902,$-480,-,$-46,-,-,-,-,$-526,-,$-300,$-300,$-196,$-196,$-276,$21,$-751,$-377,$32,$-276
2013-03-31,$954,$502,$100,$602,$-113,$186,$-230,$127,$84,"$1,640",$-313,-,$-254,-,-,-,-,$-567,-,$-390,$-390,$-243,$-243,$-277,$13,$-897,$176,$34,$-277
2012-12-31,"$1,116",$456,$185,$641,$-91,$-267,$228,$-337,$-26,"$1,731",$-693,-,$-75,-,-,-,$102,$-666,$-423,$-135,$-558,$-170,$-170,$-202,$7,$-923,$142,$35,$-202
2012-09-30,"$1,006",$443,$37,$480,$-283,$-59,$264,$285,$-563,$923,$-496,-,$-29,-,-,-,$427,$-98,$-2,$625,$623,"$-1,844","$-1,844",$-207,$13,"$-1,415",$-590,$33,$-207
2012-06-30,$965,$431,$90,$521,$57,$249,$-389,$-17,$-255,"$1,231",$-442,-,$-200,-,-,-,-,$-642,$-2,$200,$198,$-948,$-948,$-209,$-18,$-977,$-388,$28,$-209
2012-03-31,$775,$423,$57,$480,$-70,$-776,"$1,044",$83,"$1,531","$2,786",$-376,-,$-67,-,-,-,-,$-443,$-52,$-750,$-802,$-532,$-532,$-211,-,"$-1,545",$798,$36,$-211
2011-12-31,"$1,064",$396,$-8,$388,$-269,$270,$412,$-169,$-631,$821,$-701,-,$215,$58,-,$58,$581,$153,$-973,$220,$-753,$-358,$-358,$-166,$9,"$-1,268",$-294,$35,$-166
2011-09-30,$867,$407,$40,$447,$-7,$-268,$-6,$3,$648,"$1,962",$-457,-,$-40,-,-,-,-,$-497,$-847,$530,$-317,"$-1,505","$-1,505",$-167,$3,"$-1,986",$-521,$35,$-167
2011-06-30,$815,$391,$88,$479,$-49,$70,$187,$-193,$-87,"$1,207",$-413,-,"$-1,355",$1,-,$1,-,"$-1,767","$1,462",$-300,"$1,162",$-347,$-347,$-170,$-19,$626,$66,$29,$-170
2011-03-31,$712,$374,$106,$480,$-423,$514,$535,$-108,$674,"$1,866",$-297,-,$-11,$-2,-,$-2,$11,$-299,$-301,-,$-301,$-360,$-360,$-171,-,$-832,$735,$36,$-171
