,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$416,$109,$-7,$102,$-222,$-16,-,$161,$186,$704,$-66,-,$-2,-,-,-,-,$-68,$-3,$-200,$-203,$-122,$-122,$-109,-,$-434,$247,$29,$-109
2020-09-30,$205,$103,$124,$227,$26,$-1,-,$-140,$-40,$392,$-49,-,$-179,-,-,-,-,$-228,$-11,$-300,$-311,$-95,$-95,$-109,-,$-515,$-334,$31,$-109
2020-06-30,$135,$98,$40,$138,$11,$1,-,$77,$-64,$209,$-54,-,$-61,-,-,-,-,$-115,$-4,$-300,$-304,$-39,$-39,$-113,-,$-456,$-331,$31,$-113
2020-03-31,$197,$99,$-8,$91,$275,$2,-,$44,$20,$308,$8,-,$-34,-,-,-,-,$-26,$-4,$800,$796,$-248,$-248,$-109,-,$439,$671,$38,$-109
2019-12-31,$246,$104,$269,$373,$-109,$14,-,$-70,$176,$795,$-52,-,$-80,-,-,-,-,$-132,$-604,-,$-604,$-113,$-113,$-98,-,$-815,$-139,$31,$-98
2019-09-30,$267,$99,$81,$180,$-80,$-27,-,$-16,$79,$526,$-60,-,$-252,-,-,-,-,$-312,$390,-,$390,$12,$12,$-94,$-326,$-18,$176,$30,$-94
2019-06-30,$207,$96,$88,$184,$-58,$2,-,-,$-140,$251,$-63,-,$5,-,-,-,-,$-58,$-13,-,$-13,-,-,$-97,-,$-110,$67,$30,$-97
2019-03-31,$151,$95,$31,$126,$168,$-63,-,$130,$-26,$251,$-66,-,$-366,-,-,-,-,$-432,$-8,-,$-8,$-100,$-100,$-93,-,$-201,$-360,$27,$-93
2018-12-31,$423,$93,$10,$103,$-124,$10,-,$-41,$286,$812,$-69,-,$-1,-,-,-,-,$-70,$-116,-,$-116,$-37,$-37,$-85,$-76,$-314,$406,$20,$-85
2018-09-30,$249,$89,$44,$133,$-20,$24,-,$-218,$-44,$338,$-46,-,$6,-,-,-,-,$-40,$-215,-,$-215,$80,$80,$-84,$-169,$-388,$-90,$19,$-84
2018-06-30,$180,$96,$46,$142,$11,$46,-,$36,$103,$425,$-41,-,$-26,-,-,-,-,$-67,$-148,-,$-148,$6,$6,$-85,-,$-227,$83,$17,$-85
