,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-338,$521,$250,$771,$-100,$1,-,$-13,$-15,$418,$-244,-,-,-,-,-,$1,$-243,$-500,-,$-500,-,-,$-24,$-28,$-552,$-377,$14,$-24
2020-09-30,$-317,$554,$95,$649,$-22,-,-,$57,$13,$345,$-141,-,$-4,-,-,-,-,$-145,$400,-,$400,-,-,-,$-3,$397,$597,$15,-
2020-06-30,$-750,$597,$268,$865,$82,$1,-,$33,$-106,$9,$-307,-,$3,-,-,-,-,$-304,-,-,-,-,-,-,-,-,$-295,$13,-
2020-03-31,$-46,$644,$-19,$625,$407,$-6,-,$-45,$122,$701,$-618,-,-,-,$7,$7,-,$-611,-,-,-,$-92,$-92,$-40,$1,$-131,$-41,$15,$-40
2019-12-31,$-20,$616,$100,$716,$151,$-1,-,$-123,$4,$700,$-613,-,$-293,-,$13,$13,$-1,$-894,-,-,-,$-66,$-66,$-40,$-7,$-113,$-307,$15,$-40
2019-09-30,$165,$622,$-13,$609,$-4,$1,-,$-28,$-37,$737,$-826,-,-,-,$2,$2,$29,$-795,-,-,-,$-30,$-30,$-40,$-2,$-72,$-131,$13,$-40
2019-06-30,$161,$605,$49,$654,$-22,$-1,-,$61,$-18,$797,$-563,-,-,-,$37,$37,$-39,$-565,-,-,-,$-236,$-236,$-41,$-1,$-278,$-46,$18,$-41
2019-03-31,$174,$554,$123,$677,$-73,$4,-,$-165,$-336,$515,$-588,-,-,-,$12,$12,$12,$-564,-,-,-,$-30,$-30,$-41,$-1,$-72,$-120,$14,$-41
2018-12-31,$390,$613,$-194,$419,$256,$10,-,$-65,$46,$855,$-560,-,-,-,$9,$9,$2,$-549,-,-,-,$-364,$-364,$-41,$1,$-404,$-102,$9,$-41
2018-09-30,$254,$626,$123,$749,$-133,$6,-,$-114,$-40,$963,$-709,-,-,-,$16,$16,$4,$-689,-,-,-,$-338,$-338,$-43,$4,$-377,$-103,$16,$-43
2018-06-30,$96,$612,$114,$726,$-126,$-8,-,$27,$-55,$767,$-692,-,$-21,-,$23,$23,$9,$-681,-,-,-,$-2,$-2,$-43,$16,$-29,$54,$14,$-43
2018-03-31,$356,$590,$-149,$441,$-130,$-9,-,$-90,$-148,$649,$446,-,$-4,-,$9,$9,$-2,$449,-,-,-,$-9,$-9,$-42,$2,$-49,"$1,050",$14,$-42
2017-12-31,$-28,$583,$107,$690,$-142,$6,-,$-133,$-161,$501,$-641,-,$-63,-,$15,$15,$-2,$-691,"$-1,000",-,"$-1,000",$-1,$-1,$-42,-,"$-1,043","$-1,232",$11,$-42
2017-09-30,$-599,$641,$497,"$1,138",$-177,$9,-,$-37,$25,$564,$-522,-,-,-,-,-,$2,$-520,$-775,-,$-775,-,-,$-43,$-46,$-864,$-819,$12,$-43
2017-06-30,$-139,$592,$-59,$533,$-14,$5,-,$-18,$-67,$327,"$1,234",-,"$-1,648",-,$37,$37,$3,$-374,$-1,-,$-1,$-3,$-3,$-43,$1,$-46,$124,$12,$-43
2017-03-31,"$-4,957",$556,"$4,982","$5,538",$-1,$-10,-,$27,$15,$596,$-283,-,$-180,-,$12,$12,$-8,$-459,-,-,-,$-7,$-7,$-42,$-1,$-50,$2,$14,$-42
