,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$30,"$1,298",$725,"$2,023","$-1,324",$94,-,$-136,"$-2,068",$75,$-760,-,-,-,-,-,$28,$-732,$-138,$-179,$-317,$209,$209,-,$-225,$-333,$-842,$134,-
2020-09-30,$-629,"$6,288","$-5,094","$1,194",$-157,$-72,-,"$1,715",$932,"$1,667",$-729,-,-,-,-,-,$199,$-530,"$-1,146","$-4,727","$-5,873",$67,$67,-,$-633,"$-6,439","$-5,200",$137,-
2020-06-30,"$-4,521","$1,379","$3,968","$5,347","$1,272",$16,-,$-376,$21,"$1,162",$-708,-,-,-,-,-,$-6,$-714,"$10,710","$-1,765","$8,945",$31,$31,-,$-673,"$8,303","$8,776",$142,-
2020-03-31,$540,"$1,332",$-75,"$1,257","$2,252",$-11,-,$-941,"$1,270","$3,157","$-1,247",-,-,-,-,-,$-9,"$-1,256","$5,018","$1,966","$6,984",$81,$81,"$-1,587",$21,"$5,499","$7,504",$131,"$-1,587"
2019-12-31,"$2,168","$1,299",$568,"$1,867","$-1,424",$81,-,$-158,"$-2,471","$1,630","$-1,338",-,-,-,-,-,$-12,"$-1,350",$5,"$1,172","$1,177",$126,$126,-,$-186,"$1,117","$1,419",$115,-
2019-09-30,$906,"$1,301","$-1,418",$-117,"$1,483",$-127,-,$-119,$858,"$1,718","$-1,309",-,-,-,-,-,$-2,"$-1,311","$-12,950","$1,345","$-11,605",$40,$40,"$-1,585",$153,"$-12,997","$-1,902",$120,"$-1,585"
2019-06-30,"$1,615","$1,306","$1,038","$2,344","$-1,042",$-77,-,$744,"$-5,647","$-1,748","$-1,177",-,-,-,-,-,$75,"$-1,102","$-1,438","$2,597","$1,159",$195,$195,-,"$-1,517",$-163,"$-2,865",$135,-
2019-03-31,"$5,590",$828,"$-2,900","$-2,072",$692,$-51,-,$-728,$315,"$3,915","$-1,195",-,"$-9,901",-,-,-,$-251,"$-11,347","$13,747",$678,"$14,425",$46,$46,"$-1,310",$-54,"$13,107","$5,759",$364,"$-1,310"
2018-12-31,"$2,786",$732,$232,$964,"$-1,078",$32,-,$493,"$-1,712","$2,099","$-1,195",-,-,-,-,-,$-141,"$-1,336",-,$-302,$-302,$37,$37,-,$-146,$-411,$308,$92,-
2018-09-30,"$2,419",$794,$-224,$570,$458,$-70,-,$-377,$720,"$3,853","$-1,201",-,-,-,-,-,"$1,008",$-193,$-515,"$-2,221","$-2,736",$81,$81,"$-1,249",$42,"$-3,862",$-176,$86,"$-1,249"
2018-06-30,"$3,059",$744,$450,"$1,194",$-174,$-11,-,$-335,$-716,"$3,679","$-1,220",-,-,-,-,-,$-118,"$-1,338",$2,$-919,$-917,$-931,$-931,-,$-251,"$-2,099",$136,$113,-
2018-03-31,"$3,115",$731,$416,"$1,147",$374,$-1,-,$-743,$248,"$4,526","$-1,063",-,"$-1,581",-,-,-,$-118,"$-2,762",$3,$232,$235,"$-1,254","$-1,254","$-1,266",$-13,"$-2,298",$-500,$100,"$-1,266"
2017-12-31,"$4,473",$742,"$-1,505",$-763,"$-1,378",$65,-,$5,"$-1,612","$2,237",$-981,-,-,-,-,-,$-62,"$-1,043",$-305,"$1,140",$835,"$-1,263","$-1,263",-,$-156,$-584,$631,$94,-
2017-09-30,"$1,865",$708,$48,$756,$893,$-98,-,$-454,$819,"$3,570",$-895,-,$140,-,-,-,$-66,$-821,$139,"$1,359","$1,498","$-3,404","$-3,404","$-1,208",$-53,"$-3,167",$-364,$86,"$-1,208"
2017-06-30,"$2,474",$711,$320,"$1,031",$-502,$3,-,$-323,$483,"$4,100",$-805,-,-,-,-,-,$-95,$-900,"$1,497","$-1,026",$471,"$-2,374","$-2,374",-,$-840,"$-2,743",$503,$89,-
2017-03-31,"$2,539",$676,$403,"$1,079",$876,$-12,-,"$-1,101",$-464,"$3,228",$-883,-,$-557,-,-,-,$85,"$-1,355",$972,$182,"$1,154","$-1,914","$-1,914","$-1,237",$-65,"$-2,062",$-146,$92,"$-1,237"
2016-12-31,"$2,488",$687,$106,$793,"$-1,160",$102,-,$751,"$-2,023","$1,445","$-1,040",-,-,-,-,-,$5,"$-1,035",$-152,$732,$580,"$-1,400","$-1,400",-,$-167,$-987,$-689,$97,-
2016-09-30,"$1,892",$689,$446,"$1,135",$428,$-28,-,$-233,$425,"$3,521","$-1,082",-,$-450,-,-,-,-,"$-1,532",$486,$-704,$-218,"$-1,548","$-1,548","$-1,145",$11,"$-2,900",$-923,$88,"$-1,145"
2016-06-30,"$2,712",$626,$212,$838,$-279,$-4,-,$-374,$-205,"$3,630","$-1,135",-,-,-,-,-,$-53,"$-1,188",$234,$-925,$-691,"$-1,461","$-1,461",-,$36,"$-2,116",$212,$100,-
2016-03-31,"$2,276",$605,$407,"$1,012","$1,816",$84,-,$-733,$132,"$3,529","$-1,150",-,-,-,-,-,$-90,"$-1,240","$3,322","$-1,198","$2,124","$-1,931","$-1,931","$-1,168",$-667,"$-1,642",$714,$99,"$-1,168"
2015-12-31,"$2,910",$607,$389,$996,"$-2,358",$134,-,$796,"$-1,661","$2,456","$-1,406",-,$-400,-,-,-,$8,"$-1,798",$-182,"$1,907","$1,725","$-2,300","$-2,300",-,$13,$-562,$32,$106,-
2015-09-30,"$1,741",$603,$179,$782,$18,$-47,-,$198,$867,"$3,804","$-1,204",-,-,-,$-143,$-143,$157,"$-1,190","$2,154",$24,"$2,178","$-3,235","$-3,235","$-1,115",$-388,"$-2,560",$-17,$101,"$-1,115"
2015-06-30,"$2,639",$575,$-314,$261,$-21,$-81,-,$-754,$-131,"$2,808","$-1,156",-,-,-,$62,$62,$-134,"$-1,228",$11,$398,$409,$-978,$-978,-,$-327,$-896,$730,$96,-
2015-03-31,"$2,228",$584,$-89,$495,$819,$37,-,$-213,$191,"$2,918",$-907,-,-,-,$81,$81,$-10,$-836,$-807,$-793,"$-1,600",$-315,$-315,"$-1,948",$621,"$-3,242","$-1,332",$109,"$-1,948"
2014-12-31,"$2,244",$592,$379,$971,"$-1,027",$92,-,$70,"$-1,531","$1,855",$-998,-,-,-,-,-,$7,$-991,"$-1,029","$2,747","$1,718","$-1,238","$-1,238",-,$417,$897,"$1,656",$104,-
2014-09-30,"$1,625",$590,$303,$893,$63,$-142,-,$-49,$386,"$3,105","$-1,063",-,-,-,$13,$13,$-3,"$-1,053",$-48,"$-1,203","$-1,251","$-1,384","$-1,384",-,$15,"$-2,620",$-669,$100,-
2014-06-30,"$2,419",$557,$178,$735,$-74,$-73,-,$-372,$-280,"$2,936",$-889,-,$-402,-,$16,$16,$-6,"$-1,281","$1,577","$-1,063",$514,"$-1,780","$-1,780",-,$-386,"$-1,652",$12,$100,-
2014-03-31,"$2,056",$580,$161,$741,$706,$37,-,$-375,$-214,"$2,527",$-701,-,-,-,$230,$230,$-13,$-484,$34,$167,$201,"$-1,335","$-1,335","$-1,508",$441,"$-2,201",$-319,$112,"$-1,508"
2013-12-31,"$1,904",$561,$-152,$409,"$-1,175",$97,-,$-319,"$-1,128","$1,212",$-658,-,-,-,$136,$136,$-5,$-527,$-980,"$2,149","$1,169","$-1,624","$-1,624",-,$218,$-237,$466,$96,-
2013-09-30,"$1,543",$559,$-47,$512,$-371,$-27,-,$281,$534,"$2,735",$-987,-,$-133,-,$112,$112,$-6,"$-1,014",$-654,$-50,$-704,"$-1,324","$-1,324",-,$250,"$-1,778",$-1,$97,-
2013-06-30,"$2,034",$569,$434,"$1,003",$73,$-59,-,$212,$246,"$3,413",$-690,-,-,-,$17,$17,$1,$-672,$-7,"$-1,755","$-1,762",$-636,$-636,-,$-348,"$-2,746",$-20,$97,-
2013-03-31,"$1,621",$550,$61,$611,$858,$42,-,$-427,$-105,"$2,160",$-574,-,$-45,-,$10,$10,$84,$-525,$829,"$-1,239",$-410,$-620,$-620,$-24,$228,$-826,$745,$108,$-24
2012-12-31,"$1,438",$514,$-273,$241,$-934,$95,-,$-145,$-621,"$1,144",$-545,-,"$-2,265",-,$340,$340,$5,"$-2,465","$2,261",$994,"$3,255",$-920,$-920,"$-1,300",$101,"$1,136",$-180,$100,"$-1,300"
2012-09-30,"$1,390",$492,$389,$881,$-344,$-58,-,$59,$-767,"$1,535",$-933,-,$-366,-,$110,$110,$-100,"$-1,289","$-1,622","$1,025",$-597,$-809,$-809,-,$101,"$-1,305",$-987,$97,-
2012-06-30,"$2,036",$522,$37,$559,$48,$6,-,$167,$106,"$2,885",$-740,-,$-11,-,-,-,$62,$-689,$-35,$-848,$-883,$-53,$-53,-,$-518,"$-1,454",$643,$103,-
2012-03-31,"$1,226",$488,$190,$678,$831,$18,-,$-196,$40,"$1,812","$-1,477",-,$-350,-,-,-,$24,"$-1,803",$73,"$1,266","$1,339",$-459,$-459,"$-1,076",$100,$-96,$-35,$108,"$-1,076"
2011-12-31,"$1,521",$485,$102,$587,$-643,$52,-,$-233,$-522,"$1,734",$-634,-,$-361,-,-,-,$17,$-978,"$1,541",$-976,$565,$-686,$-686,-,$-9,$-130,$581,$100,-
2011-09-30,"$1,251",$462,$56,$518,$14,$-94,-,$-132,$145,"$2,104",$-998,-,$-12,-,-,-,$-109,"$-1,119","$1,062",$-227,$835,"$-1,937","$-1,937",-,$-99,"$-1,201",$-334,$113,-
2011-06-30,"$1,663",$476,$84,$560,$-511,$-75,-,$431,$-467,"$1,822",$-716,-,$-3,-,-,-,$108,$-611,$265,$150,$415,"$-1,344","$-1,344",-,$104,$-825,$425,$98,-
2011-03-31,"$1,010",$456,$369,$825,"$1,292",$-43,-,$-308,$279,"$1,949",$-632,-,$2,-,-,-,$-45,$-675,$-31,$-26,$-57,$-191,$-191,$-756,$-302,"$-1,306",$55,$113,$-756
2010-12-31,"$1,334",$447,$-11,$436,"$-1,313",$13,-,$152,$-764,"$1,119","$-1,213",-,$393,-,-,-,$-61,$-881,$-42,$496,$454,$-393,$-393,-,$38,$99,$317,$99,-
2010-09-30,$966,$434,$-260,$174,$25,$-126,-,$137,"$1,070","$2,206",$-797,-,$-213,-,-,-,$-50,"$-1,060",$-792,$396,$-396,$-819,$-819,-,$-293,"$-1,508",$-229,-,-
2010-06-30,"$1,505",$432,$344,$776,$-363,$-67,-,$566,$-489,"$1,883",$-506,-,$151,-,$-115,$-115,$-15,$-485,$-336,$-180,$-516,$-898,$-898,-,-,"$-1,414",$-124,$119,-
2010-03-31,$998,$424,$343,$767,$752,$-21,-,$-561,$-183,"$1,574",$-500,-,$-44,-,$115,$115,$-9,$-438,$-164,$-323,$-487,$-27,$-27,$-653,-,"$-1,167",$-129,$137,$-653
2009-12-31,$844,$423,$144,$567,"$-1,100",$87,-,$138,$-426,$915,$-307,-,"$-2,217",-,-,-,$-16,"$-2,540",$-79,"$1,297","$1,218",$208,$208,-,-,"$1,426",$-213,$135,-
2009-09-30,"$1,074",$425,$-88,$337,$-38,$-46,-,$54,$226,"$1,738",$-626,-,$178,-,$-185,$-185,$-12,$-645,$-819,-,$-819,$644,$644,-,$-592,$-767,$289,$25,-
2009-06-30,"$1,031",$404,$408,$812,$52,$3,-,$-93,$-329,"$1,514",$-378,-,$-23,-,-,-,$4,$-397,$-61,"$-1,066","$-1,127",$-231,$-231,-,-,"$-1,358",$-241,$111,-
2009-03-31,$653,$406,$313,$719,"$1,233",$-56,-,$-340,$536,"$1,805",$-458,-,$-1,-,-,-,$-6,$-465,$496,"$-1,606","$-1,110",$-328,$-328,$-648,$320,"$-1,766",$-426,$111,$-648
2008-12-31,$851,$396,$-84,$312,$-779,$-18,-,$-229,$-932,$262,$-291,-,$-145,-,$185,$185,$3,$-248,$517,$687,"$1,204",$-104,$-104,-,$-320,$780,$794,$114,-
2008-09-30,"$1,062",$404,$-124,$280,$106,$-105,-,$-275,$25,"$1,500",$-629,-,$-158,-,$56,$56,$-50,$-781,$517,$746,"$1,263","$-1,570","$-1,570",-,-,$-307,$412,$112,-
2008-06-30,"$1,284",$402,$-7,$395,$-219,$-96,-,$-140,$-460,$936,$-353,-,$-325,-,$14,$14,$90,$-574,$-19,$-831,$-850,$-783,$-783,-,-,"$-1,633","$-1,271",$89,-
2008-03-31,"$1,133",$391,$233,$624,"$1,509",$-94,-,$-149,$728,"$2,603",$-347,-,$-146,-,-,-,$10,$-483,$-6,$-214,$-220,$-790,$-790,$-664,-,"$-1,674",$446,$98,$-664
2007-12-31,"$1,250",$385,$92,$477,"$-1,990",$-34,-,$199,"$-1,061",$662,$-249,-,$-17,-,-,-,$-58,$-324,$737,$-402,$335,$-929,$-929,-,-,$-594,$-256,$103,-
2007-09-30,$877,$382,$157,$539,$153,$-33,-,$-163,$115,"$1,573",$-580,-,$-377,-,$5,$5,$-71,"$-1,023","$1,133",$167,"$1,300","$-1,638","$-1,638",-,-,$-338,$206,$100,-
2007-06-30,"$1,178",$375,$117,$492,$-271,$13,-,$119,$-317,"$1,127",$-440,-,$-64,-,-,-,$-41,$-545,$790,"$1,546","$2,336","$-1,638","$-1,638",-,-,$698,"$1,282",$86,-
2007-03-31,$931,$360,$146,$506,"$1,316",$48,-,$-195,$723,"$2,206","$-1,831",-,$-167,-,"$1,530","$1,530",$182,$-286,$-42,$307,$265,"$-1,870","$-1,870",$-637,-,"$-2,242",$-255,$95,$-637
2006-12-31,"$1,701",$374,"$-1,065",$-691,"$-1,553",$24,-,$363,$-565,$492,"$1,285",-,-,-,-,-,$-49,"$1,236","$-1,032",$-173,"$-1,205",$-532,$-532,-,-,"$-1,737",$26,$138,-
2006-09-30,$782,$364,$143,$507,$54,$-55,-,$315,"$1,026","$2,385",$-531,-,$-21,-,-,-,$-27,$-579,"$2,132","$-1,296",$836,"$-2,212","$-2,212",-,$3,"$-1,373",$458,$96,-
2006-06-30,"$1,125",$356,$70,$426,$-15,$7,-,$347,$27,"$1,394",$-308,-,$-23,-,"$1,073","$1,073",-,$742,$-13,$-219,$-232,"$-2,067","$-2,067",-,$-4,"$-2,303",$-78,$90,-
