,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$686,$135,$-560,$-425,$153,$-23,-,-,$119,$380,$-41,-,$-201,-,$-2,$-2,$5,$-239,$-3,-,$-3,$-125,$-125,$-37,-,$-165,-,$45,$-37
2020-09-30,$307,-,-,-,$48,$-54,-,-,$-24,$283,$-27,-,$3,-,$2,$2,$-7,$-29,$-4,$15,$11,$-21,$-21,$-35,$18,$-27,$237,-,$-35
2020-06-30,$276,-,-,-,$-159,$9,-,-,$106,$382,$-21,-,$12,-,-,-,$1,$-8,$5,$-2,$3,$21,$21,$-59,$-20,$-55,$322,-,$-59
2020-03-31,$7,-,-,-,$-183,$-21,-,-,$-99,$-92,$-24,-,$829,-,-,-,$2,$807,-,$2,$2,$-602,$-602,$-37,$-2,$-639,$70,-,$-37
2019-12-31,$226,$171,$-312,$-141,$99,$85,-,-,$143,$228,$-32,-,$720,-,$-1,$-1,$-1,$686,$-5,$-201,$-206,$-456,$-456,$-39,-,$-701,$217,$35,$-39
2019-09-30,$244,-,-,-,$149,$1,-,-,$148,$392,$-40,-,$2,-,$1,$1,$-4,$-41,$-23,-,$-23,$-164,$-164,$-35,$18,$-204,$155,-,$-35
2019-06-30,$327,-,-,-,$-104,$37,-,-,$17,$344,$-23,-,-,-,-,-,$-2,$-25,$-67,$1,$-66,$-160,$-160,$-77,$-11,$-314,$9,-,$-77
2019-03-31,$183,-,-,-,$-181,$-65,-,-,$-314,$-131,$-33,-,-,-,-,-,$-5,$-38,$87,$-1,$86,$-116,$-116,$-35,$-7,$-72,$-243,-,$-35
2018-12-31,$55,$177,$20,$197,$136,$51,-,-,$126,$378,$-48,-,-,-,$-4,$-4,$2,$-50,-,-,-,$-300,$-300,$-36,$2,$-334,$-10,$27,$-36
2018-09-30,$230,-,-,-,$140,$10,-,-,$131,$361,$-55,-,$-1,-,$4,$4,$-5,$-57,-,-,-,$-89,$-89,$-33,$3,$-119,$185,-,$-33
2018-06-30,$289,-,-,-,$-106,$15,-,-,$59,$348,$-63,-,-,$95,-,$95,$-2,$30,$-1,$-114,$-115,$-115,$-115,$-121,$-1,$-352,$14,-,$-121
2018-03-31,$210,-,-,-,$-216,$-87,-,-,$-265,$-55,$-39,-,$-548,$13,-,$13,-,$-574,-,-,-,$-150,$-150,$-33,$-32,$-215,$-824,-,$-33
2017-12-31,$-169,$152,$170,$322,$92,$58,-,-,$131,$284,$-42,-,$-89,$-29,$1,$-28,$-23,$-182,$-3,-,$-3,$-19,$-19,$-33,$-4,$-59,$53,$38,$-33
2017-09-30,$214,-,-,-,$108,$-9,-,-,$98,$312,$-36,-,$2,$68,$1,$69,$-2,$33,$-1,-,$-1,$-178,$-178,$-32,$-2,$-213,$149,-,$-32
2017-06-30,$289,-,-,-,$-96,$-22,-,-,$15,$304,$-40,-,$126,$62,$2,$64,-,$150,$1,$58,$59,$-47,$-47,$-67,$-117,$-172,$303,-,$-67
2017-03-31,$246,-,-,-,$-244,$-105,-,-,$-395,$-149,$-31,-,-,$11,$3,$14,$-9,$-26,-,-,-,$-87,$-87,$-32,$-14,$-133,$-301,-,$-32
2016-12-31,$-134,$159,$184,$343,$113,$36,-,-,$97,$306,$-63,-,-,$-32,$18,$-14,$-7,$-84,$1,-,$1,$-217,$-217,$-33,-,$-249,$-51,$29,$-33
2016-09-30,$237,-,-,-,$41,$6,-,-,$56,$293,$-38,-,-,$-45,$1,$-44,$-3,$-85,-,-,-,$-74,$-74,$-32,$-16,$-122,$85,-,$-32
2016-06-30,$214,-,-,-,$-88,$-16,-,-,$46,$260,$-42,-,-,$57,$13,$70,$-3,$25,-,"$-1,300","$-1,300",$-82,$-82,$-62,$-45,"$-1,489","$-1,219",-,$-62
2016-03-31,$219,-,-,-,$-198,$-63,-,-,$-289,$-70,$-37,-,-,$60,-,$60,$-3,$20,$-2,$889,$887,$-85,$-85,$-32,$-19,$751,$707,-,$-32
2015-12-31,$-187,$153,$268,$421,$141,$58,-,-,$154,$388,$-41,-,-,-,$3,$3,$-7,$-45,$1,-,$1,$-49,$-49,$-32,$-68,$-148,$189,$41,$-32
2015-09-30,$226,-,-,-,$87,$22,-,-,$57,$283,$-33,-,$1,$-45,$1,$-44,$-8,$-84,$-1,-,$-1,$-198,$-198,$-32,$17,$-214,$-18,-,$-32
2015-06-30,$211,-,-,-,$-88,$-7,-,-,$80,$291,$-37,-,$-16,$-7,$3,$-4,$-14,$-71,$200,$-500,$-300,$-104,$-104,$-66,$-51,$-521,$-281,-,$-66
2015-03-31,$144,-,-,-,$-244,$-56,-,-,$-296,$-152,$-29,-,$-26,$78,$3,$81,$-15,$11,-,$497,$497,$-103,$-103,$-32,-,$362,$195,-,$-32
2014-12-31,$360,$182,$-390,$-208,$176,$34,-,-,$144,$296,$-42,-,-,$-45,$50,$5,$-3,$-40,-,-,-,$-119,$-119,$-31,$13,$-137,$101,$47,$-31
2014-09-30,$198,-,-,-,$61,$20,-,-,$47,$245,$-24,-,-,$-66,-,$-66,$-10,$-100,$-3,-,$-3,-,-,$-32,-,$-35,$87,-,$-32
2014-06-30,$224,-,-,-,$-91,$-54,-,-,$81,$305,$-25,-,-,$76,$11,$87,$-16,$46,$1,-,$1,$1,$1,$-61,-,$-59,$289,-,$-61
2014-03-31,$121,-,-,-,$-227,$-75,-,-,$-365,$-244,$-21,-,$-2,$15,$2,$17,-,$-6,-,-,-,$-39,$-39,$-27,-,$-66,$-317,-,$-27
2013-12-31,$-160,$205,$73,$278,$217,$16,-,-,$177,$295,$-35,-,$15,$-38,$3,$-35,$-1,$-56,-,-,-,-,-,$-26,-,$-26,$212,$54,$-26
