,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$135.4,$8.2,"$-2,383.6","$-2,375.4",$79.7,-,$161.6,"$1,510.7","$1,558.7",$-681.3,$-19.6,-,-,$636.7,$-68.7,$568,$274,$822.4,$-35,-,$-35,$1.1,$1.1,$-58.1,$44.1,$-47.9,$93.2,-,$-58.1
2020-09-30,$231.1,$49.6,$63.4,$113,$71.3,-,$50.9,$-119.6,$82.3,$426.4,$-22,-,-,$481.2,$-312.1,$169.1,$-146.5,$0.6,$-15,$-400,$-415,$1,$1,$-58,$-16.8,$-488.8,$-61.8,-,$-58
2020-06-30,$265.5,$27.3,$-54.3,$-27,$100.6,-,$68.9,$167.1,$394,$632.5,$-38.4,-,-,"$-1,266.5",$392,$-874.5,$-300.4,"$-1,213.3",$479.1,-,$479.1,$1,$1,$-58,$-12.9,$409.2,$-171.6,-,$-58
2020-03-31,$161,$28.5,$53.8,$82.3,$-8.7,-,$-121.3,$81.7,$-23.4,$219.9,$-39.1,-,-,$15.5,$-341.2,$-325.7,$487.4,$122.6,$-15,-,$-15,$1.3,$1.3,$-57.8,$-17.9,$-89.4,$253.1,-,$-57.8
2019-12-31,$296.2,$63.6,$-44.3,$19.3,$30.4,-,$81.2,$24.8,$169.3,$484.8,$-43.4,-,-,$38.6,$-176.2,$-137.6,$-6.6,$-187.6,$-111.6,-,$-111.6,$-101.7,$-101.7,$-58.9,$-17.9,$-290.1,$7.1,-,$-58.9
2019-09-30,$242,$-8.4,$116.1,$107.7,$-50.1,-,$-44.9,$80.8,$-35.6,$314.1,$-42.6,-,-,$82.1,$-241,$-158.9,$2.8,$-198.7,$94.5,-,$94.5,$-95.8,$-95.8,$-59.4,$-38.5,$-99.2,$16.2,-,$-59.4
2019-06-30,$281.2,$27.5,$-119.3,$-91.8,$67.9,-,$50.8,$134.2,$236.5,$425.9,$-36.8,-,-,$-170.4,$-442.7,$-613.1,$7.9,$-642,$380.9,-,$380.9,$-98.1,$-98.1,$-55.2,$-12.8,$214.8,$-1.3,-,$-55.2
2019-03-31,$280.9,$27.4,$-85.7,$-58.3,$-10.7,-,$-35.8,$87.6,$294.2,$516.8,$-28.1,-,-,$-217.9,$-11.3,$-229.2,$-107.9,$-365.2,$-15,-,$-15,$-98.6,$-98.6,$-55.7,$-14.2,$-183.5,$-31.9,-,$-55.7
2018-12-31,$249.1,$26.5,$-3.4,$23.1,$85.9,-,$-35.1,$62.2,$180.8,$453,$-48.5,-,$-145.4,$287.5,$-326.2,$-38.7,$-110.1,$-342.7,$-15,-,$-15,$-149.4,$-149.4,$-55.4,$-10.7,$-230.5,$-120.2,-,$-55.4
2018-09-30,$-284.7,$25.4,$50.6,$76,$-142.9,-,$59.9,$780.4,$596,$387.3,$-36,-,-,$194.5,$-74.8,$119.7,$-69.5,$14.2,$-15,$-200,$-215,$1,$1,$-56.9,$-15.9,$-286.8,$114.7,-,$-56.9
2018-06-30,$285.5,$24.9,$-91.4,$-66.5,$81.7,-,$75.5,$82,$177.3,$396.3,$-30.5,-,-,$-732.4,$116.5,$-615.9,$-74.5,$-720.9,$275.7,-,$275.7,$-98.8,$-98.8,$-50.9,$-10.8,$115.2,$-209.4,-,$-50.9
2018-03-31,$273.5,$24.6,$-80.8,$-56.2,$-29.4,-,$-110.4,$166,$82.6,$299.9,$-29.1,-,-,$450.9,$-288.5,$162.4,$-14,$119.3,$-15,-,$-15,$-104.4,$-104.4,$-52.4,$-15.9,$-187.7,$231.5,-,$-52.4
2017-12-31,$266.9,$25,$-46.5,$-21.5,$17.2,-,$21.2,$59.5,$42.1,$287.5,$-40.6,-,-,$-103.8,$35.7,$-68.1,$-2.1,$-110.8,$-15,-,$-15,$-93.3,$-93.3,$-51.9,$-9.2,$-169.4,$7.3,-,$-51.9
2017-09-30,$252.3,$25,$59.2,$84.2,$-213.8,-,$6,$72.9,$-109.2,$227.3,$-16.9,-,-,$77.7,$-159.1,$-81.4,$-6.5,$-104.8,$-15,-,$-15,$-92.2,$-92.2,$-51.8,$-10.4,$-169.4,$-46.9,-,$-51.8
2017-06-30,$245.1,$26.9,$-115.3,$-88.4,$113,-,$5.7,$100.5,$182.4,$339.1,$-20.5,-,-,$-340.7,$196.9,$-143.8,$7.2,$-157.1,$-18.3,-,$-18.3,$-99.6,$-99.6,$-45.8,$-8.3,$-172,$10,-,$-45.8
2017-03-31,$229.9,$26.5,$-110.3,$-83.8,$-18.2,-,$-18.3,$108.1,$164.1,$310.2,$-27.3,-,-,$10.4,$-101.3,$-90.9,$-8.4,$-126.6,$-15.2,-,$-15.2,$-105.9,$-105.9,$-46.5,$-9.4,$-177,$6.6,-,$-46.5
