,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-02-28,$971,$416,$167,$583,$-464,"$1,100","$-2,594",$442,"$-1,516",$38,$-573,-,-,$228,-,$228,$-10,$-355,-,$-107,$-107,$-106,$-106,"$-4,430",$-7,"$-4,650","$-4,953",$122,"$-4,430"
2020-11-30,"$1,181",$404,$393,$797,$464,"$-2,580","$2,785",-,$669,"$2,647",$-893,-,-,$211,-,$211,-,$-682,-,$40,$40,$-80,$-80,$-310,$-350,$-700,"$1,313",$341,$-310
2020-08-31,"$1,404",$505,$363,$868,$728,"$-1,056","$2,832",$-534,"$1,970","$4,242",$-852,-,$-30,$-63,-,$-63,$4,$-941,"$-1,500",$282,"$-1,218",$-85,$-85,$-619,$4,"$-1,918","$1,451",$111,$-619
2020-05-31,$852,$382,$85,$467,-,$659,$-34,$-46,$579,"$1,898",$-698,-,"$-1,133",$-26,-,$-26,$7,"$-1,850","$3,492",$-128,"$3,364",$-34,$-34,$-287,$-44,"$2,999","$3,040",$89,$-287
2020-02-29,$947,$389,$150,$539,$-236,"$1,990","$-3,201",$580,$-867,$619,$-545,-,-,$65,-,$65,$10,$-470,"$-1,200",$-139,"$-1,339",$-47,$-47,-,$-6,"$-1,392","$-1,241",$118,-
2019-11-30,$856,$369,$361,$730,$236,"$-2,384","$2,664",-,$516,"$2,102",$-715,-,-,$76,-,$76,$9,$-630,-,$122,$122,$-30,$-30,$-573,$-355,$-836,$643,$301,$-573
2019-08-31,"$1,110",$473,$292,$765,$623,$-127,$322,$-400,$418,"$2,293","$-1,009",-,-,$90,-,$90,$-1,$-920,$298,$44,$342,$-52,$-52,$-286,$-5,$-1,"$1,371",$113,$-286
2019-05-31,$916,$336,$91,$427,$-362,$40,$684,$400,$762,"$2,105",$-672,-,-,$-117,-,$-117,$15,$-774,-,$-96,$-96,$-46,$-46,$-251,$-4,$-397,$933,$93,$-251
2019-02-28,$901,$352,$133,$485,$26,$875,"$-2,506",-,"$-1,605",$-219,$-587,-,-,$140,-,$140,$13,$-434,-,$69,$69,$-117,$-117,-,$-1,$-49,$-698,$119,-
2018-11-30,$777,$331,$235,$566,$336,"$-1,324","$1,822",-,$834,"$2,177",$-730,-,-,$24,-,$24,$-31,$-737,$-89,$193,$104,$-32,$-32,$-501,$-271,$-700,$723,$270,$-501
2018-08-31,"$1,053",$431,$82,$513,$421,$-485,$401,$-349,$-12,"$1,554","$-1,056",-,-,$-46,-,$-46,$7,"$-1,095",$-28,$103,$75,$-90,$-90,$-250,$-2,$-267,$178,$113,$-250
2018-05-31,$762,$327,$115,$442,-,$-26,$674,$253,$901,"$2,105",$-585,-,-,$-117,-,$-117,$8,$-694,-,$10,$10,$-54,$-54,$-219,$-3,$-266,"$1,096",$85,$-219
2018-02-28,$713,$344,$65,$409,-,$613,"$-1,572",$-54,"$-1,013",$109,$-508,-,-,$142,-,$142,$-7,$-373,-,$-410,$-410,$-60,$-60,$-220,-,$-690,$-908,$112,$-220
2017-11-30,$651,$335,$227,$562,-,"$-1,415","$2,058",$150,$793,"$2,006",$-820,-,-,$39,-,$39,$-4,$-785,$-58,$377,$319,$-124,$-124,-,$-253,$-58,"$1,143",$234,-
2017-08-31,$932,$441,$86,$527,-,$58,$24,$293,$375,"$1,834",$-779,-,-,$-39,-,$-39,$2,$-816,"$2,682",$7,"$2,689",$-233,$-233,"$-3,508",$-25,"$-1,077",$8,$110,"$-3,508"
2017-05-31,$706,$320,$67,$387,-,$-217,$655,$75,$513,"$1,606",$-540,-,-,$36,-,$36,$6,$-498,"$-1,100",$29,"$-1,071",$-46,$-46,$-198,$-1,"$-1,316",$-206,$82,$-198
2017-02-28,$521,$312,$148,$460,$-47,"$1,248","$-2,128",$439,$-488,$493,$-516,-,-,$95,-,$95,$24,$-397,-,$-94,$-94,$-68,$-68,-,$-3,$-165,$-61,$111,-
2016-11-30,$555,$297,$170,$467,$47,"$-1,983","$3,707",-,"$1,771","$2,793",$-667,-,-,$14,-,$14,$-2,$-655,-,$-178,$-178,$-122,$-122,$-198,$-162,$-660,"$1,426",$211,$-198
2016-08-31,$785,$408,$200,$608,-,$-33,"$-1,484",$-45,"$-1,562",$-169,$-849,-,-,$-204,-,$-204,$28,"$-1,025",$3,$208,$211,$-356,$-356,$-394,$208,$-331,"$-1,505",$97,$-394
2016-05-31,$549,$291,$268,$559,-,$106,$434,$211,$751,"$1,859",$-461,-,-,$94,-,$94,$-1,$-368,$94,$-80,$14,$-137,$-137,$-176,$-2,$-301,"$1,251",$75,$-176
2016-02-29,$555,$285,$102,$387,$10,"$1,375","$-1,917",$381,$-151,$791,$-624,-,-,-,-,-,$4,$-620,"$-1,200",$-110,"$-1,310",$148,$148,$-176,$-225,"$-1,563","$-1,421",$101,$-176
2015-11-30,$487,$271,$101,$372,$-10,"$-1,473","$1,435",-,$-48,$811,$-715,-,-,$387,-,$387,$-4,$-332,-,$63,$63,$-361,$-361,-,$74,$-224,$253,$186,-
2015-08-31,$778,$351,$15,$366,$557,$-210,$94,$-557,$-116,"$1,028",$-805,-,-,$106,-,$106,$-6,$-705,$95,$31,$126,$-256,$-256,$-351,-,$-481,$-262,$93,$-351
2015-05-31,$519,$262,$40,$302,-,$-285,$549,$144,$408,"$1,229",$-421,-,-,$-153,-,$-153,$-21,$-595,"$1,037",$-14,"$1,023",$-124,$-124,"$-2,358",$-11,"$-1,470",$-803,$65,"$-2,358"
2015-02-28,$607,$260,$81,$341,$-186,$933,"$-1,208",$413,$-48,$900,$-612,-,-,$64,-,$64,$21,$-527,$-8,$-77,$-85,$-84,$-84,$-156,$60,$-265,$-103,$86,$-156
2014-11-30,$505,$254,$66,$320,$186,"$-1,328","$1,445",-,$303,"$1,128",$-555,-,-,$-84,-,$-84,$-14,$-653,-,$15,$15,$-195,$-195,-,$72,$-108,$231,$150,-
2014-08-31,$705,$321,$9,$330,$699,$21,$-74,$-839,$-193,$842,$-567,-,-,$-41,-,$-41,$2,$-606,$117,$91,$208,$-185,$-185,$-311,$44,$-244,$2,$76,$-311
2014-05-31,$479,$237,$75,$312,-,$-187,$660,$226,$699,"$1,490",$-405,-,-,$-187,-,$-187,$-4,$-596,-,$-26,$-26,$-161,$-161,$-136,$5,$-318,$606,$66,$-136
2014-02-28,$473,$240,$60,$300,$-328,"$1,023","$-1,368",$613,$-60,$713,$-447,-,-,$396,-,$396,$-14,$-65,-,$-26,$-26,$6,$6,$-137,$4,$-153,$431,$73,$-137
2013-11-30,$431,$231,$58,$289,$328,"$-1,420","$1,311",-,$219,$939,$-574,-,-,$-265,-,$-265,$13,$-826,-,$22,$22,$-158,$-158,-,$65,$-71,$55,$112,-
2013-08-31,$622,$295,$64,$359,$386,$-303,$80,$-581,$-418,$563,$-704,-,-,$-440,-,$-440,$9,"$-1,135",$107,$-13,$94,$-48,$-48,$-249,$31,$-172,$-804,$75,$-249
2013-05-31,$464,$221,$31,$252,$-276,$-73,$401,$581,$633,"$1,349",$-436,-,-,$176,-,$176,$-1,$-261,$114,$-28,$86,$9,$9,$-120,$6,$-19,"$1,035",$51,$-120
2013-02-28,$554,$217,$70,$287,$95,$533,"$-1,046",-,$-418,$423,$-455,-,-,$496,-,$496,$-41,-,"$3,496",$-237,"$3,259",$24,$24,"$-3,169",-,$114,$516,$66,"$-3,169"
2012-11-30,$421,$213,$59,$272,$181,"$-1,055","$1,283",-,$409,"$1,102",$-488,-,-,$-419,-,$-419,$52,$-855,-,$247,$247,$-142,$-142,$-22,$38,$121,$369,$93,$-22
2012-08-31,$622,$292,$49,$341,$332,$-56,$-56,$-453,$-233,$730,$-580,-,-,$165,$-303,$-138,$-1,$-719,$3,$45,$48,$-142,$-142,$-398,$-778,"$-1,270","$-1,263",$62,$-398
2012-05-31,$405,$202,$47,$249,$-386,$-107,$469,$453,$429,"$1,083",$-268,-,-,$92,$112,$204,$-1,$-65,$-902,$489,$-413,$-111,$-111,$-104,$9,$-619,$402,$45,$-104
2012-02-29,$412,$209,$72,$281,$218,$735,"$-1,066",-,$-113,$580,$-296,-,-,$104,$96,$200,$-4,$-100,$51,$-271,$-220,$-135,$-135,$-105,$1,$-459,$70,$58,$-105
2011-11-30,$328,$205,$34,$239,$168,"$-1,062",$991,-,$97,$664,$-336,-,-,$-106,$95,$-11,$-5,$-352,$78,$194,$272,$-242,$-242,-,$37,$67,$310,$76,-
2011-08-31,$500,$273,$166,$439,$370,$-285,$286,$-369,$2,$941,$-481,-,-,$392,$137,$529,$10,$58,-,$-550,$-550,$-265,$-265,$-210,$10,"$-1,015",$-73,$55,$-210
2011-05-31,$341,$196,$19,$215,-,$-206,$418,$43,$255,$811,$-277,-,-,$-151,$51,$-100,-,$-377,-,$354,$354,$-37,$-37,$-90,$14,$241,$727,$43,$-90
2011-02-28,$369,$195,$44,$239,-,$761,$-861,$218,$118,$726,$-233,-,-,$-663,$177,$-486,$-5,$-724,-,$-415,$-415,$-13,$-13,-,$12,$-416,$-384,$52,-
2010-11-30,$332,$191,$40,$231,-,$-912,$961,$108,$157,$720,$-299,-,-,$-240,$237,$-3,$165,$-137,-,$71,$71,$-85,$-85,$-89,$16,$-87,$525,$57,$-89
2010-08-31,$437,$246,$52,$298,$283,$-93,$13,$-327,$-124,$611,$-410,-,-,$-923,$240,$-683,$-10,"$-1,103",$-1,$-117,$-118,$-410,$-410,$-180,$1,$-707,"$-1,199",$51,$-180
2010-05-31,$311,$180,$32,$212,-,$-183,$328,$141,$286,$809,$-137,-,-,$-338,$69,$-269,-,$-406,$-44,$25,$-19,$-28,$-28,$-79,$3,$-123,$279,$39,$-79
2010-02-28,$305,$185,$29,$214,-,$858,$-767,$-1,$90,$609,$-192,-,-,$-12,-,$-12,$-6,$-210,$-4,$76,$72,$39,$39,-,$5,$116,$517,$48,-
2009-11-30,$270,$184,$34,$218,-,$-795,$871,$187,$263,$751,$-312,-,-,$8,-,$8,$8,$-296,$-35,$29,$-6,$41,$41,$-79,$39,$-5,$460,$52,$-79
2009-08-31,$378,$241,$89,$330,$142,$-48,$-8,$-245,$-159,$549,$-351,-,-,$-148,$188,$40,$-12,$-323,$-2,$-29,$-31,$16,$16,$-157,$-7,$-179,$74,$49,$-157
2009-05-31,$212,$171,$62,$233,-,$-226,$270,$204,$248,$693,$-225,-,-,$10,$-5,$5,$1,$-219,$-2,$-55,$-57,$20,$20,$-70,$-2,$-109,$378,$43,$-70
2009-02-28,$243,$161,$37,$198,-,$976,$-784,$232,$424,$865,$-292,-,-,$38,-,$38,$-3,$-257,$-1,$-86,$-87,$29,$29,$-69,-,$-127,$490,$45,$-69
2008-11-30,$266,$155,$74,$229,-,"$-1,096",$777,$-191,$-510,$-15,$-375,-,-,$74,-,$74,$-1,$-302,$-1,$40,$39,$-65,$-65,-,$2,$-24,$-404,$44,-
2008-08-31,$410,$215,$84,$299,$245,$209,$-319,$-401,$-266,$443,$-417,-,-,$4,$165,$169,$-3,$-251,$-2,$-52,$-54,$-210,$-210,$-139,$-2,$-405,$-230,$50,$-139
2008-05-31,$295,$150,$-4,$146,-,$-82,$261,$290,$469,$910,$-366,-,-,$89,-,$89,$9,$-268,$-1,$77,$76,$-91,$-91,$-63,$24,$-54,$582,$36,$-63
2008-02-29,$328,$146,$14,$160,-,$520,$-634,$208,$94,$582,$-336,-,-,$-153,$-371,$-524,$-13,$-873,$-2,$-53,$-55,$-73,$-73,$-63,$9,$-182,$-475,$42,$-63
2007-11-30,$262,$142,$15,$157,-,$-839,$788,$-97,$-148,$271,$-432,-,-,$114,-,$114,$-7,$-325,$39,$164,$203,$-215,$-215,-,$10,$-2,$-38,$38,-
2007-08-31,$372.65,$178.458,$-45.919,$132.539,$289,$85.551,$-58.423,$-287.931,$28.197,$533.386,$-495.999,-,-,$-413.405,$496,$82.595,$-0.387,$-413.791,$-1.962,$-44.247,$-46.209,$-343.537,$-343.537,$-128.365,$3.602,$-514.509,$-380.997,$39.15,$-128.365
2007-05-31,$223.986,$130.686,$83.015,$213.701,-,$7.116,$202.889,$244.906,$454.911,$827.699,$-219.306,-,-,$5.29,-,$5.29,$-16.501,$-230.517,"$1,689.757",$-129.305,"$1,560.452",$-525.262,$-525.262,$-58.277,$8.628,$985.541,"$1,589.031",$30.951,$-58.277
2007-02-28,$249.478,$132.236,$-38.772,$93.464,-,$440.364,$-525.35,$27.823,$-57.163,$318.425,$-271.303,-,-,$107.436,-,$107.436,$-3.719,$-167.586,$-1.956,$64.528,$62.572,$-429.482,$-429.482,$-59.358,$9.47,$-416.798,$-271.196,$32.646,$-59.358
2006-11-30,$236.886,$127.62,$-14.324,$113.296,-,$-806.031,$815.884,$15.202,$25.055,$407.49,$-385.392,-,-,$557.679,-,$557.679,$-15.393,$156.894,$1.161,$142.024,$143.185,$-375.719,$-375.719,-,$3.3,$-229.234,$332.162,$32.253,-
2006-08-31,$355.599,$163.928,$81.44,$245.368,-,$-153.082,$114.365,$105.591,$66.874,$602.595,$-451.888,-,$-15,$-24.273,-,$-24.273,$-20.09,$-511.251,$1.985,$1.887,$3.872,$-463.842,$-463.842,$-121.359,$1.221,$-580.108,$-499.509,$42.151,$-121.359
2006-05-31,$235.595,$120.558,$-40.61,$79.948,-,$-100.176,$73.84,$-39.675,$-66.011,$271.747,$-248.941,-,-,$-12.359,-,$-12.359,$-6.713,$-268.013,$6.524,$-68.2,$-61.676,$-134.04,$-134.04,$-54.096,$16.531,$-233.281,$-229.338,$22.215,$-54.096
2006-02-28,$296.203,$119.49,$-14.333,$105.157,-,$577.939,$-508.938,$329.429,$398.43,$823.309,$-237.022,-,-,$9.61,-,$9.61,$-6.974,$-234.386,$-1.365,$28.254,$26.889,$-365.537,$-365.537,$-54.756,$11.834,$-381.57,$230.906,$23.519,$-54.756
2005-11-30,$215.818,$116.137,$-16.908,$99.229,-,$-823.875,$603.53,$19.359,$-200.986,$133.573,$-262.91,-,-,$116.458,-,$116.458,$2.608,$-143.844,$3.645,$58.689,$62.334,$-107.056,$-107.056,-,$6.454,$-38.268,$-53.705,$19.512,-
2005-08-31,$354.699,$159.487,$-70.462,$89.025,-,$35.565,$112.566,$-98.964,$49.167,$519.228,$-351.428,-,-,$-65.112,-,$-65.112,$6.118,$-410.422,$-301.115,$-33.933,$-335.048,$-336.476,$-336.476,$-109.74,$1.653,$-779.611,$-662.531,$67.937,$-109.74
2005-05-31,$209.788,$109.314,$-33.437,$75.877,-,$-33.305,$127.931,$91.646,$186.272,$489.309,$-217.836,-,$-15,$-582.406,-,$-582.406,$12.242,$-803,$-0.792,$10.971,$10.179,$32.248,$32.248,$-47.733,$-3.163,$-8.469,$-318.219,$-24.228,$-47.733
2005-02-28,$498.605,$224.892,$21.782,$246.674,-,$-318.053,$238.57,$74.25,$-5.233,$764.274,$-403.585,-,-,$-425.023,-,$-425.023,$-6.333,$-834.941,$3.69,$142.224,$145.914,$169.229,$169.229,$-47.094,$1.38,$269.429,$220.2,$24.228,$-47.094
