,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$951,$-422,$-57,$-479,$-579,$183,$670,$-313,$-39,$377,$-127,-,-,-,-,-,$60,$-67,$170,$-246,$-76,-,-,$70,$-263,$-269,$71,-,$70
2020-09-30,$-259,$320,$-634,$-314,$-19,$92,$-180,$567,$460,$219,$-167,-,-,-,-,-,$53,$-114,$-21,-,$-21,-,-,$-186,$6,$-201,$-71,-,$-186
2020-06-30,$-355,$339,$845,"$1,184",$419,$-135,$-308,$-364,$-388,$230,$-168,-,-,-,-,-,$49,$-119,$466,$737,"$1,203",-,-,$-186,$5,"$1,022","$1,122",-,$-186
2020-03-31,"$-16,098","$15,853",$378,"$16,231",$179,$-140,$-182,$326,$183,$478,$-325,-,-,-,-,-,$7,$-318,$-115,-,$-115,-,-,$-186,$-26,$-327,$-239,-,$-186
2019-12-31,$94,$353,"$1,351","$1,704",$-208,$124,$300,$-724,$-508,"$1,357",$-304,-,$-99,-,-,-,$17,$-386,$182,$-542,$-360,-,-,$-185,$7,$-538,$441,-,$-185
2019-09-30,$117,$356,$-330,$26,$-148,$-21,$-97,$693,$427,$360,$-199,-,-,-,-,-,$103,$-96,$-161,-,$-161,$-250,$-250,$-187,$29,$-569,$-330,-,$-187
2019-06-30,$-11,$359,$422,$781,$-23,$-83,$139,$-152,$-119,$593,$-238,-,-,-,-,-,$-69,$-307,$-18,-,$-18,-,-,$-186,$9,$-195,$65,-,$-186
2019-03-31,$71,$350,-,$350,$-204,$-220,$-93,$123,$-394,$-184,$-235,-,-,-,-,-,$-21,$-256,$-48,-,$-48,-,-,$-187,$3,$-232,$-650,-,$-187
2018-12-31,$302,$353,$189,$542,$-168,$-4,$336,$274,$438,"$1,089",$-214,-,$-57,-,-,-,$-103,$-374,$-11,$-57,$-68,"$-1,461","$-1,461",$-186,$-1,"$-1,716","$-1,042",-,$-186
2018-09-30,$38,$353,$-12,$341,$-1,$-53,$140,$-134,$-48,$240,$-93,-,$-20,-,-,-,$71,$-42,$-25,$-19,$-44,-,-,$-221,$-10,$-275,$-114,-,$-221
2018-06-30,$-38,$392,$-67,$325,$-160,$-148,$217,$-27,$-118,$139,$-161,-,-,-,-,-,$133,$-28,-,$-119,$-119,$-835,$-835,$-200,$335,$-819,$-752,-,$-200
2018-03-31,$-19,$388,$-233,$155,$125,$-134,$101,$16,$108,$294,$-69,-,-,-,-,-,$-65,$-134,$-648,$-181,$-829,$-190,$-190,$-203,$-331,"$-1,553","$-1,399",-,$-203
2017-12-31,$-80,$387,$-586,$-199,$-940,$223,$219,$211,$-287,$-214,$-152,-,$10,-,-,-,$-102,$-244,"$3,751",$-338,"$3,413",$-477,$-477,$-208,$-21,"$2,707","$2,253",-,$-208
