,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,401","$2,409",$126,"$2,535",$-133,-,-,$116,$213,"$4,149","$-2,527",-,-,-,-,-,$-43,"$-2,570","$3,019",-,"$3,019","$-4,914","$-4,914",$-40,$71,"$-1,864",$-285,$88,$-40
2020-09-30,$932,"$2,370",$324,"$2,694",$-74,-,-,$-76,$38,"$3,664","$-2,014",-,-,-,-,-,$28,"$-1,986","$1,211",-,"$1,211","$-3,677","$-3,677",$-37,$9,"$-2,494",$-816,$83,$-37
2020-06-30,$876,"$2,428",$160,"$2,588",$97,-,-,$-60,$65,"$3,529","$-1,877",-,-,-,-,-,$126,"$-1,751","$-1,320",-,"$-1,320","$-1,252","$-1,252",$-38,$-2,"$-2,612",$-834,$90,$-38
2020-03-31,$467,"$2,497",$379,"$2,876",$136,-,-,$-104,$-123,"$3,220","$-1,461",-,-,-,-,-,$-389,"$-1,850",$750,-,$750,"$-2,629","$-2,629",$-39,$-65,"$-1,983",$-613,$90,$-39
2019-12-31,$822,"$2,461",$216,"$2,677",$59,-,-,$-172,$-141,"$3,358","$-2,282",-,-,-,-,-,$428,"$-1,854","$4,105",-,"$4,105","$-2,585","$-2,585",$-38,$-34,"$1,448","$2,952",$77,$-38
2019-09-30,$467,"$2,415",$172,"$2,587",$-227,-,-,$-49,$-111,"$2,943","$-1,651",-,-,-,-,-,$-80,"$-1,731","$1,680",-,"$1,680","$-3,081","$-3,081",$-38,$-22,"$-1,461",$-249,$71,$-38
2019-06-30,$386,"$2,500",$284,"$2,784",$-492,-,-,$124,$-409,"$2,761","$-1,597",-,-,-,-,-,$-69,"$-1,666",$-721,-,$-721,$-985,$-985,$-39,$-130,"$-1,875",$-780,$82,$-39
2019-03-31,$317,"$2,550",$163,"$2,713",$155,-,-,$-300,$-344,"$2,686","$-1,665",-,-,-,-,-,$-415,"$-2,080","$1,312",-,"$1,312",$-989,$-989,$-39,$-29,$255,$861,$85,$-39
2018-12-31,$360,"$2,534",$239,"$2,773",$3,-,-,$-173,$35,"$3,168","$-2,433",-,-,-,-,-,$127,"$-2,306",$463,-,$463,"$-1,355","$-1,355",$-39,$174,$-757,$105,$72,$-39
2018-09-30,$584,"$2,482",$-128,"$2,354",$-117,-,-,$-6,$-134,"$2,804","$-2,118",-,-,-,-,-,$-205,"$-2,323",$460,-,$460,"$-1,065","$-1,065",$-38,$49,$-594,$-113,$71,$-38
2018-06-30,$339,"$2,592",$104,"$2,696",$-210,-,-,$40,$61,"$3,096","$-2,391",-,-,-,-,-,$22,"$-2,369","$1,384",-,"$1,384","$-1,858","$-1,858",$-37,$-19,$-530,$197,$70,$-37
2018-03-31,$223,"$2,710",$-29,"$2,681",$226,-,-,$-131,$-205,"$2,699","$-2,183",-,-,-,-,-,$-555,"$-2,738",$744,-,$744,$-708,$-708,$-39,$-3,$-6,$-45,$72,$-39
2017-12-31,"$9,617","$2,742","$-9,335","$-6,593",$17,-,-,$39,$234,"$3,258","$-2,585",-,-,-,-,-,$370,"$-2,215","$2,188",-,"$2,188","$-4,705","$-4,705",$-38,$-31,"$-2,586","$-1,543",$63,$-38
2017-09-30,$92,"$2,701",$61,"$2,762",$-162,-,-,$78,$54,"$2,908","$-2,393",-,-,-,-,-,$65,"$-2,328","$4,964",-,"$4,964","$-3,993","$-3,993",$-40,$-41,$890,"$1,470",$64,$-40
2017-06-30,$195,"$2,595",$101,"$2,696",$-175,-,-,$42,$54,"$2,945","$-2,148",-,-,-,-,-,$305,"$-1,843",$452,-,$452,"$-3,716","$-3,716",$-37,$-27,"$-3,328","$-2,226",$65,$-37
2017-03-31,$211,"$2,550",$-17,"$2,533",$236,-,-,$-83,$99,"$2,843","$-1,555",-,-,-,-,-,$-157,"$-1,712","$1,165",-,"$1,165",$-850,$-850,$-38,$-23,$254,"$1,385",$69,$-38
2016-12-31,$569,"$2,495",$-204,"$2,291",$-158,-,-,$26,$366,"$3,226","$-1,888",-,-,-,-,-,"$-21,761","$-23,649",$-54,-,$-54,"$-1,317","$-1,317",$-41,$-59,"$-1,471","$-21,894",$76,$-41
2016-09-30,$250,"$2,437",$-59,"$2,378",$98,-,-,$74,$173,"$2,801","$-1,748",-,-,-,-,-,$-54,"$-1,802",$-50,-,$-50,$-302,$-302,$-37,-,$-389,$610,$81,$-37
2016-06-30,"$3,114","$1,436","$-3,395","$-1,959",$-124,-,-,$32,$435,"$1,590","$-1,260",-,-,-,-,-,"$-6,307","$-7,567",$515,-,$515,"$4,936","$4,936",$-18,$-179,"$5,254",$-723,$63,$-18
2016-03-31,$-188,$539,$67,$606,$24,-,-,$-21,$6,$424,$-429,-,-,-,-,-,$-107,$-536,"$1,412",-,"$1,412",$-11,$-11,-,$-16,"$1,385","$1,273",$24,-
2015-12-31,$-122,$545,$43,$588,$12,-,-,$8,$145,$611,$-548,-,-,-,-,-,"$-2,619","$-3,167","$2,568",-,"$2,568",$-6,$-6,-,$-1,"$2,561",$5,$20,-
2015-09-30,$54,$538,$-111,$427,$30,-,-,$9,$214,$689,$-509,-,-,-,-,-,"$-19,598","$-20,107","$19,383",-,"$19,383",$15,$15,-,$-10,"$19,388",$-30,$20,-
2015-06-30,$-122,$528,$204,$732,$-58,-,-,$6,$-63,$531,$-432,-,-,-,-,-,"$7,115","$6,683","$-7,172",-,"$-7,172",$-7,$-7,-,$-25,"$-7,204",$10,$38,-
2015-03-31,$-81,$514,$48,$562,$21,-,-,$-26,$25,$528,$-351,-,-,-,-,-,$-90,$-441,$-60,-,$-60,$-10,$-10,-,-,$-70,$17,-,-
2014-12-31,$-48,$534,$133,$667,$-15,-,-,$-31,$11,$630,$-543,-,-,-,-,-,"$-3,596","$-4,139","$3,426",-,"$3,426",$79,$79,-,$-3,"$3,502",$-7,$55,-
2014-09-30,$-53,$535,$57,$592,$-18,-,-,$4,$-19,$520,$-569,-,-,-,-,-,"$-3,530","$-4,099","$3,571",-,"$3,571",$13,$13,-,$-4,"$3,580",$1,-,-
2014-06-30,$-45,$528,$78,$606,$-36,-,-,$35,$86,$632,$-570,-,-,-,-,-,$3,$-567,$-76,-,$-76,$17,$17,-,$-1,$-60,$5,-,-
2014-03-31,$-37,$505,$74,$579,$18,-,-,$-17,$20,$577,$-539,-,-,-,-,-,$40,$-499,$-95,-,$-95,$-5,$-5,-,$5,$-95,$-17,-,-
2013-12-31,$39,$500,$8,$508,-,-,-,$-56,$-34,$595,$-566,-,-,-,-,-,$49,$-517,$-130,-,$-130,$33,$33,-,$-1,$-98,$-20,-,-
2013-09-30,$-70,$493,$74,$567,$-1,-,-,$62,$94,$538,$-425,-,-,-,-,-,$-655,"$-1,080",$507,-,$507,$51,$51,-,$-19,$539,$-3,-,-
2013-06-30,$-96,$436,$125,$561,$-15,-,-,$-2,$-34,$484,$-422,-,-,-,-,-,$8,$-414,$-75,-,$-75,$5,$5,-,$-21,$-91,$-21,-,-
2013-03-31,$-42,$425,$60,$485,$26,-,-,$-4,$98,$541,$-412,-,-,-,-,-,$-20,$-432,$-40,-,$-40,-,-,-,$-11,$-51,$58,-,-
2012-12-31,$-40,$466,$40,$506,$16,-,-,$24,$19,$485,$-449,-,-,-,-,-,$-9,$-458,$-870,-,$-870,$-5,$-5,-,$-13,$-888,$-861,-,-
2012-09-30,$-87,$424,$76,$500,$2,-,-,$24,$66,$468,$-488,-,-,-,-,-,$-6,$-494,$901,-,$901,$13,$13,-,$-25,$889,$863,-,-
2012-06-30,$-83,$415,$135,$550,$-24,-,-,$-14,$-9,$469,$-468,-,-,-,-,-,$48,$-420,$-32,-,$-32,$-1,$-1,-,$-15,$-48,$1,-,-
2012-03-31,$-94,$408,$99,$507,$40,-,-,$3,$41,$454,$-340,-,-,-,-,-,$-25,$-365,$-70,-,$-70,$-3,$-3,-,$-14,$-87,$2,-,-
2011-12-31,$-67,$411,$91,$502,$-19,-,-,$38,$16,$425,$-327,-,-,-,-,-,$65,$-262,$261,-,$261,$-405,$-405,-,$-21,$-165,$-2,-,-
2011-09-30,$-85,$405,$81,$486,$-10,-,-,$-14,$-22,$405,$-304,-,-,-,-,-,$-106,$-410,$-39,-,$-39,$-116,$-116,-,$-2,$-157,$-162,-,-
2011-06-30,$-107,$393,$139,$532,$-19,-,-,$12,$35,$460,$-324,-,-,-,-,-,$11,$-313,$15,-,$15,-,-,-,$-22,$-7,$140,-,-
2011-03-31,$-110,$383,$156,$539,$24,-,-,$-2,$18,$447,$-356,-,-,-,-,-,$-25,$-381,$180,-,$180,$-207,$-207,-,$-17,$-44,$22,-,-
2010-12-31,$-85,$390,$149,$539,$-6,-,-,$21,$52,$506,$-261,-,-,-,-,-,$53,$-208,$-924,-,$-924,$-6,$-6,-,$-1,$-931,$-633,-,-
2010-09-30,$-95,$385,$127,$512,$8,-,-,$23,$35,$441,$-299,-,-,-,-,-,$-10,$-309,$502,-,$502,-,-,-,$-19,$483,$615,-,-
2010-06-30,$-81,$380,$131,$511,$-26,-,-,$6,$10,$451,$-339,-,-,-,-,-,$16,$-323,$-148,-,$-148,-,$-138,-,$-29,$-315,$-187,-,-
2010-03-31,$24,$369,$35,$404,$25,-,-,$6,$102,$530,$-310,-,-,-,-,-,$-20,$-330,$-667,-,$-667,-,-,-,$-33,$-700,$-500,-,-
2009-12-31,"$13,024",$339,"$-13,041","$-12,702",$-37,-,-,$-54,$-774,$-414,$-315,-,-,-,-,-,$-148,$-463,"$-1,019",-,"$-1,019","$1,614","$1,614",-,$-39,$556,$-321,-,-
2009-09-30,"$-2,430",$327,"$2,320","$2,647",$4,-,-,$16,$166,$383,$-279,-,-,-,-,-,$-3,$-282,$-18,-,$-18,-,-,-,-,$-18,$83,-,-
2009-06-30,$-159,$329,$91,$420,$-27,-,-,$41,$177,$438,$-271,-,-,-,-,-,$4,$-267,$-17,-,$-17,-,-,-,$2,$-15,$156,-,-
2009-03-31,$-334,$321,$182,$503,$34,-,-,$-62,$18,$187,$-269,-,-,-,-,-,$-23,$-292,$-17,-,$-17,-,-,-,$-2,$-19,$-124,-,-
2008-12-31,"$-1,492",$329,"$1,279","$1,608",$24,-,-,$25,$-127,$-11,$-264,-,-,-,-,-,$34,$-230,$634,-,$634,-,-,-,$-2,$632,$391,-,-
2008-09-30,$-322,$332,$62,$394,$3,-,-,$7,$170,$242,$-288,-,-,-,-,-,$10,$-278,$547,-,$547,-,-,-,$-5,$542,$506,-,-
2008-06-30,$-274,$328,$48,$376,$-42,-,-,$6,$-138,$-36,$-316,-,-,$74,-,$74,$-24,$-266,$-93,-,$-93,-,-,-,$-9,$-102,$-404,-,-
2008-03-31,$-359,$321,$110,$431,$18,-,-,$9,$132,$204,$-334,-,-,$-74,-,$-74,$-28,$-436,$663,-,$663,-,-,-,$-39,$624,$392,-,-
2007-12-31,$-386,$329,$171,$500,$-3,-,-,$11,$-114,-,$-354,-,-,-,-,-,$151,$-203,$229,-,$229,-,-,-,$-10,$219,$16,-,-
2007-09-30,$-407,$334,$118,$452,$-4,-,-,$5,$164,$209,$-311,-,-,-,-,-,$-37,$-348,$111,-,$111,-,-,-,$6,$117,$-22,-,-
2007-06-30,$-360,$334,$68,$402,$-66,-,-,$58,$-190,$-148,$-281,-,-,-,-,-,$15,$-266,$300,-,$300,-,-,-,$-10,$290,$-124,-,-
2007-03-31,$-381,$331,$80,$411,$37,-,-,$7,$236,$266,$-298,-,-,-,-,-,$-23,$-321,$220,-,$220,-,-,-,$-20,$200,$145,-,-
2006-12-31,$-396,$330,$109,$439,$-22,-,-,$46,$-68,$-25,$-276,-,-,-,-,-,$15,$-261,$260,-,$260,-,-,-,$1,$261,$-25,-,-
2006-09-30,$-133,$334,$-155,$179,$16,-,-,$-33,$97,$143,$732,-,-,-,-,-,$17,$749,$-848,-,$-848,-,-,-,$-15,$-863,$29,-,-
2006-06-30,$-382,$340,$88,$428,$-31,-,-,$50,$-50,$-4,$-298,-,-,-,-,-,$21,$-277,$316,-,$316,-,-,-,$-19,$297,$16,-,-
2006-03-31,$-459,$358,$158,$516,$61,-,-,$-4,$152,$209,$-241,-,-,-,-,-,$-35,$-276,$96,-,$96,-,-,-,$-10,$86,$19,-,-
2005-12-31,$-336,$365,$64,$429,$-26,-,-,$15,$49,$142,$-267,-,-,-,$-14,$-14,$-15,$-296,$212,-,$212,-,$-56,-,$-3,$153,$-1,$-11,-
2005-09-30,$76,$375,$-429,$-54,$-4,-,-,$137,$-85,$-63,$-243,-,-,-,$-3,$-3,$-6,$-252,$361,-,$361,-,-,-,$-64,$297,$-18,$11,-
2005-06-30,$-355,$378,$103,$481,$-44,-,-,$-13,$-98,$28,$-329,-,-,-,$19,$19,$26,$-284,$264,-,$264,-,-,-,-,$264,$8,-,-
