,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$877,$241,$103,$344,$-113,$161,$84,$267,$399,"$1,620",$-134,-,-,-,$-21,$-21,-,$-155,$-2,-,$-2,$-77,$-77,$-194,$44,$-229,"$1,278",$105,$-194
2020-09-30,$525,$156,$33,$189,$-607,$-94,$-21,$366,$-356,$358,$-116,-,$-6,-,$-152,$-152,$32,$-242,$-2,$-747,$-749,$-25,$-25,$-174,$58,$-890,$-755,$64,$-174
2020-06-30,$-459,$-959,"$1,379",$420,$673,$38,$9,$-177,$374,$335,$-155,-,-,-,$14,$14,-,$-141,$696,$-759,$-63,$-10,$-10,$-1,$10,$-64,$146,$3,$-1
2020-03-31,$-4,$506,$16,$522,$299,$-72,$58,$-113,$172,$690,$-177,-,$-7,-,$-23,$-23,-,$-207,$-503,"$1,506","$1,003",$-70,$-70,$-172,$77,$838,"$1,280",$71,$-172
2019-12-31,$561,$921,$-490,$431,$140,$114,$25,$154,$433,"$1,425",$-166,-,"$-1,040",-,$-16,$-16,-,"$-1,222","$1,780",$3,"$1,783",$-500,$-500,$-174,$-6,"$1,103","$1,337",$83,$-174
2019-09-30,$598,$143,$79,$222,$-487,$-83,$-400,$-20,$-990,$-170,$-125,-,-,-,$-3,$-3,-,$-128,$-5,$5,-,$-313,$-313,$-156,$53,$-416,$-728,$56,$-156
2019-06-30,$158,$63,$83,$146,$208,$-191,$424,$-269,$457,$761,$-301,-,-,-,-,-,-,$-301,-,$-4,$-4,$-211,$-211,$-156,$12,$-359,$85,$42,$-156
2019-03-31,$557,$225,$-44,$181,$-34,$-163,$69,$-127,$-255,$483,$-149,-,-,-,$958,$958,-,$809,$-1,$2,$1,$-218,$-218,$-156,$95,$-278,"$1,026",$70,$-156
2018-12-31,$577,$137,$80,$217,$203,$15,$88,$292,$598,"$1,392",$-337,-,-,-,$271,$271,-,$-66,-,$-166,$-166,$-596,$-596,$-156,$24,$-894,$433,$73,$-156
2018-09-30,$502,$132,$49,$181,$-546,$-36,$-262,$42,$-802,$-119,$45,-,-,-,$-14,$-14,-,$31,-,$-3,$-3,$-530,$-530,$-141,$32,$-642,$-738,$58,$-141
2018-06-30,$188,$142,$87,$229,$220,$-147,$329,$-643,$225,$642,$-261,-,-,-,$47,$47,-,$-214,$-1,$-114,$-115,$-83,$-83,$-139,$-13,$-350,$41,$40,$-139
2018-03-31,$374,$133,$2,$135,$-44,$-66,$131,$-49,$-28,$481,$-105,-,-,-,$94,$94,-,$-11,-,$-116,$-116,$-278,$-278,$-140,$74,$-460,$35,$64,$-140
2017-12-31,$125,$129,$196,$325,$109,$82,$55,$661,$907,"$1,357",$-147,-,-,-,$-33,$-33,-,$-180,$-1,$-140,$-141,$-287,$-287,$-141,$34,$-535,$661,$75,$-141
2017-09-30,$430,$127,$65,$192,$-390,$-16,$-166,$32,$-540,$82,$-116,-,-,-,$163,$163,-,$47,-,$362,$362,$-111,$-111,$-126,$48,$173,$308,$57,$-126
2017-06-30,$230,$127,$-18,$109,$150,$-144,$222,$-29,$199,$538,$-188,-,$19,-,$71,$71,-,$-98,$-302,$-29,$-331,$-50,$-50,$-125,$53,$-453,$-3,$44,$-125
2017-03-31,$300,$119,$-9,$110,$1,$-19,$-25,$61,$18,$428,$-108,-,-,-,$-271,$-271,-,$-379,"$1,497","$-1,623",$-126,-,-,$-125,$64,$-187,$-123,$41,$-125
2016-12-31,$430,$112,$30,$142,$122,$109,$27,$98,$402,$974,$-123,-,"$-1,680",-,$142,$142,-,"$-1,661",$-1,"$1,554","$1,553",$-141,$-141,$-125,$19,"$1,306",$598,$46,$-125
2016-09-30,$296,$106,$56,$162,$-365,$-31,$-170,$4,$-608,$-150,$-73,-,$-10,-,$17,$17,-,$-66,$-2,$263,$261,$-222,$-222,$-111,$36,$-36,$-250,$88,$-111
2016-06-30,$95,$110,$-43,$67,$150,$-122,$147,$136,$311,$473,$-191,-,-,-,$19,$19,-,$-172,$614,$-286,$328,$-187,$-187,$-111,$30,$60,$358,$37,$-111
2016-03-31,$266,$103,$35,$138,$26,$-49,$35,$-62,$-50,$354,$-111,-,$-82,-,$-260,$-260,-,$-453,$-2,$-61,$-63,$-75,$-75,$-111,$37,$-212,$-312,$36,$-111
2015-12-31,$449,$104,$54,$158,$112,$85,$20,$130,$347,$954,$-133,-,-,-,$53,$53,-,$-80,$-2,$-79,$-81,$-241,$-241,$-111,$24,$-409,$460,$42,$-111
2015-09-30,$311,$98,$62,$160,$-389,$17,$-101,$10,$-463,$8,$-90,-,$-19,-,$-455,$-455,-,$-564,$-2,$426,$424,$-387,$-387,$-90,$9,$-44,$-613,$69,$-90
