,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$858,$435,$-312,$123,-,$-17,-,$-10,$346,"$1,327",$-534,-,-,-,-,-,$703,$169,$-324,-,$-324,-,-,-,$76,$-248,"$1,248",$39,-
2020-09-30,$432,$394,$233,$627,$49,$-109,-,$-13,$178,"$1,237",$-406,-,-,-,-,-,$-1,$-407,$73,-,$73,-,-,-,$23,$96,$926,$17,-
2020-06-30,$124,$358,$-13,$345,$-122,$14,-,$85,$22,$491,$-477,-,-,-,-,-,$-3,$-480,$-178,-,$-178,-,-,-,$29,$-149,$-138,$16,-
2020-03-31,$-549,$341,$51,$392,$205,$154,-,$-89,$119,$-38,$-544,-,-,-,-,-,$-2,$-546,$236,-,$236,-,-,$-73,$10,$173,$-411,$27,$-73
2019-12-31,$43,$391,$-339,$52,$-91,$35,-,$45,$75,$170,$-837,-,$452,-,-,-,$107,$-278,$-82,-,$-82,-,-,$6,$-50,$-126,$-234,$11,$6
2019-09-30,$-234,$322,$110,$432,$-46,$-30,-,$41,$26,$224,$-658,-,-,-,-,-,-,$-658,$-1,-,$-1,-,-,$-72,$13,$-60,$-494,$12,$-72
2019-06-30,$-74,$352,$-28,$324,$237,$62,-,$-68,$304,$554,$-619,-,-,-,-,-,$-2,$-621,$7,-,$7,-,-,$-143,$97,$-39,$-106,$11,$-143
2019-03-31,$76,$347,$167,$514,$19,$192,-,$42,$-56,$534,$-538,-,-,-,-,-,$-8,$-546,"$-1,242",-,"$-1,242",-,-,$-82,$-7,"$-1,331","$-1,343",$29,$-82
2018-12-31,$378,$403,$-341,$62,$328,$-211,-,$-12,$-502,$-62,$-133,$91,"$-3,500",-,-,-,$-4,"$-3,546",$-150,-,$-150,"$3,500","$3,500",$168,$-278,"$3,240",$-368,$6,$168
2018-09-30,$664,$458,$66,$524,$12,$142,-,$4,$59,"$1,247",$-560,$-5,-,-,-,-,$63,$-502,$10,-,$10,-,-,$-313,$240,$-63,$682,$10,$-313
2018-06-30,"$1,035",$442,$24,$466,$173,$-326,-,$22,$-192,"$1,309",$-419,$4,-,-,-,-,$-63,$-478,$-434,-,$-434,-,-,$-73,$-182,$-689,$142,$11,$-73
2018-03-31,$817,$451,$122,$573,$136,$-142,-,$-42,$-21,"$1,369",$-402,$-90,-,-,-,-,-,$-492,"$-1,511",-,"$-1,511",-,-,-,$-77,"$-1,588",$-711,$49,-
2017-12-31,"$1,209",$457,$-420,$37,$7,$145,-,$-11,$408,"$1,654",$-458,$2,-,-,-,-,$89,$-367,"$-1,661",-,"$-1,661",-,-,$-107,-,"$-1,768",$-436,$13,$-107
2017-09-30,$245,$418,$474,$892,$-169,$-213,-,$-15,$46,"$1,183",$-246,$-5,-,-,-,-,-,$-251,$-552,-,$-552,-,-,$-28,$-3,$-583,$297,$14,$-28
2017-06-30,$335,$450,$98,$548,$-34,$34,-,$11,$154,"$1,037",$-362,$20,-,-,-,-,-,$-342,$14,-,$14,-,-,$-40,$1,$-25,$669,$10,$-40
2017-03-31,$306,$389,$-92,$297,$623,$-135,-,$-13,$189,$792,$-344,$-17,-,-,-,-,-,$-361,$-658,-,$-658,-,-,$-1,$-20,$-679,$-240,$34,$-1
2016-12-31,$200,$593,$746,"$1,339",$-432,$-134,-,$157,$-396,"$1,143",$-914,-,"$5,932",-,-,-,$-571,"$4,447","$-2,868",-,"$-2,868","$1,073","$1,073",$-607,$-16,"$-2,418","$3,170",$86,$-607
2016-09-30,$286,$643,$-65,$578,$-2,$160,-,$-67,$116,$980,$-374,-,-,-,-,-,$15,$-359,$-238,-,$-238,$410,$410,$-48,$1,$125,$756,$-42,$-48
2016-06-30,$-410,$652,$400,"$1,052",$166,$30,-,$15,$232,$874,$-543,-,-,-,-,-,$988,$445,"$-1,192",-,"$-1,192",-,-,$-22,$-6,"$-1,220",$99,$12,$-22
2016-03-31,"$-4,101",$722,"$3,984","$4,706",$93,$61,-,$-68,$135,$740,$-982,-,-,-,-,-,$2,$-980,$354,-,$354,$32,$32,$-22,$-17,$347,$54,$30,$-22
2015-12-31,"$-4,094",$780,"$3,861","$4,641",$-177,$296,-,$110,$65,$612,"$-1,449",-,-,-,-,-,$144,"$-1,305",$-264,-,$-264,$937,$937,$-89,$-5,$579,$-37,$85,$-89
2015-09-30,"$-3,790",$888,"$3,088","$3,976",$497,$179,-,$-12,$636,$822,"$-1,526",-,-,-,-,-,$-23,"$-1,549",$-203,-,$-203,$999,$999,$-256,$59,$599,$-85,-,$-256
2015-06-30,"$-1,799",$890,"$2,186","$3,076",$177,$-261,-,$41,$-208,"$1,069","$-1,511",-,-,-,-,-,$-141,"$-1,652",$591,-,$591,-,-,$-53,$-38,$500,$-84,-,$-53
2015-03-31,"$-2,406",$939,"$2,270","$3,209",$316,$165,-,$-42,$-86,$717,"$-1,867",-,-,-,-,-,$127,"$-1,740","$1,471",-,"$1,471",-,-,$-327,$-36,"$1,108",$85,-,$-327
2014-12-31,"$-2,735",$939,"$3,023","$3,962",$15,$18,-,$-150,$-109,"$1,118","$-1,800",-,"$1,643",-,-,-,-,$-157,$-746,-,$-746,-,-,$-750,$341,"$-1,155",$-239,$106,$-750
2014-09-30,$704,$945,$199,"$1,144",$443,$-37,-,$-61,$78,"$1,926","$-1,853",-,$-534,-,-,-,$584,"$-1,803",$-487,-,$-487,-,-,$-76,$-360,$-923,$-800,-,$-76
2014-06-30,$660,"$1,013",$-54,$959,$-422,$36,-,$114,$-233,"$1,386","$-1,950",-,"$2,084",-,-,-,$-370,$-236,$-525,-,$-525,-,-,$-500,$-9,"$-1,034",$116,-,$-500
2014-03-31,$626,$966,$153,"$1,119",$179,$-266,-,$-79,$-544,"$1,201","$-1,612",-,-,-,-,-,$7,"$-1,605",$162,-,$162,-,-,$-403,$2,$-239,$-643,-,$-403
2013-12-31,$959,"$1,019",$377,"$1,396",$-2,$-222,-,$-207,$41,"$2,396","$-1,663",-,-,-,-,-,$-157,"$-1,820",$-388,-,$-388,-,$-1,$-580,$159,$-810,$-234,$173,$-580
2013-09-30,"$1,048",$919,$280,"$1,199",$-299,$94,-,$29,$-369,"$1,878","$-1,645",-,$-27,-,$264,$264,$-24,"$-1,432",$-67,-,$-67,-,$-25,"$-1,272",$-157,"$-1,521","$-1,075",$-65,"$-1,272"
2013-06-30,$610,$530,$-412,$118,$463,$33,-,$51,$306,"$1,034","$-1,173",-,"$-5,093",-,$-264,$-264,$-14,"$-6,544",$-96,-,$-96,-,$-202,$-388,$-105,$-791,"$-6,301",$24,$-388
2013-03-31,$824,$329,$270,$599,$-113,$-193,-,$-84,$-592,$831,$-805,-,$-321,-,-,-,$14,"$-1,112","$6,576",-,"$6,576",-,-,$-297,$-108,"$6,171","$5,890",$41,$-297
2012-12-31,$945,$323,$-27,$296,$238,$-148,-,$-141,$24,"$1,265",$-976,-,-,-,-,-,$50,$-926,$-1,-,$-1,-,-,$-410,$50,$-361,$-22,$23,$-410
2012-09-30,"$1,140",$298,$-97,$201,$-421,$-421,-,$-72,$-815,$526,$-998,-,-,-,-,-,$12,$-986,$-1,-,$-1,-,-,$-259,$-61,$-321,$-781,$23,$-259
2012-06-30,$894,$291,$43,$334,$300,$149,-,$-104,$-46,"$1,182",$-813,-,-,-,-,-,$-24,$-837,-,-,-,-,-,$-334,$1,$-333,$12,$22,$-334
2012-03-31,"$1,001",$267,$359,$626,$-482,$-309,-,$-5,$-826,$801,$-707,-,-,-,-,-,$-7,$-714,$-155,-,$-155,-,-,$-239,$-19,$-413,$-326,$32,$-239
2011-12-31,$866,$266,$76,$342,$212,$-253,-,$56,$-462,$746,$-785,-,-,-,-,-,$-25,$-810,$1,-,$1,-,-,$-278,$35,$-242,$-306,$25,$-278
2011-09-30,"$1,294",$257,$245,$502,$457,$-94,-,$-195,$39,"$1,835",$-717,-,-,-,-,-,$5,$-712,$-1,-,$-1,-,-,$-392,$20,$-373,$750,$23,$-392
2011-06-30,"$1,726",$267,$219,$486,$66,$-93,-,$-18,$-532,"$1,680",$-527,-,-,-,-,-,$19,$-508,"$-1,261",-,"$-1,261",-,-,$-773,"$1,150",$-884,$288,$26,$-773
2011-03-31,"$1,861",$232,$204,$436,$511,$-253,-,$-70,$62,"$2,359",$-505,-,-,-,-,-,-,$-505,$-4,-,$-4,-,-,$-371,"$-1,127","$-1,502",$352,$43,$-371
2010-12-31,"$1,964",$248,$148,$396,$-289,$-404,-,$-11,$-305,"$2,055",$-535,-,-,-,$-500,$-500,$23,"$-1,012",$-28,-,$-28,$84,$84,"$-1,429",$348,"$-1,025",$18,$28,"$-1,429"
2010-09-30,"$1,533",$268,$270,$538,$-893,$-150,-,$-103,$-735,"$1,336",$-350,-,-,-,-,-,$12,$-338,$-6,-,$-6,$-3,$-3,$-142,$-169,$-320,$678,$18,$-142
2010-06-30,$832,$210,$224,$434,$469,$74,-,$-36,$-202,"$1,064",$-296,-,-,-,-,-,$6,$-290,"$-1,315",-,"$-1,315",$10,$10,$-110,$-69,"$-1,484",$-710,$28,$-64
2010-03-31,"$1,215",$310,$81,$391,$33,$-113,-,$-70,$212,"$1,818",$-231,-,-,-,-,-,$2,$-229,$-305,-,$-305,$-10,$-10,$-115,$-63,$-493,"$1,096",$47,$-66
2009-12-31,"$1,312",$274,$179,$453,$-208,$85,-,$36,$-218,"$1,547",$-574,-,-,-,-,-,$119,$-455,$-291,-,$-291,$15,$15,$-48,$-381,$-705,$387,$27,-
2009-09-30,"$1,203",$252,$21,$273,$49,$-266,-,$19,$478,"$1,954",$-216,-,-,-,-,-,$-35,$-251,$-629,-,$-629,$-2,$-2,$-61,$-61,$-753,$950,$18,-
2009-06-30,$812,$226,$130,$356,$-348,$57,-,$76,$-14,"$1,154",$-278,-,-,-,-,-,$-101,$-379,$-6,-,$-6,-,-,$-60,$-34,$-100,$675,$24,-
2009-03-31,$207,$262,$192,$454,$-455,$-35,-,$53,$-919,$-258,$-519,-,-,-,-,-,$3,$-516,$-124,-,$-124,$733,$733,$-60,$-3,$546,$-228,$33,-
