,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$1,738","$1,940",$-759,"$1,181","$1,203",$519,-,"$-1,558","$5,424","$8,343","$-1,118",-,"$-6,374",-,$706,$706,"$-1,117","$-7,903",$-502,"$-2,297","$-2,799",$-129,$-129,"$-2,658",$-58,"$-5,644","$-4,980",$160,"$-2,658"
2020-09-30,"$3,554","$1,818",$446,"$2,264",$37,$-147,-,$475,"$2,565","$8,383",$-724,-,-,-,"$-3,524","$-3,524",$-571,"$-4,819","$6,879",$325,"$7,204",$-269,$-269,"$-2,659",$-80,"$4,196","$7,791",$256,"$-2,659"
2020-06-30,"$3,626","$1,726",$-194,"$1,532",$387,$-478,-,"$-1,819","$-1,706","$3,452",$-592,-,$-10,-,"$-5,614","$-5,614","$-1,306","$-7,522",$1,"$2,708","$2,709",$-330,$-330,"$-2,659",$-77,$-357,"$-4,356",$326,"$-2,659"
2020-03-31,"$5,796","$1,747",$-655,"$1,092",$-790,$-159,-,$-58,"$-3,530","$3,358",$-608,-,$-939,-,$-520,$-520,"$1,486",$-581,$-11,$-8,$-19,"$-1,379","$-1,379","$-2,505",$-412,"$-4,315","$-1,775",$263,"$-2,505"
2019-12-31,"$4,010","$1,816",$-142,"$1,674",$371,$147,-,"$-1,591",$714,"$6,398","$-1,098",-,$-248,-,$-308,$-308,$310,"$-1,344","$-1,813",$-122,"$-1,935",$-52,$-52,"$-2,500",$415,"$-4,072","$1,056",$160,"$-2,500"
2019-09-30,"$1,753","$1,727","$-1,203",$524,$-345,$-1,-,"$2,879","$5,250","$7,527",$-660,-,$-216,-,$-840,$-840,$71,"$-1,645",$-3,$58,$55,"$-1,511","$-1,511","$-2,499",$62,"$-3,893","$1,873",$245,"$-2,499"
2019-06-30,"$5,607","$1,705","$-1,949",$-244,$-489,$-54,-,$-261,$585,"$5,948","$1,928",-,"$-3,663",-,$-150,$-150,$97,"$-1,788",$-2,$6,$4,"$-2,117","$-2,117","$-2,522",$101,"$-4,534",$-358,$314,"$-2,522"
2019-03-31,"$3,749","$1,761",$737,"$2,498",$154,$-369,-,$-656,"$-2,704","$3,543",$-403,-,"$-1,683",-,$765,$765,$-96,"$-1,417","$-1,002",$-3,"$-1,005","$-2,112","$-2,112","$-2,396",$-3,"$-5,516","$-3,373",$258,"$-2,396"
2018-12-31,"$3,042","$1,735","$-1,655",$80,$-173,$133,-,$-58,"$3,122","$6,244",$990,-,$-2,-,"$1,656","$1,656",$-416,"$2,228",$-646,$-74,$-720,"$-3,339","$-3,339","$-2,411",$81,"$-6,389","$2,051",$156,"$-2,411"
2018-09-30,"$3,934","$1,731","$1,779","$3,510",$-38,$-286,-,"$-1,628","$-1,172","$6,272",$-794,-,$-675,-,"$-2,785","$-2,785",$-15,"$-4,269",$-898,$81,$-817,$-153,$-153,"$-2,415",$-92,"$-3,477","$-1,513",$242,"$-2,415"
2018-06-30,"$3,954","$1,717",$-433,"$1,284",$-506,$-169,-,$-121,$841,"$6,079",$-25,-,$-140,-,$-1,$-1,$-35,$-201,-,$52,$52,$-49,$-49,"$-2,415",$-262,"$-2,674","$2,930",$312,"$-2,415"
2018-03-31,"$4,367","$1,746",$312,"$2,058",$-499,$-322,-,$-312,"$-2,819","$3,606",$-638,-,$-82,-,$-207,$-207,$2,$-925,$-6,"$-2,458","$-2,464","$-1,378","$-1,378","$-2,253",$125,"$-5,970","$-3,185",$268,"$-2,253"
2017-12-31,"$-10,713","$1,869","$2,723","$4,592",$-375,$774,-,"$9,441","$12,226","$6,105",$-134,-,$-505,-,$251,$251,$-117,$-505,"$3,774","$-4,285",$-511,$-607,$-607,"$-2,256",$-163,"$-3,537","$2,103",$204,"$-2,256"
2017-09-30,"$3,764","$1,711",$-534,"$1,177",$211,$228,-,$-654,"$1,325","$6,266",$-189,-,$-574,-,$-380,$-380,$-37,"$-1,180","$-1,008","$1,369",$361,$-176,$-176,"$-2,254",-,"$-2,069","$3,123",$236,"$-2,254"
