,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$261,$53,$49,$102,$80,$-70,-,$2,$-117,$246,$-82,-,-,-,-,-,$-25,$-107,-,-,-,$-119,$-119,$-140,$-18,$-277,$-130,$22,$-140
2020-09-30,$417,$51,$-38,$13,$-8,$-70,-,$-19,$-47,$383,$-69,-,$-85,-,-,-,$3,$-151,-,-,-,$-107,$-107,$-140,-,$-247,$-12,$13,$-140
2020-06-30,$310,$47,$10,$57,$75,-,-,$20,$373,$740,$-96,-,-,-,-,-,$-11,$-107,$492,$-630,$-138,$10,$10,$-134,-,$-262,$374,$13,$-134
2020-03-31,$241,$45,$16,$61,$-188,$53,-,$3,$6,$308,$-47,-,-,-,-,-,-,$-47,-,$128,$128,$82,$82,$-133,-,$77,$331,$18,$-133
2019-12-31,$185,$44,$20,$64,$13,$-9,-,$7,$-22,$227,$-57,-,-,-,-,-,$1,$-56,-,$55,$55,$-77,$-77,$-133,-,$-155,$17,$13,$-133
2019-09-30,$203,$44,$32,$76,$73,$6,-,$-9,$-8,$271,$-54,-,-,-,-,-,$12,$-42,-,$51,$51,$-101,$-101,$-133,-,$-183,$44,$6,$-133
2019-06-30,$241,$47,$-4,$43,$-43,$44,-,$4,$105,$389,$-71,-,-,-,-,-,$1,$-70,-,$72,$72,$-336,$-336,$-122,-,$-386,$-67,$9,$-122
2019-03-31,$187,$45,$-47,$-2,$-57,$23,-,$5,$-31,$154,$-49,-,-,-,-,-,-,$-49,-,$84,$84,$-52,$-52,$-123,-,$-91,$15,$16,$-123
2018-12-31,$182,$44,$24,$68,$35,$-61,-,$-2,$-60,$190,$-50,-,-,-,-,-,$9,$-41,-,$-47,$-47,$24,$24,$-123,-,$-146,-,$10,$-123
2018-09-30,$210,$44,$21,$65,$33,$-13,-,$-13,$-16,$259,$-36,-,-,-,-,-,-,$-36,-,$80,$80,$-150,$-150,$-122,-,$-192,$31,$8,$-122
2018-06-30,$217,$45,$56,$101,$5,$37,-,$6,$82,$400,$-68,-,$-681,-,-,-,$2,$-747,$495,$-871,$-376,$-191,$-191,$-124,-,$-691,"$-1,043",$16,$-124
2018-03-31,$181,$40,$2,$42,$-60,$-18,-,$3,$29,$252,$-37,-,-,-,-,-,$-1,$-38,-,$569,$569,$9,$9,$-109,-,$469,$685,$14,$-109
2017-12-31,$233,$41,$-11,$30,$-4,$-30,-,$1,$-199,$64,$-40,-,-,-,-,-,$2,$-38,$-400,$479,$79,$29,$29,$-109,-,$-1,$21,$11,$-109
2017-09-30,$192,$40,$27,$67,$35,$-10,-,$-6,$1,$260,$-49,-,-,-,-,-,$13,$-36,$396,$-391,$5,$-73,$-73,$-108,-,$-176,$52,$12,$-108
2017-06-30,$201,$42,$31,$73,$-3,$51,-,$9,$109,$383,$-70,-,-,-,-,-,$1,$-69,-,$-248,$-248,$20,$20,$-103,-,$-331,$-16,$13,$-103
2017-03-31,$172,$39,$-24,$15,$-55,$-7,-,$-1,$25,$212,$-44,-,-,-,-,-,$22,$-22,-,$-110,$-110,$38,$38,$-103,-,$-175,$17,$13,$-103
2016-12-31,$149,$41,$45,$86,$-17,$-40,-,$-7,$-135,$100,$-58,-,-,-,-,-,$2,$-56,-,$138,$138,$-71,$-71,$-102,-,$-35,$6,$13,$-102
2016-09-30,$179,$41,$-4,$37,$74,$-23,-,$-6,$-46,$170,$-59,-,-,-,-,-,$1,$-58,-,$95,$95,$-95,$-95,$-104,-,$-104,$7,$12,$-104
2016-06-30,$165,$43,$11,$54,$-28,$41,-,$7,$112,$331,$-59,-,$-290,-,-,-,$20,$-329,-,$89,$89,$-4,$-4,$-100,-,$-15,$-13,$12,$-100
2016-03-31,$162,$40,$35,$75,$-52,$-9,-,$7,$25,$262,$-45,-,-,-,-,-,-,$-45,-,$-68,$-68,$-29,$-29,$-100,-,$-197,$24,$11,$-100
2015-12-31,$149,$41,$3,$44,$-11,$-47,-,$2,$-155,$38,$-40,-,-,-,-,-,-,$-40,$-300,$369,$69,$46,$46,$-99,-,$16,$7,$13,$-99
2015-09-30,$172,$41,$12,$53,$39,$-30,-,$-10,$-78,$147,$-28,-,-,-,-,-,$12,$-16,-,$36,$36,$-57,$-57,$-99,-,$-120,$1,$9,$-99
2015-06-30,$191,$43,$-10,$33,$3,$52,-,$5,$155,$379,$-42,-,-,-,-,-,$16,$-26,$-1,$25,$24,$-275,$-275,$-97,-,$-348,$4,$11,$-97
2015-03-31,$174,$41,$-15,$26,$-57,$1,-,$5,$18,$218,$-23,-,-,-,-,-,-,$-23,$-79,$-428,$-507,$-25,$-25,$-97,-,$-629,$-441,$12,$-97
2014-12-31,$125,$42,$-15,$27,$-27,$-52,-,$-5,$-118,$34,$-31,-,-,-,-,-,$1,$-30,-,$445,$445,$116,$116,$-96,-,$465,$464,$4,$-96
