,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$642,$105,$-34,$71,$53,$-7,$-4,$-10,$60,$773,$-66,-,-,-,$4,$4,$-1,$-63,$-4,-,$-4,$6,$6,$-360,$-10,$-368,$395,$11,$-360
2020-09-30,$582,$118,$14,$132,$-260,$64,$99,$27,$-31,$683,$-49,-,-,-,-,-,$1,$-48,-,-,-,$32,$32,$-339,$1,$-306,$357,$14,$-339
2020-06-30,$319,$100,$15,$115,$292,$34,$-93,$39,$303,$737,$-54,-,-,-,$3,$3,$1,$-50,-,-,-,$11,$11,$-338,$-1,$-328,$382,$8,$-338
2020-03-31,$566,$104,$26,$130,$10,$-48,$17,$-14,$-82,$614,$-57,-,-,-,$7,$7,$-3,$-53,-,-,-,$-689,$-689,$-342,$-16,"$-1,047",$-551,$9,$-342
2019-12-31,$641,$105,$-55,$50,$78,$67,$-31,$-18,$83,$774,$-79,-,-,-,$4,$4,$112,$37,$-1,-,$-1,$-340,$-340,$-344,-,$-685,$156,$9,$-344
2019-09-30,$660,$104,$9,$113,$78,$20,$-5,$12,$147,$920,$-74,-,-,-,$1,$1,$4,$-69,-,$1,$1,$-349,$-349,$-323,-,$-671,$148,$10,$-323
2019-06-30,$623,$107,$33,$140,$-10,$43,$-28,$36,$-78,$685,$-73,-,-,-,$8,$8,$-14,$-79,"$1,074","$-1,060",$14,$-362,$-362,$-326,$-1,$-675,$-78,$12,$-326
2019-03-31,$597,$110,$33,$143,$-106,$-32,$48,$-22,$-124,$616,$-75,-,$-4,-,$7,$7,-,$-72,$-650,"$1,058",$408,$-364,$-364,$-328,$-11,$-295,$251,$10,$-328
2018-12-31,$607,$115,$63,$178,$142,$14,$-49,$-7,$24,$809,$-70,-,-,-,$3,$3,-,$-67,-,-,-,$-489,$-489,$-332,-,$-821,$-85,$9,$-332
2018-09-30,$638,$115,$-20,$95,$86,$-27,$-44,$13,$111,$844,$-95,-,-,-,$3,$3,$-1,$-93,$-1,-,$-1,$-499,$-499,$-262,$1,$-761,$-39,$11,$-262
