,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,"$-3,546",$-342,$960,$618,$544,-,$183,$437,"$1,164","$-1,764",$140,-,-,-,$-5,$-5,$42,$177,"$-3,603",$-38,"$-3,641","$1,792","$1,792","$1,706",$37,$-106,"$-1,678",$-458,"$1,706"
2020-09-30,"$1,517",$117,$-768,$-651,$-664,-,$90,$703,$129,$995,$-40,-,-,-,$23,$23,$-2,$-19,$523,$38,$561,$-10,$-10,$-556,$5,-,"$1,041",$160,$-556
2020-06-30,"$1,402",$114,$-147,$-33,$125,-,$-59,$272,$338,"$1,707",$-48,-,-,-,$-51,$-51,$-25,$-124,"$1,197",-,"$1,197","$-1,125","$-1,125",$-554,$-40,$-522,"$1,060",$149,$-554
2020-03-31,$627,$111,$-45,$66,$-5,-,$-214,"$-1,412","$-1,631",$-938,$-52,-,-,-,$33,$33,$-15,$-34,"$1,883",-,"$1,883",$-657,$-657,$-596,$-2,$628,$-423,$149,$-596
2019-12-31,"$1,334",$2,$-484,$-482,$-103,-,$-50,$557,$404,"$1,256",$-94,-,-,-,$201,$201,$-14,$93,$-338,$-102,$-440,$-7,$-7,$-512,$-255,"$-1,214",$222,$140,$-512
2019-09-30,"$1,119",$105,$-417,$-312,$-199,-,$-45,$368,$124,$931,$-55,-,$-4,-,$-386,$-386,$1,$-444,$405,$102,$507,$-109,$-109,$-513,$254,$139,$584,$133,$-513
2019-06-30,"$1,013",$100,$-333,$-233,$-32,-,$40,$134,$142,$922,$-47,-,"$-1,506",-,$59,$59,$-51,"$-1,545","$1,249",-,"$1,249",$-7,$-7,$-515,$-123,$604,$-38,$140,$-515
2019-03-31,"$1,060",$89,$-117,$-28,$-99,-,$-56,"$-1,102","$-1,257",$-225,$-58,-,-,-,$-14,$-14,$-46,$-118,$245,-,$245,"$-1,788","$-1,788",$-556,$-13,"$-2,112","$-2,427",$154,$-556
2018-12-31,$927,$56,"$-1,607","$-1,551",$9,-,$-121,"$1,259","$1,147",$523,$-96,-,-,-,$-13,$-13,$1,$-108,$557,-,$557,$-532,$-532,$-497,-,$-472,$-92,$133,$-497
2018-09-30,"$1,203",$57,$22,$79,$-83,$-36,$137,$-35,$-17,"$1,265",$-45,-,$-699,-,$186,$186,-,$-558,$216,-,$216,$-515,$-515,$-502,$-19,$-820,$-144,$121,$-502
2018-06-30,"$1,078",$54,$123,$177,$43,$36,$-241,$335,$173,"$1,428",$-30,-,-,-,$-60,$-60,$1,$-89,$183,-,$183,$-321,$-321,$-464,$3,$-599,$598,$135,$-464
2018-03-31,"$1,094",$53,$141,$194,$35,-,$268,"$-1,732","$-1,429",$-141,$-33,-,-,-,$33,$33,$-53,$-53,$347,-,$347,$-719,$-719,$-505,$3,$-874,$-953,$175,$-505
2017-12-31,"$2,301",$50,"$-1,919","$-1,869",$-160,$145,$91,$902,$978,"$1,410",$-55,-,-,-,$-38,$-38,$-4,$-97,$140,-,$140,$-288,$-288,$-403,$4,$-547,$797,$125,$-403
2017-09-30,$956,$65,$105,$170,$-205,$-17,$133,$323,$234,"$1,360",$-45,-,$-29,-,$-27,$-27,$-28,$-129,$75,-,$75,$-287,$-287,$-405,$-3,$-620,$670,$127,$-405
2017-06-30,$864,$62,$269,$331,$-161,$-128,$25,$413,$149,"$1,344",$-36,-,$-73,-,$-196,$-196,$-28,$-333,$-583,-,$-583,$-284,$-284,$-407,$-9,"$-1,283",$-202,$128,$-407
2017-03-31,$868,$63,$145,$208,$5,-,$59,"$-1,304","$-1,240",$-164,$-19,-,-,-,$-30,$-30,-,$-49,$829,-,$829,$-562,$-562,$-447,-,$-180,$-361,$162,$-447
2016-12-31,$847,$65,$75,$140,$271,$-171,$-283,$507,$324,"$1,311",$-31,-,-,-,$86,$86,$-183,$-128,$-999,-,$-999,$-281,$-281,$-374,"$1,149",$-505,$573,$113,$-374
2016-09-30,$877,$65,$248,$313,$288,$-278,$-256,$116,$-130,"$1,060",$-21,-,-,-,$-194,$-194,$-54,$-269,$255,-,$255,$-251,$-251,$-376,$2,$-370,$389,$119,$-376
2016-06-30,$795,$67,$-96,$-29,$-354,-,$239,$-184,$-299,$467,$-37,-,$-30,-,$59,$59,$-12,$-20,$383,-,$383,$-279,$-279,$-376,$9,$-263,$84,$117,$-376
2016-03-31,$647,$66,$195,$261,$-270,-,$326,"$-1,529","$-1,473",$-565,$-30,-,-,-,$84,$84,$-8,$46,$361,-,$361,$-562,$-562,$-419,$73,$-547,"$-1,102",$172,$-419
2015-12-31,$869,$62,$-167,$-105,$379,-,$-328,$342,$393,"$1,157",$-61,-,$-185,-,$4,$4,$-81,$-323,$207,-,$207,$-231,$-231,$-361,$21,$-364,$410,$117,$-361
2015-09-30,$832,$80,$81,$161,$-208,-,$54,$512,$358,"$1,351",$-26,-,-,-,$-10,$-10,$-1,$-37,$48,-,$48,$-197,$-197,$-362,$2,$-509,$766,$128,$-362
2015-06-30,$826,$77,$-67,$10,$497,-,$-421,$93,$169,"$1,005",$-36,-,-,-,$137,$137,$-78,$23,$157,-,$157,$-279,$-279,$-364,$11,$-475,$630,$126,$-364
2015-03-31,$825,$76,$-149,$-73,$-750,-,$654,"$-1,165","$-1,261",$-509,$-98,-,$-88,-,$61,$61,$-3,$-128,$109,-,$109,$-498,$-498,$-389,$62,$-716,"$-1,446",$143,$-389
2014-12-31,$806,$76,$61,$137,$504,$189,$-542,$177,$328,"$1,271",$-26,-,-,-,$98,$98,$-90,$-18,$-822,-,$-822,$-255,$-255,$-322,$-193,"$-1,592",$-426,$117,$-322
2014-09-30,$873,$84,$-27,$57,"$1,538",$-87,"$-1,538",$441,$354,"$1,284",$-6,-,-,-,$199,$199,$-30,$163,$192,-,$192,$-253,$-253,$-324,$49,$-336,"$1,022",$100,$-324
2014-06-30,$841,$86,$-116,$-30,"$-1,340",$-7,"$1,490",$-216,$-73,$738,$-19,-,-,-,$-20,$-20,-,$-39,$464,-,$464,$-257,$-257,$-326,$122,$3,$733,$109,$-326
2014-03-31,$744,$88,$275,$363,$-624,$-95,$521,"$-1,115","$-1,313",$-206,$-15,-,-,-,$151,$151,$-3,$133,$877,-,$877,$-575,$-575,$-366,$128,$64,$4,$127,$-366
2013-12-31,$850,$90,$-400,$-310,"$2,075",$205,"$-2,257",$603,$626,"$1,166",$-34,-,$-58,-,$-131,$-131,$15,$-208,$136,-,$136,$-231,$-231,$-286,$-199,$-580,$403,$108,$-286
2013-09-30,$729,$85,$-4,$81,"$-2,046",$-135,"$2,057",$460,$336,"$1,146",$-14,-,$-240,-,$29,$29,$-60,$-285,$-257,-,$-257,$-287,$-287,$-287,$212,$-619,$319,$109,$-287
2013-06-30,$706,$84,$78,$162,$361,$-121,$-390,$422,$272,"$1,140",$-28,-,-,-,$7,$7,-,$-21,$-756,-,$-756,$-242,$-242,$-286,$-104,"$-1,388",$-274,$104,$-286
2013-03-31,$666,$84,$177,$261,$-376,$51,$597,"$-1,009",$-737,$190,$-18,-,-,-,$52,$52,$-3,$31,$-80,$-100,$-180,$-455,$-455,$-309,$139,$-805,$-664,$127,$-309
2012-12-31,$650,$88,$87,$175,$201,$-467,$-375,$170,$-471,$354,$-29,-,-,-,$321,$321,$-7,$285,$34,-,$34,$-176,$-176,$-256,$115,$-283,$383,$107,$-256
2012-09-30,$655,$87,$-69,$18,$-371,$-9,$399,$329,$348,"$1,021",$-23,-,$-55,-,$78,$78,$-4,$-4,$-29,-,$-29,$-165,$-165,$-259,$27,$-426,$628,$109,$-259
2012-06-30,$560,$86,$112,$198,$222,$-12,$-230,$229,$209,$967,$-57,-,$-2,-,$54,$54,$-55,$-60,"$1,270",-,"$1,270","$-1,036","$-1,036",$-260,$184,$158,"$1,043",$121,$-260
2012-03-31,$575,$89,$68,$157,$-344,$-176,$320,$-634,$-834,$-102,$-41,-,$-210,-,$-87,$-87,$-149,$-487,$51,-,$51,$-221,$-221,$-285,$62,$-393,$-954,$114,$-285
2011-12-31,$583,$95,$40,$135,$118,$-85,$-242,$364,$155,$873,$-29,-,-,-,$11,$11,-,$-18,$-53,-,$-53,$-97,$-97,$-245,$85,$-310,$523,$122,$-245
2011-09-30,$570,$96,$131,$227,$-8,$-2,$27,$422,$439,"$1,236",$-59,-,-,-,$-23,$-23,-,$-82,$-58,$-500,$-558,$-128,$-128,$-249,$-4,$-939,$187,$133,$-249
2011-06-30,$622,$94,$30,$124,$144,$-28,$-229,$240,$127,$873,$-76,-,-,-,$-13,$-13,-,$-89,"$1,419",$600,"$2,019","$-2,543","$-2,543",$-248,$1,$-771,$17,$105,$-248
2011-03-31,$564,$95,$135,$230,$-130,$-1,$292,"$-1,111",$-950,$-156,$-83,-,-,-,$68,$68,-,$-15,$-4,$-100,$-104,$-96,$-96,$-272,$7,$-465,$-588,$137,$-272
2010-12-31,$649,$102,$26,$128,$-30,$21,$-227,$532,$296,"$1,073",$-35,-,$-7,-,$-70,$-70,$-35,$-147,-,-,-,$5,$5,$-194,$23,$-166,$731,$110,$-194
2010-09-30,$584,$100,$-24,$76,$-48,$-30,$148,$375,$445,"$1,105",$-30,-,$-8,-,$-23,$-23,$-17,$-78,$-4,$-344,$-348,$-144,$-144,$-193,$53,$-632,$453,$114,$-193
2010-06-30,$389,$106,$159,$265,$-129,$-50,$40,$-41,$-180,$474,$-22,-,-,-,$-350,$-350,-,$-372,$-24,$-436,$-460,$-2,$-2,$-193,$38,$-617,$-520,$113,$-193
