,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$143,$-9,$573,$564,$12,$229,$183,$-882,$-514,$193,-,-,-,-,"$-2,828","$-2,828",$-208,"$-3,036",$40,-,$40,$-46,$-46,$-78,"$2,040","$1,956",$-887,-,$-78
2020-09-30,$398,$-10,$-617,$-627,$-8,$70,$95,$-601,$-401,$-630,-,-,-,-,"$-3,176","$-3,176",$95,"$-3,081",-,-,-,$-1,$-1,$-77,"$2,183","$2,105","$-1,606",-,$-77
2020-06-30,$-94,$-11,$862,$851,$72,$-268,$21,$1,$-241,$516,-,-,-,-,"$-4,237","$-4,237",$131,"$-4,106",$50,-,$50,$-1,$-1,$-77,"$1,617","$1,589","$-2,001",-,$-77
2020-03-31,$52,$-11,$-88,$-99,$-97,$235,$-317,$699,$502,$455,-,-,-,-,"$1,509","$1,509",$-767,$742,$199,-,$199,$-234,$-234,$-79,"$2,556","$2,442","$3,639",-,$-79
2019-12-31,$432,$-8,$113,$105,$-25,$29,$117,$-491,$-366,$171,-,-,-,-,"$-2,746","$-2,746",$-468,"$-3,214",$106,-,$106,$-100,$-100,$-76,"$2,737","$2,667",$-376,-,$-76
2019-09-30,$-162,$-8,$90,$82,$113,$-424,$83,$197,$-215,$-295,-,-,-,-,"$-1,344","$-1,344",$-882,"$-2,226",$345,-,$345,$-146,$-146,$-74,"$2,021","$2,146",$-375,-,$-74
2019-06-30,$364,$-7,-,$-7,$54,$-906,$-37,$-636,"$-1,588","$-1,231",-,-,-,-,"$2,140","$2,140","$-1,066","$1,074",$50,-,$50,$-148,$-148,$-76,"$2,052","$1,878","$1,721",-,$-76
2019-03-31,$252,$-8,$423,$415,$-37,"$-1,209",$-56,$-712,"$-1,998","$-1,331",-,-,-,-,$-221,$-221,$-912,"$-1,133",-,-,-,$-176,$-176,$-77,"$1,965","$1,712",$-752,-,$-77
2018-12-31,$399,$-8,$-351,$-359,$22,$-280,$-174,"$1,233",$869,$909,-,-,-,-,$-858,$-858,$-717,"$-1,575",-,-,-,$-624,$-624,$-72,"$2,247","$1,551",$885,-,$-72
2018-09-30,$490,$-1,$133,$132,$-18,$29,$163,$-436,$-220,$402,-,-,-,-,"$-1,423","$-1,423",$-444,"$-1,867",-,-,-,$-174,$-174,$-72,"$1,396","$1,150",$-315,-,$-72
