,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$-27,$486,$73,$559,$-272,$44,-,$-2,$-46,$486,$108,-,-,-,-,-,$-1,$107,$-1,$6,$5,-,-,$-337,$193,$-139,$454,$16,$-337
2020-09-30,$-183,$518,$133,$651,$-89,$-62,-,$-31,$-332,$136,$-426,-,-,-,-,-,-,$-426,$-3,$74,$71,-,-,$-76,$-66,$-71,$-361,$16,$-76
2020-06-30,$-263,$509,$55,$564,$370,$-130,-,$-18,$-35,$266,$-568,-,-,-,-,-,$-2,$-570,$-2,$12,$10,-,-,$-76,$-64,$-130,$-434,$18,$-76
2020-03-31,"$-2,366",$561,"$2,307","$2,868",$258,$31,-,$-20,$-57,$445,$-818,-,-,-,-,-,-,$-818,$999,$60,"$1,059",-,-,$-81,$-70,$908,$535,$29,$-81
2019-12-31,$-183,$586,$117,$703,$-254,$28,-,$-133,$-234,$286,$-825,-,-,-,-,-,-,$-825,$758,$-144,$614,-,-,$-428,$35,$221,$-318,$19,$-428
2019-09-30,$-166,$544,$144,$688,$-59,$-11,-,$-20,$-79,$443,$-709,-,-,-,$-10,$-10,$-2,$-721,$-5,$16,$11,-,-,$-77,$-1,$-67,$-345,$18,$-77
2019-06-30,$34,$494,$32,$526,$47,$-4,-,$-8,$115,$675,$-602,-,-,-,$-16,$-16,$1,$-617,$-24,$-39,$-63,-,-,$-76,$-11,$-150,$-92,$21,$-76
2019-03-31,$75,$498,$62,$560,$-117,$-29,-,$-55,$-397,$238,$-671,-,-,-,$-7,$-7,$-2,$-680,$-26,$199,$173,$-25,$-25,$-88,$-12,$48,$-394,$27,$-88
2018-12-31,$34,$533,$21,$554,$109,$23,-,$-56,$293,$881,$-664,-,-,-,-,-,$-1,$-665,$-23,-,$-23,$-245,$-245,$-294,$36,$-526,$-310,$19,$-294
2018-09-30,$3,$489,$189,$678,$-179,$-36,-,$-10,$-258,$423,$34,-,-,-,$-26,$-26,$-3,$5,$-19,-,$-19,$-230,$-230,$-86,$3,$-332,$96,$21,$-86
2018-06-30,$-87,$444,$106,$550,$-57,$8,-,$-27,$-38,$425,$-466,-,-,-,$-17,$-17,$-1,$-484,$-157,-,$-157,$-519,$-519,$-75,$-8,$-759,$-818,$19,$-75
2018-03-31,$-65,$417,$45,$462,$-11,$-7,-,$-33,$-187,$210,$-394,-,-,-,$-24,$-24,$-4,$-422,$-434,-,$-434,$-371,$-371,$-101,$-3,$-909,"$-1,121",$13,$-101
2017-12-31,"$-2,635",$646,"$2,500","$3,146",$-252,$-16,-,$-8,$-168,$343,"$1,959",-,-,-,-,-,-,"$1,959",$448,$-168,$280,$-110,$-110,$118,$-269,$19,"$2,321",$21,$118
2017-09-30,$-593,$759,$262,"$1,021",$-207,$4,-,$-136,$-340,$88,$91,-,-,-,-,-,$-1,$90,$-30,$11,$-19,-,-,$-299,$174,$-144,$34,$21,$-299
2017-06-30,$-417,$741,$38,$779,$4,$3,-,$-128,$-197,$165,$-401,-,-,-,-,-,-,$-401,$-51,$-1,$-52,-,-,$-90,$184,$42,$-194,$22,$-90
2017-03-31,$-296,$737,$2,$739,$115,$-55,-,$-45,$-94,$349,$-290,-,-,-,-,-,-,$-290,$-26,$5,$-21,-,-,$-92,$8,$-105,$-46,$22,$-92
2016-12-31,"$-4,898",$768,"$4,258","$5,026",$-182,$76,-,$88,$198,$326,$-427,-,-,-,-,-,$3,$-424,$-649,$57,$-592,-,-,$-90,$-17,$-699,$-797,$4,$-90
2016-09-30,$-317,$811,$-185,$626,$199,$-24,-,$-74,$23,$332,$-529,-,-,-,-,-,$3,$-526,$725,$6,$731,-,-,$-91,$-12,$628,$434,$22,$-91
2016-06-30,$-373,$797,$-167,$630,$-238,$38,-,$-19,$-60,$197,$-535,-,-,-,-,-,$8,$-527,$-18,$-25,$-43,-,-,$-89,-,$-132,$-462,$22,$-89
2016-03-31,$-488,$868,$-232,$636,$317,$-13,-,$-137,$-208,$-60,$-620,-,-,-,-,-,$7,$-613,$-17,$5,$-12,"$1,087","$1,644",$-80,$-38,"$1,514",$841,$25,$-80
2015-12-31,"$-1,799",$983,"$1,096","$2,079",$304,$46,-,$-40,$343,$623,$-910,-,-,-,-,-,$1,$-909,$-16,$110,$94,-,-,$-72,$-33,$-11,$-297,$26,$-72
2015-09-30,$-252,$988,$-237,$751,$268,$30,-,$79,$-217,$282,$-938,-,-,-,-,-,$-18,$-956,$583,-,$583,$-64,$-64,$-71,"$2,308","$2,756","$2,082",$20,$-71
