,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$316,$109,$150,$259,$-139,$-8,-,$-365,$-512,$64,$-37,-,-,$-1,"$-2,082","$-2,083",$-367,"$-2,487",$-796,$-67,$-863,$-4,$-4,$-183,"$3,793","$2,743",$320,$17,$-154
2020-09-30,$303,$80,$140,$220,$-214,$-9,-,$248,$25,$549,$-33,-,-,$-53,$-660,$-713,"$-1,037","$-1,783",$-557,$-13,$-570,-,$494,$-171,"$1,463","$1,216",$-18,$20,$-153
2020-06-30,$150,$59,$323,$382,$-161,$-9,-,$-146,$-316,$212,$-38,-,-,$-1,"$2,214","$2,213","$-2,222",$-47,$-59,"$-2,751","$-2,810",-,$494,$-171,"$6,848","$4,361","$4,526",$25,$-152
2020-03-31,$48,$119,$419,$538,$-20,$63,-,$-131,$-88,$498,$-11,-,-,$-26,"$-1,445","$-1,471","$-2,840","$-4,322",$-254,$458,$204,$-88,$-88,$-173,"$4,478","$4,421",$597,$15,$-155
2019-12-31,$317,$78,$127,$205,$142,$19,-,$-34,$127,$676,$-25,-,-,$9,$-705,$-696,$-393,"$-1,114",-,$390,$390,$-196,$-196,$-174,$-48,$-28,$-466,$19,$-155
2019-09-30,$372,$104,$63,$167,$-259,$20,-,$-263,$-502,$46,$-31,-,$7,$16,$-215,$-199,$39,$-184,$857,"$-1,961","$-1,104",$-68,$-68,$-165,"$1,513",$176,$38,$16,$-147
2019-06-30,$364,$73,$104,$177,$-169,$-10,-,$6,$-173,$355,$-27,-,$-555,$-26,$615,$589,$-71,$-64,$-526,"$1,381",$855,$-152,$-152,$-166,$-566,$-29,$262,$31,$-147
2019-03-31,$358,$131,$99,$230,$72,$-61,-,$-108,$-97,$497,$-24,-,-,$-111,$-202,$-313,$-178,$-515,$722,$776,"$1,498",$-25,$-25,$-166,"$-2,625","$-1,318","$-1,336",$17,$-148
2018-12-31,$334,$143,$17,$160,$83,$-14,-,$-103,$-34,$582,$-48,-,$-15,$28,$35,$63,"$-1,686","$-1,686",$-825,$588,$-237,$-200,$-200,$-171,"$3,085","$2,477","$1,373",$19,$-152
2018-09-30,$378,$122,$54,$176,$-110,$2,-,$93,$-15,$542,$-24,-,-,$6,$507,$513,"$-1,008",$-519,$-341,"$-1,034","$-1,375",$-691,$-691,$-143,"$2,103",$-106,$-83,$15,$-122
2018-06-30,$355,$123,$131,$254,$-247,-,-,$83,$-164,$308,$-22,-,-,$34,$576,$610,"$-1,270",$-682,"$1,169",$-398,$771,$-51,$-51,$-133,$100,$687,$313,$29,$-122
2018-03-31,$326,$105,$174,$279,$-27,$1,-,$-286,$-312,$294,$-16,-,-,$22,$330,$352,"$-1,112",$-776,$-572,"$-2,181","$-2,753",$3,$498,$-137,"$2,423",$31,$-451,$15,$-118
2017-12-31,$432,$106,$216,$322,$176,$2,-,$-50,$86,$848,$-49,-,-,$18,$-477,$-459,"$-1,656","$-2,164",$53,"$3,236","$3,289",$-137,$-137,$-106,"$-1,404","$1,642",$326,$19,$-87
2017-09-30,$274,$96,$88,$184,$57,$6,-,$-79,$86,$547,$-32,-,-,$2,$-521,$-519,$-571,"$-1,122",$672,"$-2,703","$-2,031",$-129,$-129,$-107,"$2,521",$254,$-321,$21,$-88
2017-06-30,$272,-,$111,$111,$-245,$4,-,$-112,$-225,$163,$-58,-,-,$2,$87,$89,$-875,$-844,$-763,"$3,271","$2,508",$1,$1,$-106,"$-1,517",$886,$205,$54,$-87
2017-03-31,$208,$211,$46,$257,$24,$35,-,$54,$-75,$396,$-55,-,-,$17,$-336,$-319,$-362,$-736,$981,"$-2,433","$-1,452",$5,$5,$-106,"$1,818",$265,$-75,$-2,$-87
2016-12-31,$239.142,$80.556,$277.317,$357.873,$71.735,$-96.926,-,$77.453,$-92.234,$529.194,$-56.312,-,$-479.782,$-7.221,"$-1,984.351","$-1,991.572","$1,942.653",$-585.013,$-543.897,"$1,536.482",$992.585,$-6.084,$-6.02,$-83.935,"$-1,123.594",$-220.964,$-276.783,$17.432,$-76.344
