,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$505,$52,$203,$255,$-154,-,-,$306,$381,"$1,141",$-33,-,$-12,-,-,-,$9,$-36,-,-,-,$2,$2,$-212,$-6,$-216,$954,$30,$-212
2020-09-30,$498,$54,$317,$371,$142,-,-,$-297,$-60,$809,$-25,-,$-6,$4,-,$4,$9,$-18,$-118,-,$-118,$-9,$-9,$-212,$-1,$-340,$484,$38,$-212
2020-06-30,$842,$51,$23,$74,$-46,-,-,$8,$21,$937,$-7,-,-,$4,-,$4,-,$-3,-,-,-,$4,$4,$-203,$-10,$-209,$732,$11,$-203
2020-03-31,$689,$49,$37,$86,$76,-,-,$80,$-95,$680,$-11,-,$-183,$11,-,$11,-,$-183,-,-,-,"$-1,145","$-1,145",$-212,$-44,"$-1,401",$-934,$11,$-212
2019-12-31,$586,$51,$83,$134,$-85,-,-,$243,$284,"$1,004",$-38,-,$-66,$-7,-,$-7,-,$-111,$218,-,$218,$-94,$-94,$-182,$-9,$-67,$867,$25,$-182
2019-09-30,$662,$49,$-9,$40,$45,-,-,$-5,$60,$762,$-31,-,$-21,-,-,-,$85,$33,-,-,-,$-493,$-493,$-181,$-2,$-676,$99,$20,$-181
2019-06-30,$602,$52,$57,$109,$-8,-,-,$-74,$6,$717,$-26,-,$-3,$-3,-,$-3,-,$-32,-,-,-,$8,$8,$-181,$-6,$-179,$484,$21,$-181
2019-03-31,$453,$52,$140,$192,$-87,-,-,$-103,$-352,$293,$-20,-,$-1,-,-,-,-,$-21,-,-,-,$-621,$-621,$-159,$-49,$-829,$-522,$12,$-159
2018-12-31,$551,$55,$119,$174,$-226,-,-,$31,$-62,$663,$-25,-,$-138,$-10,-,$-10,$6,$-167,-,-,-,$-542,$-542,$-162,$-5,$-709,$-245,$21,$-162
2018-09-30,$535,$54,$-28,$26,$43,-,-,$-5,$-63,$498,$-28,-,$-17,$4,-,$4,-,$-41,-,-,-,-,-,$-164,$-11,$-175,$268,$27,$-164
2018-06-30,$501,$52,$121,$173,$12,-,-,$-215,$-131,$543,$-27,-,$-189,$-2,-,$-2,-,$-218,$86,-,$86,$-19,$-19,$-154,$-1,$-88,$179,$33,$-154
2018-03-31,$534,$45,$37,$82,$7,-,-,$55,$-256,$360,$-33,-,$-57,$3,-,$3,-,$-87,-,-,-,"$-1,090","$-1,090",$-177,$-49,"$-1,316","$-1,023",$13,$-177
2017-12-31,$299,$46,$142,$188,$-132,-,-,$333,$326,$813,$-48,-,$-3,$-5,-,$-5,$2,$-54,-,-,-,$-149,$-149,$-147,-,$-296,$467,$34,$-147
2017-09-30,$452,$46,$44,$90,$-15,-,-,$-87,$-13,$529,$-19,-,$-10,-,-,-,$-2,$-31,-,-,-,$-469,$-469,$-119,$-5,$-593,$-72,$24,$-119
2017-06-30,$457,$45,$44,$89,$-61,-,-,$-256,$-225,$321,$-33,-,$-69,-,-,-,-,$-102,-,-,-,$-136,$-136,$-136,-,$-272,$-27,$22,$-136
2017-03-31,$430,$43,$36,$79,$12,-,-,$67,$-156,$353,$-23,-,$-1,-,-,-,$2,$-22,-,-,-,$-172,$-172,$-130,$-44,$-346,$19,$19,$-130
2016-12-31,$569,$47,$-243,$-196,$-151,-,-,$-3,$-70,$303,$-48,-,$-66,-,-,-,$427,$313,$-421,-,$-421,$4,$4,$-151,$10,$-558,$-7,$22,$-151
2016-09-30,$924,$47,$-695,$-648,$13,-,-,$264,$341,$617,$-31,-,$-93,$-1,-,$-1,"$1,071",$946,$493,$-309,$184,$-731,$-731,$-97,$-20,$-664,$832,$20,$-97
2016-06-30,$412,$45,$38,$83,$-32,-,-,$-74,$-40,$455,$-20,-,$-45,$1,-,$1,-,$-64,-,$-163,$-163,$-113,$-113,$-119,$-4,$-399,$-33,$20,$-119
2016-03-31,$323,$42,$47,$89,$-7,-,-,$125,$-227,$185,$-16,-,$-7,$-1,-,$-1,-,$-24,-,$329,$329,$-195,$-195,$-129,$-46,$-41,$119,$14,$-129
2015-12-31,$276,$53,$168,$221,$-74,-,-,$252,$215,$712,$-79,-,$-3,$-1,-,$-1,$14,$-69,-,$143,$143,$-464,$-464,$-126,$-131,$-578,$40,$23,$-126
2015-09-30,$281,$38,$105,$143,$92,-,-,$-171,$117,$541,$-18,-,"$-2,391",$4,-,$4,$-14,"$-2,419","$1,984",-,"$1,984",$-239,$-239,$-107,$-4,"$1,634",$-279,$18,$-107
2015-06-30,$382,$33,$146,$179,$-67,-,-,$-40,$-109,$452,$-26,-,-,$-6,-,$-6,$14,$-18,$690,$-365,$325,$-148,$-148,$-110,$6,$73,$544,$19,$-110
2015-03-31,$329,$33,$112,$145,$-69,-,-,$110,"$-1,823","$-1,349",$-16,-,$-2,$-1,-,$-1,-,$-19,-,$365,$365,$-53,$-53,$-124,$32,$220,"$-1,321",$18,$-124
2014-12-31,$-821,$34,"$1,220","$1,254",$-21,-,-,$-69,$-44,$389,$-40,-,$-6,$16,-,$16,-,$-30,-,-,-,$34,$34,$-134,$39,$-61,$579,$28,$-134
2014-09-30,$218,$34,$90,$124,$23,-,-,$-28,$32,$374,$-15,-,$-49,$-2,-,$-2,$83,$17,-,-,-,$26,$26,$-82,$7,$-49,$301,$25,$-82
2014-06-30,$315,$33,$35,$68,$1,-,-,$-100,$-51,$332,$-17,-,$-1,$1,-,$1,-,$-17,-,-,-,$-158,$-158,$-97,$-1,$-256,$86,$30,$-97
2014-03-31,$275,$33,$10,$43,$-12,-,-,$104,$-204,$114,$-20,-,$-15,-,-,-,-,$-35,-,-,-,$-71,$-71,$-97,$72,$-96,$-11,$17,$-97
2013-12-31,$189,$34,$184,$218,$-20,-,-,$-152,$-101,$306,$-62,-,$-47,$-2,-,$-2,$-1,$-112,-,-,-,$-65,$-65,$-95,$17,$-143,$-35,$26,$-95
2013-09-30,$245,$33,$-8,$25,$-4,-,-,$-44,$-20,$250,$-12,-,-,$-15,-,$-15,$52,$25,-,-,-,$-476,$-476,$-94,$14,$-556,$-323,$23,$-94
2013-06-30,$277,$35,$-50,$-15,$35,-,-,$-73,$11,$273,$-21,-,-,-,-,-,-,$-21,-,-,-,$33,$33,$-98,$-8,$-73,$-5,$26,$-98
2013-03-31,$755,$35,$-461,$-426,$-46,-,-,$-88,$-376,$-47,$-22,-,-,-,-,-,-,$-22,-,$-457,$-457,$-426,$-426,$-96,$8,$-971,"$1,145",$21,$-96
2012-12-31,$-192,$37,$422,$459,$-128,-,-,$-97,$-135,$132,$-26,-,$-21,-,-,-,-,$-47,$-400,$457,$57,$20,$20,$-784,$24,$-683,$-375,$27,$-784
2012-09-30,$337,$39,$-101,$-62,$-74,-,-,$-10,$104,$379,$-34,-,$-8,$1,-,$1,-,$-41,-,-,-,$-150,$-150,$-73,$11,$-212,$398,$23,$-73
2012-06-30,$220,$34,$-12,$22,$-1,-,-,$-32,$-49,$193,$-26,-,$-132,$21,-,$21,-,$-137,-,-,-,$22,$22,$-77,$2,$-53,$-69,$23,$-77
2012-03-31,$127,$31,$78,$109,$-47,-,-,$26,$-210,$26,$-10,-,$-16,$5,-,$5,-,$-21,-,-,-,$112,$112,$-74,$5,$43,$-29,$17,$-74
2011-12-31,$221,$-179,$-236,$-415,$161,$12,-,$-238,$80,$-114,$-43,-,$5,$7,-,$7,$126,$95,-,-,-,$-840,$-840,$-83,$17,$-906,$-493,$12,$-83
2011-09-30,$374,$135,$16,$151,$-150,$51,-,$179,$175,$700,$-24,-,$-73,$-10,-,$-10,$-45,$-152,-,-,-,$-301,$-301,$-75,$1,$-375,$138,$24,$-75
2011-06-30,$215,$100,$29,$129,$-194,$-22,-,$60,$-55,$289,$-7,-,-,$4,-,$4,$-32,$-35,-,-,-,$-145,$-145,$-84,$1,$-228,$30,$23,$-84
2011-03-31,$124,$70,$33,$103,$197,$-41,-,$36,$-178,$49,$-18,-,$-126,$-7,-,$-7,$-28,$-179,-,-,-,$-75,$-75,$-77,$1,$-151,$-256,$18,$-77
2010-12-31,$160.1,$-222.5,$-157.4,$-379.9,$92.3,$-6.6,-,$-319.4,$-129.5,$-349.3,$4.3,-,$-2,$10.2,-,$10.2,$68.7,$81.2,-,-,-,$21.2,$21.2,$-87.9,$0.7,$-66,$185.1,$6.2,$-87.9
2010-09-30,$389.7,$151,$13.7,$164.7,$-122.9,$45.2,-,$79.4,$139.4,$693.8,$-26.3,-,$-320,$-6,-,$-6,$-14,$-366.3,-,-,-,$-66.8,$-66.8,$-75.7,-,$-142.5,$205,$21.8,$-75.7
2010-06-30,$194.2,$113.3,$5.7,$119,$-233,$-21.5,-,$82.8,$-60.1,$253.1,$-32.4,-,$-5,$-1.7,-,$-1.7,$-24.8,$-63.9,-,-,-,$-182.6,$-182.6,$-84.8,$0.2,$-267.2,$-91.6,$14.7,$-84.8
2010-03-31,$107,$66.2,$9,$75.2,$190.6,$-17.1,-,$4.2,$-75.8,$106.4,$-6.6,-,-,$-0.5,-,$-0.5,$-29.9,$-37,-,-,-,$22.2,$22.2,$-77.6,$1.1,$-54.3,$-0.5,$8.3,$-77.6
2009-12-31,$173.868,$114.463,$23.288,$137.751,$176.289,$36.283,-,$-168.839,$114.85,$426.469,$-59.485,$14.801,$-9.731,$-25,-,$-25,$-32.221,$-111.636,-,-,-,$12.218,$12.218,$-70.185,$-0.074,$-58.041,$252.406,$9.517,$-70.185
