,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2020-12-31,$49.676,$23.366,$38.043,$61.409,$-15.33,$-5.687,$-10.761,$-1.737,$-25.767,$85.318,$-25.625,-,$-0.429,$22.582,-,$22.582,$-0.024,$-3.496,$-0.942,-,$-0.942,$16.427,$16.427,-,-,$15.485,$112.503,$9.078,-
2020-09-30,$35.53,$67.756,$6.94,$74.696,$-30.703,$-19.053,$-4.426,$0.128,$-40.465,$69.761,$-24.272,-,-,$-36.504,-,$-36.504,$-0.098,$-60.874,$-0.936,-,$-0.936,$-1.158,$-1.158,-,-,$-2.094,$16.008,$8.741,-
2020-06-30,$38.366,$23.922,$35.219,$59.141,$-1.481,$-4.731,$7.191,$6.926,$-24.032,$73.475,$-19.248,-,-,$123.762,-,$123.762,$0.036,$104.55,$-0.934,-,$-0.934,$-1.745,$-1.745,-,-,$-2.679,$177.701,$9.223,-
2020-03-31,$36.766,$24.099,$2.407,$26.506,$34.492,$-10.429,$6.054,$-9.119,$-6.491,$56.781,$-17.662,-,-,$-122.171,-,$-122.171,$0.079,$-139.754,$-0.928,-,$-0.928,$-18.214,$-18.214,-,$-1.65,$-20.792,$-110.643,$8.43,-
2019-12-31,$-4.303,$60.857,$33.308,$94.165,$17.338,$22.927,$-2.12,$7.318,$40.077,$129.939,$-25.683,-,-,$-3.049,-,$-3.049,$-0.006,$-28.738,$-0.924,-,$-0.924,$-9.119,$-9.119,-,-,$-10.043,$99.866,$7.792,-
2019-09-30,$57.127,$25.045,$21.281,$46.326,$13.494,$-10.243,$-7.692,$2.471,$-11.65,$91.803,$-20.988,-,-,$15.975,-,$15.975,$0.034,$-4.979,$-0.92,-,$-0.92,$-21.961,$-21.961,-,-,$-22.881,$50.141,$8.54,-
2019-06-30,$72.521,$24.684,$19.072,$43.756,$-43.909,$-21.07,$-2.4,$7.332,$-58.153,$58.124,$-53.397,-,-,$-29.903,-,$-29.903,$0.194,$-83.106,$-0.916,-,$-0.916,$3.833,$3.833,-,-,$2.917,$-18.827,$8.893,-
2019-03-31,$54.916,$22.802,$27.639,$50.441,$22.853,$-19.719,$1.955,$1.284,$-61.702,$43.655,$-32.807,-,$-15.115,$24.755,-,$24.755,$0.015,$-23.152,$-0.911,-,$-0.911,$-6.149,$-6.149,-,-,$-7.06,$7.446,$8.138,-
2018-12-31,$75.466,$21.377,$4.793,$26.17,$7.244,$-13.389,$-0.107,$-2.137,$11.414,$113.05,$-26.717,-,$-104.692,$-14.83,-,$-14.83,$0.108,$-146.131,$-0.908,-,$-0.908,$-64.071,$-64.071,-,$0.461,$-64.518,$-103.248,$6.584,-
2018-09-30,$100.752,$20.167,$12.588,$32.755,$-16.567,$-31.037,$-10.846,$-2.934,$-61.807,$71.7,$-36.725,-,$-0.001,$-151.94,-,$-151.94,$0.119,$-188.547,$-0.902,-,$-0.902,$-59.378,$-59.378,-,$0.378,$-59.902,$-169.186,$7.719,-
