,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid
2021-01-31,$-58.1,"$1,019.1",$-915.9,$103.2,$172.7,$109.6,-,$-12.3,$225.6,$270.7,$-67.9,-,-,-,-,-,-,$-67.9,$-3.8,$-21.7,$-25.5,$2.7,$2.7,-,$-1.5,$-24.3,$191.4,$13.9,-
2020-10-31,$69.5,$80.2,$1.3,$81.5,$-227,$148.4,-,$-0.1,$28,$179,$-51.1,-,-,$-1.6,-,$-1.6,-,$-52.7,$-4.7,$-47.2,$-51.9,$-0.2,$-0.2,-,$-1.3,$-53.4,$65.7,$14.8,-
2020-07-31,$-51.7,$78.9,$-0.4,$78.5,$6.2,$-10.5,-,$26.9,$364,$390.8,$-51.2,-,-,-,-,-,-,$-51.2,$490.6,$-256.7,$233.9,$-1.1,$-1.1,-,$-14.1,$218.7,$593.6,$11.8,-
2020-04-30,"$-1,097.2",$81.1,$845.9,$927,$186.5,$35.8,-,$67.9,$27.4,$-142.8,$-56.4,-,$169.1,-,-,-,-,$112.7,$183.2,$272,$455.2,$-114.8,$-114.8,$-2.7,$-1.3,$336.4,$297.3,$10,$-2.7
2020-01-31,$-68.5,$87.3,$195.7,$283,$179.1,$89.1,-,$-30.2,$374,$588.5,$-112.1,-,-,$-25.2,-,$-25.2,-,$-137.3,$-60.4,$-336.5,$-396.9,$-104.3,$-104.3,-,$-1.4,$-502.6,$-51.8,$12.9,-
2019-10-31,$208.9,$81.6,$36,$117.6,$-191.8,$98.9,-,$-32.8,$-212.6,$113.9,$-82.6,-,$-0.1,$-2.5,-,$-2.5,-,$-85.2,$-10.2,$204.5,$194.3,$-95.5,$-95.5,$-2.8,$-1.2,$94.8,$121.7,$14.9,$-2.8
2019-07-31,$193.1,$78.4,$-106,$-27.6,$81.9,$-166.4,-,$24.8,$225.6,$391.1,$-14.4,-,$-192.3,-,-,-,-,$-206.7,$-3.7,$-167,$-170.7,$-67.2,$-67.2,$-2.8,$-1.4,$-242.1,$-60.8,$14.4,$-2.8
2019-04-30,$81.6,$76.5,$89,$165.5,$-86.3,$99.8,-,$-47.2,$-320.3,$-73.2,$-76.7,-,-,-,-,-,-,$-76.7,$-5.8,$286.9,$281.1,$-75.6,$-75.6,$-5.7,$-1.5,$198.3,$42.3,$13.9,$-5.7
2019-01-31,$158.4,$86.8,$-81.2,$5.6,$164.7,$-39.2,-,$22.5,$383.4,$547.4,$-109.7,-,-,-,-,-,-,$-109.7,$-65,$-263.9,$-328.9,$-54.7,$-54.7,-,$-1.4,$-385,$53.5,$14.3,-
2018-10-31,$242.6,$81.8,$13,$94.8,$-235.9,$35.4,-,$-14.7,$-343.2,$-5.8,$-104.9,-,-,-,-,-,-,$-104.9,-,$191.3,$191.3,$-108.4,$-108.4,$-2.8,$-1.4,$78.7,$-32.6,$15.1,$-2.8
2018-07-31,$164.7,$83,$-0.7,$82.3,$65.2,$-242.2,-,$47.3,$189.6,$436.6,$-88.2,-,-,-,-,-,-,$-88.2,$-85,$-169.1,$-254.1,$-79.8,$-79.8,$-2.9,$-1.4,$-338.2,$-3.4,$15.2,$-2.9
2018-04-30,$178.9,$83.2,$13.4,$96.6,$-145.4,$33.9,-,$24.1,$-401.2,$-125.7,$-76.7,-,$-15.9,-,-,-,-,$-92.6,-,$235,$235,$-61.9,$-61.9,$-5.9,$-1.2,$166,$-59.4,$11.6,$-5.9
2018-01-31,$107.9,$85.9,$-118.2,$-32.3,$193.1,$-63.9,-,$-27.6,$363.2,$438.8,$-119.5,-,-,$-9.7,-,$-9.7,-,$-129.2,$-214.2,$-188,$-402.2,$-40.3,$-40.3,$-0.1,$-1.3,$-443.9,$-118.4,$11.9,$-0.1
2017-10-31,$238.7,$81.2,$-8.9,$72.3,$-181.8,$20.8,-,$-26.4,$-282.9,$28.1,$-79.2,-,$-12,$-2.5,-,$-2.5,-,$-93.7,$-0.8,$189.5,$188.7,$-65.8,$-65.8,$-2.9,$-1.3,$118.7,$52.9,$11.9,$-2.9
